"AnimalID","Sex","DateofCapture","DateofRecapture","TeethWidth","TeethWidth2","GroupID","GroupSize","QueenID","GroupSizeRecapture","timediff","rateofincisorgrowth","CompleteCapture","CompleteRecapture"
"KR36F018","Female",2018-10-13,2019-04-15,4.31,5.62,"Kuruman 36",12,"KR1F004",15,184,0.007119565,0,0
"KR36F003","Female",2018-10-14,2019-04-16,5.935,6.05,"Kuruman 36",12,"KR1F004",15,184,0.000625,0,0
"KR36M016","Male",2018-10-13,2019-04-17,4.835,6.445,"Kuruman 36",12,"KR1F004",15,186,0.008655914,0,0
"KR13M005","Male",2018-10-14,2019-04-17,7.24,7.325,"Kuruman 36",12,"KR1F004",15,185,0.000459459,0,0
"KR36F018","Female",2019-04-15,2019-10-31,5.62,5.885,"Kuruman 36",15,"KR1F004",4,199,0.001331658,0,0
"KR36F019","Female",2019-04-15,2019-10-31,5.22,5.67,"Kuruman 36",15,"KR1F004",4,199,0.002261307,0,0
"KR36F018","Female",2019-10-31,2020-05-11,5.885,6.095,"Kuruman 36",4,NA,8,193,0.001088083,0,1
"KR36F010","Female",2019-10-31,2020-05-11,5.785,6.015,"Kuruman 36",4,NA,8,193,0.00119171,0,1
"KR36F019","Female",2019-10-31,2020-05-12,5.67,6.095,"Kuruman 36",4,NA,8,194,0.002190722,0,1
"KR39M001","Male",2018-11-28,2019-03-19,3.465,4.54,"Kuruman 39",5,"KR13F019",5,111,0.009684685,0,1
"KR39M002","Male",2018-11-27,2019-03-20,3.76,5.05,"Kuruman 39",5,"KR13F019",5,113,0.011415929,0,1
"KR36M001","Male",2018-11-27,2019-03-20,6.965,7.08,"Kuruman 39",5,"KR13F019",5,113,0.001017699,0,1
"KR36M001","Male",2019-03-20,2019-09-16,7.08,7.145,"Kuruman 39",5,"KR13F019",6,180,0.000361111,1,1
"KR39M001","Male",2019-03-19,2019-09-17,4.54,5.41,"Kuruman 39",5,"KR13F019",6,182,0.00478022,1,1
"KR39M002","Male",2019-03-20,2019-09-17,5.05,5.635,"Kuruman 39",5,"KR13F019",6,181,0.003232044,1,1
"KR39M001","Male",2019-09-17,2020-03-16,5.41,5.815,"Kuruman 39",6,"KR13F019",6,181,0.002237569,1,0
"KR36M001","Male",2019-09-16,2020-03-16,7.145,7.3,"Kuruman 39",6,"KR13F019",6,182,0.000851648,1,0
"KR39M003","Male",2019-09-17,2020-03-17,2.865,4.4,"Kuruman 39",6,"KR13F019",6,182,0.008434066,1,0
"KR39M004","Male",2019-09-17,2020-03-17,2.785,4.605,"Kuruman 39",6,"KR13F019",6,182,0.01,1,0
"KR13F050","Female",2018-09-16,2019-04-12,6.135,6.185,"Kuruman 40",1,NA,1,208,0.000240385,1,1
"KR10M019","Male",2018-03-17,2018-10-16,6.58,6.755,"Kuruman 10",17,"KR10F004",3,213,0.000821596,1,1
"KR10M019","Male",2018-10-16,2019-03-13,6.755,6.86,"Kuruman 42",3,"KR1F022",6,148,0.000709459,1,0
"KR42F001","Female",2018-10-17,2019-03-13,3.315,4.735,"Kuruman 42",3,"KR1F022",6,147,0.009659864,1,0
"KR42F002","Female",2019-03-12,2019-10-06,3.905,4.825,"Kuruman 42",6,"KR1F022",7,208,0.004423077,0,1
"KR42F001","Female",2019-03-13,2019-10-06,4.735,5.25,"Kuruman 42",6,"KR1F022",7,207,0.002487923,0,1
"KR10M019","Male",2019-03-13,2019-10-09,6.86,6.855,"Kuruman 42",6,"KR1F022",7,210,-2.38e-05,0,1
"KR42F002","Female",2019-10-06,2020-03-09,4.825,5.15,"Kuruman 42",7,"KR1F022",7,155,0.002096774,1,0
"KR42F005","Female",2019-10-09,2020-03-10,4.87,5.25,"Kuruman 42",7,"KR1F022",7,153,0.00248366,1,0
"KR42M004","Male",2019-10-06,2020-03-10,4.195,4.98,"Kuruman 42",7,"KR1F022",7,156,0.005032051,1,0
"KR42M003","Male",2019-10-07,2020-03-11,4.595,5.275,"Kuruman 42",7,"KR1F022",7,156,0.004358974,1,0
"KR42F001","Female",2019-10-06,2020-03-14,5.25,5.52,"Kuruman 42",7,"KR1F022",7,160,0.0016875,1,0
"KR10M019","Male",2019-10-09,2020-03-14,6.855,6.96,"Kuruman 42",7,"KR1F022",7,157,0.00066879,1,0
"KR13M054","Male",2018-04-20,2018-11-23,7.06,7.19,"Kuruman 28",8,"KR28F001",5,217,0.000599078,1,1
"KR43F003","Female",2018-11-26,2019-03-19,3.225,4.5,"Kuruman 43",5,"KR13F038",5,113,0.011283186,1,1
"KR43M001","Male",2018-11-24,2019-03-20,3,4.645,"Kuruman 43",5,"KR13F038",5,116,0.014181034,1,1
"KR13M054","Male",2018-11-23,2019-03-21,7.19,7.345,"Kuruman 43",5,"KR13F038",5,118,0.001313559,1,1
"KR43F002","Female",2019-03-20,2019-09-16,4.755,5.715,"Kuruman 43",5,"KR13F038",7,180,0.005333333,1,0
"KR43F003","Female",2019-03-19,2019-09-16,4.5,5.145,"Kuruman 43",5,"KR13F038",7,181,0.003563536,1,0
"KR13M054","Male",2019-03-21,2019-09-17,7.345,7.29,"Kuruman 43",5,"KR13F038",7,180,-0.000305556,1,0
"KR43F003","Female",2019-09-16,2020-03-16,5.145,5.355,"Kuruman 43",7,"KR13F038",10,182,0.001153846,0,1
"KR43F002","Female",2019-09-16,2020-03-16,5.715,6.065,"Kuruman 43",7,"KR13F038",10,182,0.001923077,0,1
"KR43F004","Female",2019-09-16,2020-03-16,2.94,4.48,"Kuruman 43",7,"KR13F038",10,182,0.008461538,0,1
"KR13M054","Male",2019-09-17,2020-03-17,7.29,7.45,"Kuruman 43",7,"KR13F038",10,182,0.000879121,0,1
"KR43M005","Male",2019-09-19,2020-03-17,3.27,5.2,"Kuruman 43",7,"KR13F038",10,180,0.010722222,0,1
"KR43F006","Female",2019-09-18,2020-03-17,3.09,4.59,"Kuruman 43",7,"KR13F038",10,181,0.008287293,0,1
"KR31M003","Male",2019-09-30,2020-03-23,6.645,6.465,"Kuruman 45",2,"KR45F001",3,175,-0.001028571,1,1
"KR46F001","Female",2019-04-03,2019-10-02,5.995,6.085,"Kuruman 46",1,NA,1,182,0.000494505,1,1
"KR46F001","Female",2019-10-02,2020-05-20,6.085,6.44,"Kuruman 46",1,NA,1,231,0.001536797,1,0
"KR47F001","Female",2019-10-21,2020-03-26,5.88,6.095,"Kuruman 47",1,NA,1,157,0.001369427,1,1
"KR31F004","Female",2019-10-23,2020-03-27,6.005,6.005,"Kuruman 48",1,NA,1,156,0,1,1
"KR49M008","Male",2019-10-28,2020-05-19,5.1,5.425,"Kuruman 49",17,"KR49F016",13,204,0.001593137,1,1
"KR49F009","Female",2019-10-28,2020-05-19,4.455,4.905,"Kuruman 49",17,"KR49F016",13,204,0.002205882,1,1
"KR49M007","Male",2019-10-28,2020-05-19,5.245,5.73,"Kuruman 49",17,"KR49F016",13,204,0.002377451,1,1
"KR49M004","Male",2019-10-28,2020-05-20,4.17,5.125,"Kuruman 49",17,"KR49F016",13,205,0.004658537,1,1
"KR49M014","Female",2019-10-29,2020-05-20,4.095,5.155,"Kuruman 49",17,"KR49F016",13,204,0.005196078,1,1
"L26M001","Male",2019-10-29,2020-05-20,6.59,6.89,"Kuruman 49",17,"KR49F016",13,204,0.001470588,1,1
"KR49M011","Male",2019-10-29,2020-05-20,5.5,5.935,"Kuruman 49",17,"KR49F016",13,204,0.002132353,1,1
"KR49M001","Male",2019-10-28,2020-05-20,5.365,5.8,"Kuruman 49",17,"KR49F016",13,205,0.002121951,1,1
"KR20F009","Female",2019-03-27,2020-03-24,5.27,5.695,"Kuruman 20",17,"KR8F003",1,363,0.001170799,1,1
"KR49M010","Male",2019-10-29,2020-05-18,6,6.275,"Kuruman 49",17,"KR49F016",2,202,0.001361386,1,1
"KR7F007","Female",2013-12-05,2014-08-06,6.14,6.12,"Kuruman 7",17,"KR7F010",6,244,-8.2e-05,1,1
"KR7F012","Female",2013-12-06,2014-08-06,3.655,4.89,"Kuruman 7",17,"KR7F010",6,243,0.005082305,1,1
"KR7F006","Female",2013-12-05,2014-08-08,3.675,5.145,"Kuruman 7",17,"KR7F010",6,246,0.00597561,1,1
"KR7F015","Female",2013-12-06,2014-08-08,5.33,5.59,"Kuruman 7",17,"KR7F010",6,245,0.001061224,1,1
"KR7M014","Male",2013-12-06,2014-08-08,5.125,5.95,"Kuruman 7",17,"KR7F010",6,245,0.003367347,1,1
"KR7M016","Male",2013-12-06,2014-08-08,3.875,5.47,"Kuruman 7",17,"KR7F010",6,245,0.006510204,1,1
"KR7M016","Male",2014-08-08,2015-03-03,5.47,5.895,"Kuruman 7",6,NA,5,207,0.00205314,1,1
"KR7F006","Female",2014-08-08,2015-03-04,5.145,5.375,"Kuruman 7",6,NA,5,208,0.001105769,1,1
"KR7F007","Female",2014-08-06,2015-03-04,6.12,6.35,"Kuruman 7",6,NA,5,210,0.001095238,1,1
"KR7F012","Female",2014-08-06,2015-03-04,4.89,5.295,"Kuruman 7",6,NA,5,210,0.001928571,1,1
"KR7M014","Male",2014-08-08,2015-03-04,5.95,6.195,"Kuruman 7",6,NA,5,208,0.001177885,1,1
"KR7F007","Female",2015-03-04,2016-02-16,6.35,6.48,"Kuruman 7",5,NA,2,349,0.000372493,1,1
"KR7F012","Female",2015-03-04,2016-02-17,5.295,6.07,"Kuruman 7",5,NA,2,350,0.002214286,1,1
"KR7F007","Female",2016-02-16,2016-09-05,6.48,6.42,"Kuruman 7",2,NA,1,202,-0.00029703,1,1
"KR7F007","Female",2016-09-05,2017-02-07,6.42,6.47,"Kuruman 7",1,NA,1,155,0.000322581,1,1
"KR7F007","Female",2017-02-07,2017-08-14,6.47,6.345,"Kuruman 7",1,NA,1,188,-0.000664894,1,0
"KR27M004","Male",2018-04-20,2018-11-14,6.195,6.225,"Kuruman 7",2,"KR7F007",4,208,0.000144231,1,0
"KR7M018","Male",2018-11-14,2019-03-09,3,4.27,"Kuruman 7",4,"KR7F007",6,115,0.011043478,0,1
"KR27M004","Male",2018-11-14,2019-03-10,6.225,6.435,"Kuruman 7",4,"KR7F007",6,116,0.001810345,0,1
"KR7M018","Male",2019-03-09,2019-09-30,4.27,5.38,"Kuruman 7",6,"KR7F007",11,205,0.005414634,1,1
"KR7F020","Female",2019-03-10,2019-09-30,4.135,5.28,"Kuruman 7",6,"KR7F007",11,204,0.005612745,1,1
"KR7M021","Male",2019-03-10,2019-10-01,3.935,5.345,"Kuruman 7",6,"KR7F007",11,205,0.006878049,1,1
"KR7M022","Male",2019-09-30,2020-05-20,4.045,5.54,"Kuruman 7",11,"KR7F007",6,233,0.006416309,1,0
"KR7F020","Female",2019-09-30,2020-05-20,5.28,5.55,"Kuruman 7",11,"KR7F007",6,233,0.001158798,1,0
"KR7F023","Female",2019-10-01,2020-05-20,3.56,5.005,"Kuruman 7",11,"KR7F007",6,232,0.006228448,1,0
"KR27M004","Male",2019-10-02,2020-05-20,6.91,6.715,"Kuruman 7",11,"KR7F007",6,231,-0.000844156,1,0
"KR8F002","Female",2013-12-03,2014-08-05,5.455,5.585,"Kuruman 8",6,NA,2,245,0.000530612,1,1
"KR8F005","Female",2013-12-05,2014-08-06,5.765,5.665,"Kuruman 8",6,NA,2,244,-0.000409836,1,1
"KR8F002","Female",2014-08-05,2015-03-02,5.585,5.985,"Kuruman 8",2,NA,2,209,0.001913876,1,1
"KR8F005","Female",2014-08-06,2015-03-02,5.665,5.81,"Kuruman 8",2,NA,2,208,0.000697115,1,1
"KR13M033","Male",2016-04-12,2017-02-07,6.41,6.975,"Kuruman 13",24,"KR13F013",12,301,0.001877076,1,1
"KR10M007","Male",2016-04-26,2017-02-07,5.73,6.865,"Kuruman 10",10,"KR10F004",12,287,0.003954704,1,1
"KR8M011","Male",2017-02-06,2017-08-14,5.52,6.09,"Kuruman 8",12,"KR8F002",11,189,0.003015873,1,1
"KR8M010","Male",2017-02-07,2017-08-14,4.205,5.4,"Kuruman 8",12,"KR8F002",11,188,0.006356383,1,1
"KR8F012","Female",2017-02-08,2017-08-14,3.87,5.7,"Kuruman 8",12,"KR8F002",11,187,0.009786096,1,1
"KR8F009","Female",2017-02-06,2017-08-16,4.05,5.55,"Kuruman 8",12,"KR8F002",11,191,0.007853403,1,1
"KR8M013","Male",2017-02-08,2017-08-16,4.775,5.955,"Kuruman 8",12,"KR8F002",11,189,0.006243386,1,1
"KR7M016","Male",2018-11-07,2019-03-10,7.06,6.965,"Kuruman 8",16,NA,15,123,-0.000772358,0,0
"KR8M013","Male",2018-11-05,2019-03-10,6.86,7.085,"Kuruman 8",16,NA,15,125,0.0018,0,0
"KR8F030","Female",2019-03-10,2019-10-15,3.26,5.075,"Kuruman 8",15,"KR8F012",15,219,0.008287671,0,1
"KR8M032","Male",2019-03-10,2019-10-15,3.32,5.555,"Kuruman 8",15,"KR8F012",15,219,0.010205479,0,1
"KR8M024","Male",2019-03-10,2019-10-15,5.82,6.305,"Kuruman 8",15,"KR8F012",15,219,0.002214612,0,1
"KR8F031","Female",2019-03-10,2019-10-15,3.475,5.19,"Kuruman 8",15,"KR8F012",15,219,0.00783105,0,1
"KR7M016","Male",2019-03-10,2019-10-16,6.965,7.13,"Kuruman 8",15,"KR8F012",15,220,0.00075,0,1
"KR8F027","Female",2019-03-10,2019-10-16,4.86,5.445,"Kuruman 8",15,"KR8F012",15,220,0.002659091,0,1
"KR8M013","Male",2019-03-10,2019-10-16,7.085,7.185,"Kuruman 8",15,"KR8F012",15,220,0.000454545,0,1
"KR8M011","Male",2019-03-10,2019-10-16,6.81,6.85,"Kuruman 8",15,"KR8F012",15,220,0.000181818,0,1
"KR8F027","Female",2019-10-16,2020-04-20,5.445,5.6,"Kuruman 8",15,"KR8F012",22,187,0.000828877,1,1
"KR8M011","Male",2019-10-16,2020-04-20,6.85,6.95,"Kuruman 8",15,"KR8F012",22,187,0.000534759,1,1
"KR8M034","Male",2019-10-16,2020-04-20,4.25,5.5,"Kuruman 8",15,"KR8F012",22,187,0.006684492,1,1
"KR8M035","Male",2019-10-16,2020-04-20,4.69,5.685,"Kuruman 8",15,"KR8F012",22,187,0.005320856,1,1
"KR8F030","Female",2019-10-15,2020-04-20,5.075,5.78,"Kuruman 8",15,"KR8F012",22,188,0.00375,1,1
"KR8M024","Male",2019-10-15,2020-04-20,6.305,6.52,"Kuruman 8",15,"KR8F012",22,188,0.001143617,1,1
"KR8F036","Female",2019-10-16,2020-04-20,3.49,5.275,"Kuruman 8",15,"KR8F012",22,187,0.009545455,1,1
"KR8F038","Female",2019-10-17,2020-04-20,3.575,5.13,"Kuruman 8",15,"KR8F012",22,186,0.008360215,1,1
"KR7M016","Male",2019-10-16,2020-04-20,7.13,6.9,"Kuruman 8",15,"KR8F012",22,187,-0.001229947,1,1
"KR8M037","Male",2019-10-16,2020-04-20,3.39,4.96,"Kuruman 8",15,"KR8F012",22,187,0.008395722,1,1
"KR8F033","Female",2019-10-16,2020-04-21,4.65,5.715,"Kuruman 8",15,"KR8F012",22,188,0.005664894,1,1
"KR8M032","Male",2019-10-15,2020-04-21,5.555,6.3,"Kuruman 8",15,"KR8F012",22,189,0.003941799,1,1
"KR8F031","Female",2019-10-15,2020-04-21,5.19,5.35,"Kuruman 8",15,"KR8F012",22,189,0.000846561,1,1
"KR8M013","Male",2019-10-16,2020-04-21,7.185,7.33,"Kuruman 8",15,"KR8F012",22,188,0.000771277,1,1
"L10M001","Male",2016-09-22,2017-06-21,6.34,6.67,"Lonely 10",3,"L10F003",8,272,0.001213235,0,1
"L10F002","Female",2016-09-22,2017-06-21,2.64,4.985,"Lonely 10",3,"L10F003",8,272,0.008621324,0,1
"L11F014","Female",2013-09-24,2014-03-02,5.85,5.905,"Lonely 11",25,"L11F025",16,159,0.000345912,1,1
"L11F004","Female",2013-09-23,2014-03-02,4.97,5.39,"Lonely 11",25,"L11F025",16,160,0.002625,1,1
"L11F016","Female",2013-09-24,2014-03-02,5.585,5.645,"Lonely 11",25,"L11F025",16,159,0.000377358,1,1
"L11M023","Male",2013-09-25,2014-03-02,4.605,5.41,"Lonely 11",25,"L11F025",16,158,0.005094937,1,1
"L11F024","Female",2013-09-25,2014-03-02,5.02,5.36,"Lonely 11",25,"L11F025",16,158,0.002151899,1,1
"L11F019","Female",2013-09-24,2014-03-02,4.93,5.33,"Lonely 11",25,"L11F025",16,159,0.002515723,1,1
"L11M013","Male",2013-09-24,2014-03-03,6.55,6.47,"Lonely 11",25,"L11F025",16,160,-5e-04,1,1
"L11M001","Male",2013-09-23,2014-03-03,6.11,6.44,"Lonely 11",25,"L11F025",16,161,0.002049689,1,1
"L11M002","Male",2013-09-23,2014-03-03,6.625,6.605,"Lonely 11",25,"L11F025",16,161,-0.000124224,1,1
"L11M008","Male",2013-09-23,2014-03-03,3.74,5.16,"Lonely 11",25,"L11F025",16,161,0.008819876,1,1
"L11M022","Male",2013-09-24,2014-03-03,5.775,6.11,"Lonely 11",25,"L11F025",16,160,0.00209375,1,1
"L11F009","Female",2013-09-23,2014-03-03,5.175,5.375,"Lonely 11",25,"L11F025",16,161,0.001242236,1,1
"L11F003","Female",2013-09-23,2014-03-04,5.69,6.03,"Lonely 11",25,"L11F025",16,162,0.002098765,1,1
"L11M010","Male",2013-09-24,2014-03-05,5.28,5.79,"Lonely 11",25,"L11F025",16,162,0.003148148,1,1
"L11F004","Female",2014-03-02,2014-09-17,5.39,5.62,"Lonely 11",16,NA,9,199,0.001155779,1,1
"L11M023","Male",2014-03-02,2014-09-17,5.41,5.76,"Lonely 11",16,NA,9,199,0.001758794,1,1
"L11F016","Female",2014-03-02,2014-09-18,5.645,5.975,"Lonely 11",16,NA,9,200,0.00165,1,1
"L11M008","Male",2014-03-03,2014-09-18,5.16,5.755,"Lonely 11",16,NA,9,199,0.00298995,1,1
"L11F024","Female",2014-03-02,2014-09-19,5.36,5.62,"Lonely 11",16,NA,9,201,0.001293532,1,1
"L11F019","Female",2014-03-02,2014-09-20,5.33,5.795,"Lonely 11",16,NA,9,202,0.00230198,1,1
"L11F003","Female",2014-03-04,2014-09-21,6.03,6.23,"Lonely 11",16,NA,9,201,0.000995025,1,1
"L11F004","Female",2014-09-17,2015-03-23,5.62,5.945,"Lonely 11",9,NA,8,187,0.001737968,1,1
"L11F019","Female",2014-09-20,2015-03-23,5.795,6.035,"Lonely 11",9,NA,8,184,0.001304348,1,1
"L11M008","Male",2014-09-18,2015-03-23,5.755,6.435,"Lonely 11",9,NA,8,186,0.003655914,1,1
"L11M023","Male",2014-09-17,2015-03-24,5.76,6.24,"Lonely 11",9,NA,8,188,0.002553191,1,1
"L13F006","Female",2013-09-30,2014-03-01,5.61,5.79,"Lonely 13",12,"L13F009",10,152,0.001184211,1,1
"L13M007","Male",2013-09-30,2014-03-01,5.6,6.21,"Lonely 13",12,"L13F009",10,152,0.004013158,1,1
"L13F001","Female",2013-09-29,2014-03-02,5.17,5.72,"Lonely 13",12,"L13F009",10,154,0.003571429,1,1
"L13M003","Male",2013-09-29,2014-03-02,5.415,6.055,"Lonely 13",12,"L13F009",10,154,0.004155844,1,1
"L13M012","Male",2013-10-02,2014-03-02,5.185,5.9,"Lonely 13",12,"L13F009",10,151,0.004735099,1,1
"L13F008","Female",2013-10-01,2014-03-03,5.17,5.715,"Lonely 13",12,"L13F009",10,153,0.003562092,1,1
"KR1M010","Male",2013-11-19,2014-09-16,6.29,6.6,"Kuruman 1",18,"KR1F007",8,301,0.0010299,1,1
"L13F014","Female",2014-03-02,2014-09-16,2.84,4.745,"Lonely 13",10,"L13F009",8,198,0.009621212,1,1
"L13F014","Female",2014-09-16,2015-03-26,4.745,5.27,"Lonely 13",8,"L13F008",8,191,0.002748691,1,1
"L13M016","Male",2014-09-16,2015-03-26,5.14,6.006666667,"Lonely 13",8,"L13F008",8,191,0.004537522,1,1
"KR1M010","Male",2014-09-16,2015-03-27,6.6,6.586666667,"Lonely 13",8,"L13F008",8,192,-6.94e-05,1,1
"L13F020","Female",2015-03-27,2016-02-23,2.935,5.18,"Lonely 13",8,"L13F008",12,333,0.006741742,1,0
"L13M023","Male",2015-03-27,2016-02-23,2.95,5.26,"Lonely 13",8,"L13F008",12,333,0.006936937,1,0
"L13M022","Male",2015-03-27,2016-02-23,3.18,5.34,"Lonely 13",8,"L13F008",12,333,0.006486486,1,0
"L13F021","Female",2015-03-27,2016-02-23,2.995,5,"Lonely 13",8,"L13F008",12,333,0.006021021,1,0
"KR1M010","Male",2015-03-27,2016-02-23,6.586666667,6.64,"Lonely 13",8,"L13F008",12,333,0.00016016,1,0
"L13M028","Male",2016-02-24,2016-09-10,2.97,4.87,"Lonely 13",12,"L13F008",8,199,0.009547739,0,1
"L13F029","Female",2016-02-24,2016-09-10,3.19,4.905,"Lonely 13",12,"L13F008",8,199,0.00861809,0,1
"KR1M010","Male",2016-02-23,2016-09-10,6.64,6.81,"Lonely 13",12,"L13F008",8,200,0.00085,0,1
"L13M031","Male",2016-09-10,2017-06-05,4.55,5.455,"Lonely 13",8,"L13F008",10,268,0.003376866,1,1
"L13F029","Female",2016-09-10,2017-06-05,4.905,5.345,"Lonely 13",8,"L13F008",10,268,0.001641791,1,1
"L13M028","Male",2016-09-10,2017-06-05,4.87,5.92,"Lonely 13",8,"L13F008",10,268,0.00391791,1,1
"L13F033","Female",2016-09-10,2017-06-05,3.335,5.02,"Lonely 13",8,"L13F008",10,268,0.006287313,1,1
"KR1M010","Male",2016-09-10,2017-06-06,6.81,6.67,"Lonely 13",8,"L13F008",10,269,-0.000520446,1,1
"L13F032","Female",2016-09-10,2017-06-06,3.47,4.93,"Lonely 13",8,"L13F008",10,269,0.005427509,1,1
"L13F030","Female",2016-09-10,2017-06-06,3.33,4.875,"Lonely 13",8,"L13F008",10,269,0.005743494,1,1
"L14F009","Female",2014-03-03,2014-09-16,3.81,5.195,"Lonely 14",13,"L14F011",8,197,0.007030457,1,1
"L14F006","Female",2014-03-03,2014-09-16,5.2,5.46,"Lonely 14",13,"L14F011",8,197,0.001319797,1,1
"L14M001","Male",2014-03-02,2014-09-16,5.195,5.685,"Lonely 14",13,"L14F011",8,198,0.002474747,1,1
"L14M002","Male",2014-03-02,2014-09-16,3.685,5.195,"Lonely 14",13,"L14F011",8,198,0.007626263,1,1
"L14F004","Female",2014-03-03,2014-09-17,5.145,5.505,"Lonely 14",13,"L14F011",8,198,0.001818182,1,1
"L14M005","Male",2014-03-02,2014-09-17,4.655,5.25,"Lonely 14",13,"L14F011",8,199,0.00298995,1,1
"L14M012","Male",2014-03-03,2014-09-17,3.375,5,"Lonely 14",13,"L14F011",8,198,0.008207071,1,1
"L11M001","Male",2014-03-03,2015-01-29,6.44,6.696666667,"Lonely 11",16,NA,8,332,0.000773092,1,1
"L14F009","Female",2014-09-16,2015-01-29,5.195,5.616666667,"Lonely 14",8,"L14F013",8,135,0.003123457,1,1
"L14M005","Male",2014-09-17,2015-01-29,5.25,5.913333333,"Lonely 14",8,"L14F013",8,134,0.004950249,1,1
"L14M022","Male",2016-02-08,2016-09-09,4.5,5.37,"Lonely 14",12,"L14F013",9,214,0.004065421,0,1
"L14F025","Female",2016-02-11,2016-09-09,4.29,4.93,"Lonely 14",12,"L14F013",9,211,0.003033175,0,1
"L14F023","Female",2016-02-09,2016-09-09,3.925,4.5,"Lonely 14",12,"L14F013",9,213,0.002699531,0,1
"L14M026","Male",2016-02-11,2016-09-10,3.425,5,"Lonely 14",12,"L14F013",9,212,0.007429245,0,1
"L14M024","Male",2016-02-10,2016-09-10,3.18,4.73,"Lonely 14",12,"L14F013",9,213,0.007276995,0,1
"L14M028","Male",2016-09-10,2017-05-30,3.92,5.61,"Lonely 14",9,"L14F013",13,262,0.006450382,1,1
"L14M024","Male",2016-09-10,2017-05-30,4.73,5.54,"Lonely 14",9,"L14F013",13,262,0.003091603,1,1
"L14M026","Male",2016-09-10,2017-05-30,5,6.175,"Lonely 14",9,"L14F013",13,262,0.004484733,1,1
"L14F025","Female",2016-09-09,2017-05-30,4.93,5.215,"Lonely 14",9,"L14F013",13,263,0.00108365,1,1
"L14F023","Female",2016-09-09,2017-05-30,4.5,4.635,"Lonely 14",9,"L14F013",13,263,0.000513308,1,1
"L11M001","Male",2016-09-10,2017-05-30,6.95,7.125,"Lonely 14",9,"L14F013",13,262,0.000667939,1,1
"L14M027","Male",2016-09-09,2017-05-31,5.1,6.18,"Lonely 14",9,"L14F013",13,264,0.004090909,1,1
"L14M022","Male",2016-09-09,2017-05-31,5.37,6.27,"Lonely 14",9,"L14F013",13,264,0.003409091,1,1
"L15M001","Male",2014-03-07,2014-10-09,5.825,5.855,"Lonely 15",2,"L15F002",3,216,0.000138889,1,1
"L15M001","Male",2014-10-09,2015-03-23,5.855,5.995,"Lonely 15",3,"L15F002",3,165,0.000848485,1,1
"L15F003","Female",2014-10-10,2015-03-23,1.845,4.2,"Lonely 15",3,"L15F002",3,164,0.014359756,1,1
"L15F003","Female",2015-03-23,2016-02-26,4.2,5.1,"Lonely 15",3,"L15F002",7,340,0.002647059,1,1
"L13M016","Male",2015-03-26,2016-02-27,6.006666667,6.315,"Lonely 13",8,"L13F008",7,338,0.000912229,1,1
"L15F006","Female",2016-02-27,2016-09-09,3.53,4.395,"Lonely 15",7,"L15F002",8,195,0.004435897,1,1
"L15M007","Male",2016-02-27,2016-09-09,3.16,4.43,"Lonely 15",7,"L15F002",8,195,0.006512821,1,1
"L15M004","Male",2016-02-26,2016-09-09,3.12,4.515,"Lonely 15",7,"L15F002",8,196,0.007117347,1,1
"L15F005","Female",2016-02-25,2016-09-09,3.22,4.42,"Lonely 15",7,"L15F002",8,197,0.006091371,1,1
"L13M016","Male",2016-02-27,2016-09-09,6.315,6.51,"Lonely 15",7,"L15F002",8,195,0.001,1,1
"L15F009","Female",2016-09-09,2017-06-05,3.72,4.81,"Lonely 15",8,"L15F002",10,269,0.004052045,1,1
"L15M004","Male",2016-09-09,2017-06-05,4.515,5.55,"Lonely 15",8,"L15F002",10,269,0.003847584,1,1
"L15F005","Female",2016-09-09,2017-06-05,4.42,5.09,"Lonely 15",8,"L15F002",10,269,0.002490706,1,1
"L15M007","Male",2016-09-09,2017-06-05,4.43,5.295,"Lonely 15",8,"L15F002",10,269,0.003215613,1,1
"L15F006","Female",2016-09-09,2017-06-05,4.395,4.895,"Lonely 15",8,"L15F002",10,269,0.001858736,1,1
"L15F008","Female",2016-09-09,2017-06-05,3.61,4.695,"Lonely 15",8,"L15F002",10,269,0.004033457,1,1
"L13M016","Male",2016-09-09,2017-06-05,6.51,6.435,"Lonely 15",8,"L15F002",10,269,-0.00027881,1,1
"L13M003","Male",2014-03-02,2014-10-10,6.055,6.07,"Lonely 13",10,"L13F009",8,222,6.76e-05,1,1
"L16M002","Male",2014-03-13,2014-10-11,5.245,5.92,"Lonely 16",2,"L16F001",8,212,0.003183962,1,1
"L16M012","Male",2016-09-17,2017-06-27,2.58,5.12,"Lonely 16",9,"L16F001",12,283,0.008975265,1,1
"L16M011","Male",2016-09-16,2017-06-27,2.93,5.185,"Lonely 16",9,"L16F001",12,284,0.007940141,1,1
"L16F008","Female",2016-09-16,2017-06-27,4.12,5.23,"Lonely 16",9,"L16F001",12,284,0.003908451,1,1
"L13M003","Male",2016-09-17,2017-06-28,6.81,6.675,"Lonely 16",9,"L16F001",12,284,-0.000475352,1,1
"L16M014","Male",2016-09-17,2017-06-28,4.48,5.62,"Lonely 16",9,"L16F001",12,284,0.004014085,1,1
"L16F013","Female",2016-09-17,2017-06-28,2.71,4.885,"Lonely 16",9,"L16F001",12,284,0.007658451,1,1
"L16F009","Female",2016-09-16,2017-06-28,4.32,5.22,"Lonely 16",9,"L16F001",12,285,0.003157895,1,1
