"AnimalID","GroupID","Location","TrappingPeriod","DateofCapture","GroupSize","Sex","weight","Rainfall","firstcapturedate","censor","Time.days","Time.years","statecode","state"
"KR10F005","Kuruman 10","KRR",2,"28/07/2014",5,"Female",28,15.72555258,2014-07-27,NA,0,0,"ingroupnonbreeder",1
"KR10F005","Kuruman 10","KRR",3,"16/02/2015",5,"Female",70,60.89109671,2014-07-27,NA,204,0.558521561,"ingroupnonbreeder",1
"KR10F005","Kuruman 10","KRR",4,"08/10/2015",5,"Female",111,7.452079085,2014-07-27,NA,438,1.199178645,"ingroupnonbreeder",1
"KR10F005","Kuruman 10","KRR",5,"26/04/2016",10,"Female",113,116.8075972,2014-07-27,NA,639,1.749486653,"ingroupnonbreeder",1
"KR10F005",NA,"KRR",NA,"25/07/2016",NA,"Female",NA,NA,2014-07-27,NA,729,1.995893224,"Disappeared",2
"KR10F008","Kuruman 10","KRR",5,"26/04/2016",10,"Female",26,116.8075972,2016-04-25,NA,0,0,"ingroupnonbreeder",1
"KR10F008",NA,"KRR",NA,"25/07/2016",NA,"Female",NA,NA,2016-04-25,NA,91,0.249144422,"Disappeared",2
"KR10F010","Kuruman 10","KRR",5,"26/04/2016",10,"Female",60,116.8075972,2016-04-25,NA,0,0,"ingroupnonbreeder",1
"KR10F010",NA,"KRR",NA,"25/07/2016",NA,"Female",NA,NA,2016-04-25,NA,91,0.249144422,"Disappeared",2
"KR10F022","Kuruman 10","KRR",8,"20/08/2017",12,"Female",61,1.34743409,2017-08-19,NA,0,0,"ingroupnonbreeder",1
"KR10F022","Kuruman 10","KRR",10,"04/10/2018",16,"Female",124,11.76823613,2017-08-19,NA,411,1.125256674,"ingroupnonbreeder",1
"KR10F022","Kuruman 10","KRR",11,"16/03/2019",20,"Female",127,69.35182863,2017-08-19,NA,574,1.571526352,"ingroupnonbreeder",1
"KR10F022","Kuruman 10","KRR",12,"09/09/2019",19,"Female",112,0.397720048,2017-08-19,NA,751,2.056125941,"ingroupnonbreeder",1
"KR10F022","Kuruman 10","KRR",13,"09/03/2020",16,"Female",130,165.6746387,2017-08-19,NA,933,2.554414784,"ingroupnonbreeder",1
"KR10F022","Kuruman 10","KRR",NA,"27/05/2020",NA,"Female",NA,64.81177172,2017-08-19,99,1012,2.770704997,"ingroupnonbreeder",99
"KR10F024","Kuruman 10","KRR",8,"21/08/2017",12,"Female",60,1.34743409,2017-08-19,NA,0,0,"ingroupnonbreeder",1
"KR10F024","Kuruman 10","KRR",9,"18/03/2018",17,"Female",97,121.7158381,2017-08-19,NA,211,0.577686516,"ingroupnonbreeder",1
"KR10F024","Kuruman 10","KRR",10,"04/10/2018",16,"Female",106,11.76823613,2017-08-19,NA,411,1.125256674,"ingroupnonbreeder",1
"KR10F024","Kuruman 10","KRR",11,"13/03/2019",20,"Female",111,69.35182863,2017-08-19,NA,571,1.563312799,"ingroupnonbreeder",1
"KR10F024","Kuruman 10","KRR",12,"10/09/2019",19,"Female",101,0.397720048,2017-08-19,NA,752,2.058863792,"ingroupnonbreeder",1
"KR10F024","Kuruman 10","KRR",13,"09/03/2020",16,"Female",120,165.6746387,2017-08-19,NA,933,2.554414784,"ingroupnonbreeder",1
"KR10F024","Kuruman 10","KRR",NA,"27/05/2020",NA,"Female",NA,64.81177172,2017-08-19,99,1012,2.770704997,"ingroupnonbreeder",99
"KR10F036","Kuruman 10","KRR",11,"15/03/2019",20,"Female",27,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder",1
"KR10F036",NA,"KRR",NA,"09/09/2019",NA,"Female",NA,NA,2019-03-12,NA,181,0.495550992,"Disappeared",2
"KR11F002","Kuruman 11","KRR",7,"20/02/2017",7,"Female",43,209.6293089,2017-02-20,NA,0,0,"ingroupnonbreeder",1
"KR11F002","Kuruman 11","KRR",8,"19/08/2017",11,"Female",94,1.34743409,2017-02-20,NA,180,0.492813142,"ingroupnonbreeder",1
"KR11F002","Kuruman 11","KRR",9,"18/03/2018",15,"Female",119,121.7158381,2017-02-20,NA,391,1.070499658,"ingroupnonbreeder",1
"KR11F002","Kuruman 11","KRR",10,"03/10/2018",16,"Female",119,11.76823613,2017-02-20,NA,590,1.615331964,"ingroupnonbreeder",1
"KR11F002","Kuruman 11","KRR",11,"14/03/2019",22,"Female",133,69.35182863,2017-02-20,NA,752,2.058863792,"ingroupnonbreeder",1
"KR11F002",NA,"KRR",NA,"09/09/2019",NA,"Female",NA,NA,2017-02-20,NA,931,2.548939083,"Disappeared",2
"KR11F003","Kuruman 11","KRR",7,"21/02/2017",7,"Female",76,209.6293089,2017-02-20,NA,0,0,"ingroupnonbreeder",1
"KR11F003","Kuruman 11","KRR",8,"19/08/2017",11,"Female",116,1.34743409,2017-02-20,NA,180,0.492813142,"ingroupnonbreeder",1
"KR11F003","Kuruman 11","KRR",9,"19/03/2018",15,"Female",133,121.7158381,2017-02-20,NA,392,1.073237509,"ingroupnonbreeder",1
"KR11F003",NA,"KRR",NA,"14/09/2018",NA,"Female",NA,NA,2017-02-20,NA,571,1.563312799,"Disappeared",2
"KR11F006","Kuruman 11","KRR",7,"22/02/2017",7,"Female",43,209.6293089,2017-02-20,NA,0,0,"ingroupnonbreeder",1
"KR11F006","Kuruman 11","KRR",8,"19/08/2017",11,"Female",92,1.34743409,2017-02-20,NA,180,0.492813142,"ingroupnonbreeder",1
"KR11F006","Kuruman 11","KRR",9,"17/03/2018",15,"Female",112,121.7158381,2017-02-20,NA,390,1.067761807,"ingroupnonbreeder",1
"KR11F006","Kuruman 11","KRR",10,"02/10/2018",16,"Female",137,11.76823613,2017-02-20,NA,589,1.612594114,"ingroupnonbreeder",1
"KR11F006","Kuruman 11","KRR",11,"13/03/2019",22,"Female",142,69.35182863,2017-02-20,NA,751,2.056125941,"ingroupnonbreeder",1
"KR11F006","Kuruman 11","KRR",12,"23/09/2019",20,"Female",121,0.397720048,2017-02-20,NA,945,2.587268994,"ingroupnonbreeder",1
"KR11F006",NA,"KRR",NA,"05/03/2020",NA,"Female",NA,NA,2017-02-20,NA,1109,3.036276523,"Disappeared",2
"KR11F007","Kuruman 11","KRR",8,"19/08/2017",11,"Female",53,1.34743409,2017-08-19,NA,0,0,"ingroupnonbreeder",1
"KR11F007","Kuruman 11","KRR",9,"18/03/2018",15,"Female",98,121.7158381,2017-08-19,NA,211,0.577686516,"ingroupnonbreeder",1
"KR11F007","Kuruman 11","KRR",10,"05/10/2018",16,"Female",123,11.76823613,2017-08-19,NA,412,1.127994524,"ingroupnonbreeder",1
"KR11F007","Kuruman 11","KRR",11,"13/03/2019",22,"Female",128,69.35182863,2017-08-19,NA,571,1.563312799,"ingroupnonbreeder",1
"KR11F007",NA,"KRR",NA,"09/09/2019",NA,"Female",NA,NA,2017-08-19,NA,751,2.056125941,"Disappeared",2
"KR11F008","Kuruman 11","KRR",8,"20/08/2017",11,"Female",57,1.34743409,2017-08-19,NA,0,0,"ingroupnonbreeder",1
"KR11F008","Kuruman 11","KRR",9,"18/03/2018",15,"Female",107,121.7158381,2017-08-19,NA,211,0.577686516,"ingroupnonbreeder",1
"KR11F008","Kuruman 11","KRR",10,"04/10/2018",16,"Female",121,11.76823613,2017-08-19,NA,411,1.125256674,"ingroupnonbreeder",1
"KR11F008","Kuruman 11","KRR",11,"13/03/2019",22,"Female",122,69.35182863,2017-08-19,NA,571,1.563312799,"ingroupnonbreeder",1
"KR11F008","Kuruman 11","KRR",12,"25/09/2019",20,"Female",111,0.397720048,2017-08-19,NA,767,2.099931554,"ingroupnonbreeder",1
"KR11F008","Kuruman 11","KRR",13,"01/04/2020",17,"Female",104,165.6746387,2017-08-19,NA,956,2.617385352,"ingroupnonbreeder",1
"KR11F008","Kuruman 11","KRR",NA,"27/05/2020",NA,"Female",NA,64.81177172,2017-08-19,99,1012,2.770704997,"ingroupnonbreeder",99
"KR11F015","Kuruman 11","KRR",9,"20/03/2018",15,"Female",49,121.7158381,2018-03-17,NA,0,0,"ingroupnonbreeder",1
"KR11F015","Kuruman 11","KRR",10,"02/10/2018",16,"Female",91,11.76823613,2018-03-17,NA,199,0.544832307,"ingroupnonbreeder",1
"KR11F015","Kuruman 11","KRR",11,"14/03/2019",22,"Female",115,69.35182863,2018-03-17,NA,362,0.991101985,"ingroupnonbreeder",1
"KR11F015","Kuruman 11","KRR",12,"24/09/2019",20,"Female",99,0.397720048,2018-03-17,NA,556,1.522245038,"ingroupnonbreeder",1
"KR11F015","Kuruman 11","KRR",13,"31/03/2020",17,"Female",104,165.6746387,2018-03-17,NA,745,2.039698836,"ingroupnonbreeder",1
"KR11F015","Kuruman 11","KRR",NA,"27/05/2020",NA,"Female",NA,64.81177172,2018-03-17,99,802,2.195756331,"ingroupnonbreeder",99
"KR11F016","Kuruman 11","KRR",10,"03/10/2018",16,"Female",47,11.76823613,2018-10-02,NA,0,0,"ingroupnonbreeder",1
"KR11F016","Kuruman 11","KRR",11,"13/03/2019",22,"Female",79,69.35182863,2018-10-02,NA,162,0.443531828,"ingroupnonbreeder",1
"KR11F016","Kuruman 11","KRR",12,"24/09/2019",20,"Female",74,0.397720048,2018-10-02,NA,357,0.977412731,"ingroupnonbreeder",1
"KR11F016","Kuruman 11","KRR",13,"01/04/2020",17,"Female",85,165.6746387,2018-10-02,NA,547,1.497604381,"ingroupnonbreeder",1
"KR11F016","Kuruman 11","KRR",NA,"27/05/2020",NA,"Female",NA,64.81177172,2018-10-02,99,603,1.650924025,"ingroupnonbreeder",99
"KR11F018","Kuruman 11","KRR",10,"05/10/2018",16,"Female",31,11.76823613,2018-10-02,NA,0,0,"ingroupnonbreeder",1
"KR11F018",NA,"KRR",NA,"09/03/2019",NA,"Female",NA,NA,2018-10-02,NA,158,0.432580424,"Disappeared",2
"KR11F019","Kuruman 11","KRR",10,"03/10/2018",16,"Female",49,11.76823613,2018-10-02,NA,0,0,"ingroupnonbreeder",1
"KR11F019","Kuruman 11","KRR",11,"14/03/2019",22,"Female",80,69.35182863,2018-10-02,NA,163,0.446269678,"ingroupnonbreeder",1
"KR11F019","Kuruman 11","KRR",12,"23/09/2019",20,"Female",74,0.397720048,2018-10-02,NA,356,0.97467488,"ingroupnonbreeder",1
"KR11F019","Kuruman 11","KRR",13,"31/03/2020",17,"Female",78,165.6746387,2018-10-02,NA,546,1.49486653,"ingroupnonbreeder",1
"KR11F019","Kuruman 11","KRR",NA,"27/05/2020",NA,"Female",NA,64.81177172,2018-10-02,99,603,1.650924025,"ingroupnonbreeder",99
"KR11F021","Kuruman 11","KRR",11,"13/03/2019",22,"Female",70,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder",1
"KR11F021","Kuruman 11","KRR",12,"24/09/2019",20,"Female",70,0.397720048,2019-03-12,NA,196,0.536618754,"ingroupnonbreeder",1
"KR11F021","Kuruman 11","KRR",13,"31/03/2020",17,"Female",75,165.6746387,2019-03-12,NA,385,1.054072553,"ingroupnonbreeder",1
"KR11F021","Kuruman 11","KRR",NA,"27/05/2020",NA,"Female",NA,64.81177172,2019-03-12,99,442,1.210130048,"ingroupnonbreeder",99
"KR11F022","Kuruman 11","KRR",11,"14/03/2019",22,"Female",55,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder",1
"KR11F022","Kuruman 11","KRR",12,"25/09/2019",20,"Female",71,0.397720048,2019-03-12,NA,197,0.539356605,"ingroupnonbreeder",1
"KR11F022","Kuruman 11","KRR",13,"01/04/2020",17,"Female",76,165.6746387,2019-03-12,NA,386,1.056810404,"ingroupnonbreeder",1
"KR11F022","Kuruman 11","KRR",NA,"27/05/2020",NA,"Female",NA,64.81177172,2019-03-12,99,442,1.210130048,"ingroupnonbreeder",99
"KR11M012","Kuruman 11","KRR",9,"18/03/2018",15,"Female",45,121.7158381,2018-03-17,NA,0,0,"ingroupnonbreeder",1
"KR11M012","Kuruman 11","KRR",10,"03/10/2018",16,"Female",89,11.76823613,2018-03-17,NA,200,0.547570157,"ingroupnonbreeder",1
"KR11M012","Kuruman 11","KRR",11,"13/03/2019",22,"Female",100,69.35182863,2018-03-17,NA,361,0.988364134,"ingroupnonbreeder",1
"KR11M012","Kuruman 11","KRR",12,"25/09/2019",20,"Female",90,0.397720048,2018-03-17,NA,557,1.524982888,"ingroupnonbreeder",1
"KR11M012","Kuruman 11","KRR",13,"30/03/2020",17,"Female",90,165.6746387,2018-03-17,NA,744,2.036960986,"ingroupnonbreeder",1
"KR11M012","Kuruman 11","KRR",NA,"27/05/2020",NA,"Female",NA,64.81177172,2018-03-17,99,802,2.195756331,"ingroupnonbreeder",99
"KR13F019","Kuruman 13","KRR",1,"25/01/2014",26,"Female",78,118.8639779,2014-01-22,NA,0,0,"ingroupnonbreeder",1
"KR13F019","Kuruman 13","KRR",2,"06/08/2014",21,"Female",117,4.644637189,2014-01-22,NA,196,0.536618754,"ingroupnonbreeder",1
"KR13F019","Kuruman 13","KRR",3,"10/02/2015",23,"Female",129,60.89109671,2014-01-22,NA,384,1.051334702,"ingroupnonbreeder",1
"KR13F019","Kuruman 13","KRR",4,"22/09/2015",22,"Female",147,8.396498455,2014-01-22,NA,608,1.664613279,"ingroupnonbreeder",1
"KR13F019","Kuruman 39","KRR",9,"05/04/2018",3,"Female",152,171.3225646,2014-01-22,NA,1534,4.199863107,"Disappeared",2
"KR13F020","Kuruman 13","KRR",1,"25/01/2014",26,"Female",31,118.8639779,2014-01-22,NA,0,0,"ingroupnonbreeder",1
"KR13F020","Kuruman 13","KRR",2,"06/08/2014",21,"Female",102,4.644637189,2014-01-22,NA,196,0.536618754,"ingroupnonbreeder",1
"KR13F020","Kuruman 13","KRR",3,"10/02/2015",23,"Female",108,60.89109671,2014-01-22,NA,384,1.051334702,"ingroupnonbreeder",1
"KR13F020",NA,"KRR",NA,"16/09/2015",NA,"Female",NA,NA,2014-01-22,NA,602,1.648186174,"Disappeared",2
"KR13F025","Kuruman 13","KRR",1,"27/01/2014",26,"Female",30,118.8639779,2014-01-22,NA,5,0.013689254,"ingroupnonbreeder",1
"KR13F025","Kuruman 13","KRR",2,"05/08/2014",21,"Female",76,4.644637189,2014-01-22,NA,195,0.533880903,"ingroupnonbreeder",1
"KR13F025","Kuruman 13","KRR",3,"11/02/2015",23,"Female",88,60.89109671,2014-01-22,NA,385,1.054072553,"ingroupnonbreeder",1
"KR13F025","Kuruman 13","KRR",4,"20/09/2015",22,"Female",112,8.396498455,2014-01-22,NA,606,1.659137577,"ingroupnonbreeder",1
"KR13F025","Kuruman 13","KRR",5,"12/04/2016",24,"Female",111,116.8075972,2014-01-22,NA,811,2.220396988,"ingroupnonbreeder",1
"KR13F025","Kuruman 26","KRR",5,"30/05/2016",1,"Female",110,107.0173495,2014-01-22,NA,859,2.351813826,"Disappeared",2
"KR13F027","Kuruman 13","KRR",2,"08/08/2014",21,"Female",35,4.644637189,2014-08-05,NA,0,0,"ingroupnonbreeder",1
"KR13F027","Kuruman 13","KRR",3,"10/02/2015",23,"Female",82,60.89109671,2014-08-05,NA,189,0.517453799,"ingroupnonbreeder",1
"KR13F027","Kuruman 38","KRR",7,"23/05/2017",1,"Female",124,75.0055436,2014-08-05,NA,1022,2.798083504,"Disappeared",2
"KR13F028","Kuruman 13","KRR",2,"08/08/2014",21,"Female",33,4.644637189,2014-08-05,NA,0,0,"ingroupnonbreeder",1
"KR13F028","Kuruman 13","KRR",3,"10/02/2015",23,"Female",81,60.89109671,2014-08-05,NA,189,0.517453799,"ingroupnonbreeder",1
"KR13F028","Kuruman 13","KRR",4,"23/09/2015",22,"Female",100,8.396498455,2014-08-05,NA,414,1.133470226,"ingroupnonbreeder",1
"KR13F028",NA,"KRR",NA,"04/02/2016",NA,"Female",NA,NA,2014-08-05,NA,548,1.500342231,"Disappeared",2
"KR13F034","Kuruman 13","KRR",3,"12/02/2015",23,"Female",28,60.89109671,2015-02-10,NA,0,0,"ingroupnonbreeder",1
"KR13F034","Kuruman 13","KRR",4,"22/09/2015",22,"Female",82,8.396498455,2015-02-10,NA,224,0.613278576,"ingroupnonbreeder",1
"KR13F034","Kuruman 13","KRR",5,"13/04/2016",24,"Female",108,116.8075972,2015-02-10,NA,428,1.171800137,"ingroupnonbreeder",1
"KR13F034",NA,"KRR",NA,"25/07/2016",NA,"Female",NA,NA,2015-02-10,NA,531,1.453798768,"Disappeared",2
"KR13F035","Kuruman 13","KRR",3,"12/02/2015",23,"Female",22,60.89109671,2015-02-10,NA,0,0,"ingroupnonbreeder",1
"KR13F035","Kuruman 13","KRR",4,"24/09/2015",22,"Female",77,8.396498455,2015-02-10,NA,226,0.618754278,"ingroupnonbreeder",1
"KR13F035","Kuruman 13","KRR",5,"14/04/2016",24,"Female",91,116.8075972,2015-02-10,NA,429,1.174537988,"ingroupnonbreeder",1
"KR13F035",NA,"KRR",NA,"25/07/2016",NA,"Female",NA,NA,2015-02-10,NA,531,1.453798768,"Disappeared",2
"KR13F037","Kuruman 13","KRR",3,"13/02/2015",23,"Female",19,60.89109671,2015-02-10,NA,0,0,"ingroupnonbreeder",1
"KR13F037","Kuruman 13","KRR",4,"22/09/2015",22,"Female",65,8.396498455,2015-02-10,NA,224,0.613278576,"ingroupnonbreeder",1
"KR13F037","Kuruman 13","KRR",5,"13/04/2016",24,"Female",84,116.8075972,2015-02-10,NA,428,1.171800137,"ingroupnonbreeder",1
"KR13F037","Kuruman 15","KRR",6,"06/09/2016",1,"Female",93,4.678070845,2015-02-10,NA,574,1.571526352,"Disappeared",2
"KR13F038","Kuruman 13","KRR",4,"21/09/2015",22,"Female",32,8.396498455,2015-09-20,NA,0,0,"ingroupnonbreeder",1
"KR13F038","Kuruman 13","KRR",5,"14/04/2016",24,"Female",79,116.8075972,2015-09-20,NA,207,0.566735113,"ingroupnonbreeder",1
"KR13F038","Kuruman 13","KRR",8,"15/08/2017",2,"Female",156,1.34743409,2015-09-20,NA,695,1.902806297,"ingroupnonbreeder",1
"KR13F038","Kuruman 43","KRR",10,"25/11/2018",5,"Female",160,17.16380656,2015-09-20,NA,1162,3.181382615,"Disappeared",2
"KR13F039","Kuruman 13","KRR",4,"21/09/2015",22,"Female",76,8.396498455,2015-09-20,NA,0,0,"ingroupnonbreeder",1
"KR13F039","Kuruman 13","KRR",5,"13/04/2016",24,"Female",92,116.8075972,2015-09-20,NA,206,0.563997262,"ingroupnonbreeder",1
"KR13F039",NA,"KRR",NA,"25/07/2016",NA,"Female",NA,NA,2015-09-20,NA,309,0.845995893,"Disappeared",2
"KR13F040","Kuruman 13","KRR",4,"21/09/2015",22,"Female",74,8.396498455,2015-09-20,NA,0,0,"ingroupnonbreeder",1
"KR13F040","Kuruman 13","KRR",5,"12/04/2016",24,"Female",98,116.8075972,2015-09-20,NA,205,0.561259411,"ingroupnonbreeder",1
"KR13F040","Kuruman 35","KRR",7,"02/05/2017",1,"Female",111,165.7772941,2015-09-20,NA,590,1.615331964,"Disappeared",2
"KR13F042","Kuruman 13","KRR",4,"22/09/2015",22,"Female",67,8.396498455,2015-09-20,NA,0,0,"ingroupnonbreeder",1
"KR13F042","Kuruman 13","KRR",5,"13/04/2016",24,"Female",83,116.8075972,2015-09-20,NA,206,0.563997262,"ingroupnonbreeder",1
"KR13F042",NA,"KRR",NA,"25/07/2016",NA,"Female",NA,NA,2015-09-20,NA,309,0.845995893,"Disappeared",2
"KR13F043","Kuruman 13","KRR",4,"22/09/2015",22,"Female",59,8.396498455,2015-09-20,NA,0,0,"ingroupnonbreeder",1
"KR13F043","Kuruman 13","KRR",5,"12/04/2016",24,"Female",79,116.8075972,2015-09-20,NA,205,0.561259411,"ingroupnonbreeder",1
"KR13F043","Kuruman 34","KRR",7,"02/05/2017",2,"Female",NA,165.7772941,2015-09-20,NA,590,1.615331964,"Disappeared",2
"KR13F044","Kuruman 13","KRR",4,"23/09/2015",22,"Female",34,8.396498455,2015-09-20,NA,0,0,"ingroupnonbreeder",1
"KR13F044",NA,"KRR",NA,"04/02/2016",NA,"Female",NA,NA,2015-09-20,NA,137,0.375085558,"Disappeared",2
"KR13F047","Kuruman 13","KRR",5,"13/04/2016",24,"Female",51,116.8075972,2016-04-12,NA,0,0,"ingroupnonbreeder",1
"KR13F047",NA,"KRR",NA,"25/07/2016",NA,"Female",NA,NA,2016-04-12,NA,104,0.284736482,"Disappeared",2
"KR13F050","Kuruman 13","KRR",5,"14/04/2016",24,"Female",19,116.8075972,2016-04-12,NA,0,0,"ingroupnonbreeder",1
"KR13F050","Kuruman 13","KRR",7,"24/01/2017",13,"Female",100,133.174221,2016-04-12,NA,287,0.785763176,"ingroupnonbreeder",1
"KR13F050","Kuruman 40","KRR",9,"30/04/2018",1,"Female",129,171.3225646,2016-04-12,NA,748,2.047912389,"Disappeared",2
"KR13F053","Kuruman 13","KRR",7,"24/01/2017",13,"Female",71,133.174221,2017-01-23,NA,0,0,"ingroupnonbreeder",1
"KR13F053","Kuruman 29","KRR",9,"30/04/2018",1,"Female",129,171.3225646,2017-01-23,NA,462,1.264887064,"Disappeared",2
"KR13F055","Kuruman 13","KRR",7,"24/01/2017",13,"Female",74,133.174221,2017-01-23,NA,0,0,"ingroupnonbreeder",1
"KR13F055","Kuruman 13","KRR",8,"16/08/2017",2,"Female",103,1.34743409,2017-01-23,NA,205,0.561259411,"ingroupnonbreeder",1
"KR13F055",NA,"KRR",NA,"17/03/2018",NA,"Female",NA,NA,2017-01-23,NA,418,1.144421629,"Disappeared",2
"KR19F001","Kuruman 19","KRR",7,"14/02/2017",8,"Female",64,209.6293089,2017-02-13,NA,0,0,"ingroupnonbreeder",1
"KR19F001","Kuruman 19","KRR",8,"03/08/2017",7,"Female",83,1.34743409,2017-02-13,NA,171,0.468172485,"ingroupnonbreeder",1
"KR19F001",NA,"KRR",NA,"17/03/2018",NA,"Female",NA,NA,2017-02-13,NA,397,1.086926762,"Disappeared",2
"KR19F003","Kuruman 19","KRR",7,"14/02/2017",8,"Female",22,209.6293089,2017-02-13,NA,0,0,"ingroupnonbreeder",1
"KR19F003","Kuruman 19","KRR",8,"03/08/2017",7,"Female",55,1.34743409,2017-02-13,NA,171,0.468172485,"ingroupnonbreeder",1
"KR19F003","Kuruman 19","KRR",9,"24/05/2018",8,"Female",77,124.3583704,2017-02-13,NA,465,1.273100616,"ingroupnonbreeder",1
"KR19F003","Kuruman 19","KRR",11,"28/03/2019",9,"Female",93,69.35182863,2017-02-13,NA,773,2.116358658,"ingroupnonbreeder",1
"KR19F003",NA,"KRR",NA,"09/09/2019",NA,"Female",NA,NA,2017-02-13,NA,938,2.568104038,"Disappeared",2
"KR19F007","Kuruman 19","KRR",9,"23/05/2018",8,"Female",69,124.3583704,2018-05-23,NA,0,0,"ingroupnonbreeder",1
"KR19F007","Kuruman 19","KRR",10,"18/11/2018",6,"Female",82,17.16380656,2018-05-23,NA,179,0.490075291,"ingroupnonbreeder",1
"KR19F007","Kuruman 19","KRR",11,"25/03/2019",9,"Female",88,69.35182863,2018-05-23,NA,306,0.837782341,"ingroupnonbreeder",1
"KR19F007","Kuruman 19","KRR",12,"15/11/2019",12,"Female",89,9.848668221,2018-05-23,NA,541,1.481177276,"ingroupnonbreeder",1
"KR19F007","Kuruman 19","KRR",13,"28/04/2020",10,"Female",86,135.605622,2018-05-23,NA,706,1.932922656,"ingroupnonbreeder",1
"KR19F007","Kuruman 19","KRR",NA,"27/05/2020",NA,"Female",NA,64.81177172,2018-05-23,99,735,2.012320329,"ingroupnonbreeder",99
"KR19F013","Kuruman 19","KRR",12,"16/11/2019",12,"Female",56,9.848668221,2019-11-15,NA,0,0,"ingroupnonbreeder",1
"KR19F013",NA,"KRR",NA,"05/03/2020",NA,"Female",NA,NA,2019-11-15,NA,111,0.303901437,"Disappeared",2
"KR19F015","Kuruman 19","KRR",12,"17/11/2019",12,"Female",75,9.848668221,2019-11-15,NA,0,0,"ingroupnonbreeder",1
"KR19F015","Kuruman 19","KRR",13,"28/04/2020",10,"Female",72,135.605622,2019-11-15,NA,165,0.45174538,"ingroupnonbreeder",1
"KR19F015","Kuruman 19","KRR",NA,"27/05/2020",NA,"Female",NA,64.81177172,2019-11-15,99,194,0.531143053,"ingroupnonbreeder",99
"KR1F003","Kuruman 1","KRR",1,"18/11/2013",18,"Female",62,16.18844808,2013-11-17,NA,0,0,"ingroupnonbreeder",1
"KR1F003","Kuruman 1","KRR",2,"28/07/2014",10,"Female",88,15.72555258,2013-11-17,NA,253,0.692676249,"ingroupnonbreeder",1
"KR1F003","Kuruman 1","KRR",3,"16/02/2015",10,"Female",107,60.89109671,2013-11-17,NA,456,1.248459959,"ingroupnonbreeder",1
"KR1F003","Kuruman 1","KRR",4,"15/10/2015",7,"Female",146,7.452079085,2013-11-17,NA,697,1.908281999,"ingroupnonbreeder",1
"KR1F003","Kuruman 1","KRR",5,"26/04/2016",9,"Female",144,116.8075972,2013-11-17,NA,891,2.439425051,"ingroupnonbreeder",1
"KR1F003",NA,"KRR",NA,"25/07/2016",NA,"Female",NA,NA,2013-11-17,NA,981,2.685831622,"Disappeared",2
"KR1F015","Kuruman 1","KRR",1,"22/11/2013",18,"Female",78,16.18844808,2013-11-17,NA,5,0.013689254,"ingroupnonbreeder",1
"KR1F015","Kuruman 1","KRR",2,"27/07/2014",10,"Female",86,15.72555258,2013-11-17,NA,252,0.689938398,"ingroupnonbreeder",1
"KR1F015","Kuruman 1","KRR",3,"17/02/2015",10,"Female",106,60.89109671,2013-11-17,NA,457,1.25119781,"ingroupnonbreeder",1
"KR1F015","Kuruman 24","KRR",7,"13/03/2017",1,"Female",120,198.1155283,2013-11-17,NA,1212,3.318275154,"Disappeared",2
"KR1F018","Kuruman 1","KRR",2,"27/07/2014",10,"Female",37,15.72555258,2014-07-27,NA,0,0,"ingroupnonbreeder",1
"KR1F018","Kuruman 1","KRR",3,"16/02/2015",10,"Female",86,60.89109671,2014-07-27,NA,204,0.558521561,"ingroupnonbreeder",1
"KR1F018","Kuruman 1","KRR",4,"15/10/2015",7,"Female",144,7.452079085,2014-07-27,NA,445,1.2183436,"ingroupnonbreeder",1
"KR1F018","Kuruman 1","KRR",5,"27/04/2016",9,"Female",148,116.8075972,2014-07-27,NA,640,1.752224504,"ingroupnonbreeder",1
"KR1F018",NA,"KRR",NA,"25/07/2016",NA,"Female",NA,NA,2014-07-27,NA,729,1.995893224,"Disappeared",2
"KR1F019","Kuruman 1","KRR",2,"28/07/2014",10,"Female",37,15.72555258,2014-07-27,NA,0,0,"ingroupnonbreeder",1
"KR1F019","Kuruman 1","KRR",3,"17/02/2015",10,"Female",87,60.89109671,2014-07-27,NA,205,0.561259411,"ingroupnonbreeder",1
"KR1F019","Kuruman 1","KRR",4,"15/10/2015",7,"Female",127,7.452079085,2014-07-27,NA,445,1.2183436,"ingroupnonbreeder",1
"KR1F019","Kuruman 1","KRR",5,"27/04/2016",9,"Female",119,116.8075972,2014-07-27,NA,640,1.752224504,"ingroupnonbreeder",1
"KR1F019","Kuruman 33","KRR",7,"07/03/2017",2,"Female",169,198.1155283,2014-07-27,NA,954,2.611909651,"Disappeared",2
"KR1F020","Kuruman 1","KRR",5,"27/04/2016",9,"Female",42,116.8075972,2016-04-26,NA,0,0,"ingroupnonbreeder",1
"KR1F020",NA,"KRR",NA,"25/07/2016",NA,"Female",NA,NA,2016-04-26,NA,90,0.246406571,"Disappeared",2
"KR1F021","Kuruman 1","KRR",5,"27/04/2016",9,"Female",66,116.8075972,2016-04-26,NA,0,0,"ingroupnonbreeder",1
"KR1F021",NA,"KRR",NA,"25/07/2016",NA,"Female",NA,NA,2016-04-26,NA,90,0.246406571,"Disappeared",2
"KR1F022","Kuruman 1","KRR",7,"03/05/2017",4,"Female",78,75.0055436,2017-05-03,NA,0,0,"ingroupnonbreeder",1
