"AnimalID","GroupID","Location","TrappingPeriod","DateofCapture","GroupSize","Sex","weight","Rainfall","firstcapturedate","censor","Time.days","Time.years","statecode","state"
"KR10M025","Kuruman 10","KRR",9,"19/03/2018",17,"Male",84,121.7158381,2017-08-19,NA,212,0.580424367,"ingroupnonbreeder",1
"KR10M025","Kuruman 10","KRR",10,"06/10/2018",16,"Male",96,11.76823613,2017-08-19,NA,413,1.130732375,"ingroupnonbreeder",1
"KR10M025","Kuruman 10","KRR",11,"14/03/2019",20,"Male",112,69.35182863,2017-08-19,NA,572,1.56605065,"ingroupnonbreeder",1
"KR10M025","Kuruman 10","KRR",12,"10/09/2019",19,"Male",108,0.397720048,2017-08-19,NA,752,2.058863792,"ingroupnonbreeder",1
"KR10M025","Kuruman 10","KRR",13,"11/03/2020",16,"Male",121,165.6746387,2017-08-19,NA,935,2.559890486,"ingroupnonbreeder",1
"KR10M025","Kuruman 10","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2017-08-19,99,1012,2.770704997,"ingroupnonbreeder",99
"KR10M026","Kuruman 10","KRR",9,"19/03/2018",17,"Male",60,121.7158381,2018-03-17,NA,0,0,"ingroupnonbreeder",1
"KR10M026","Kuruman 10","KRR",10,"07/10/2018",16,"Male",109,11.76823613,2018-03-17,NA,204,0.558521561,"ingroupnonbreeder",1
"KR10M026","Kuruman 10","KRR",11,"13/03/2019",20,"Male",111,69.35182863,2018-03-17,NA,361,0.988364134,"ingroupnonbreeder",1
"KR10M026","Kuruman 10","KRR",12,"09/09/2019",19,"Male",101,0.397720048,2018-03-17,NA,541,1.481177276,"ingroupnonbreeder",1
"KR10M026","Kuruman 10","KRR",13,"12/03/2020",16,"Male",113,165.6746387,2018-03-17,NA,726,1.987679671,"ingroupnonbreeder",1
"KR10M026","Kuruman 10","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2018-03-17,99,802,2.195756331,"ingroupnonbreeder",99
"KR10M027","Kuruman 10","KRR",9,"19/03/2018",17,"Male",59,121.7158381,2018-03-17,NA,0,0,"ingroupnonbreeder",1
"KR10M027","Kuruman 10","KRR",10,"04/10/2018",16,"Male",105,11.76823613,2018-03-17,NA,201,0.550308008,"ingroupnonbreeder",1
"KR10M027","Kuruman 10","KRR",11,"13/03/2019",20,"Male",116,69.35182863,2018-03-17,NA,361,0.988364134,"ingroupnonbreeder",1
"KR10M027","Kuruman 10","KRR",12,"10/09/2019",19,"Male",113,0.397720048,2018-03-17,NA,542,1.483915127,"ingroupnonbreeder",1
"KR10M027","Kuruman 10","KRR",13,"09/03/2020",16,"Male",126,165.6746387,2018-03-17,NA,723,1.979466119,"ingroupnonbreeder",1
"KR10M027","Kuruman 10","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2018-03-17,99,802,2.195756331,"ingroupnonbreeder",99
"KR10M029","Kuruman 10","KRR",9,"20/03/2018",17,"Male",50,121.7158381,2018-03-17,NA,0,0,"ingroupnonbreeder",1
"KR10M029","Kuruman 10","KRR",10,"06/10/2018",16,"Male",91,11.76823613,2018-03-17,NA,203,0.55578371,"ingroupnonbreeder",1
"KR10M029","Kuruman 10","KRR",11,"12/03/2019",20,"Male",102,69.35182863,2018-03-17,NA,360,0.985626283,"ingroupnonbreeder",1
"KR10M029","Kuruman 10","KRR",12,"10/09/2019",19,"Male",97,0.397720048,2018-03-17,NA,542,1.483915127,"ingroupnonbreeder",1
"KR10M029","Kuruman 10","KRR",13,"10/03/2020",16,"Male",107,165.6746387,2018-03-17,NA,724,1.98220397,"ingroupnonbreeder",1
"KR10M029","Kuruman 10","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2018-03-17,99,802,2.195756331,"ingroupnonbreeder",99
"KR10M030","Kuruman 10","KRR",10,"04/10/2018",16,"Male",58,11.76823613,2018-10-02,NA,0,0,"ingroupnonbreeder",1
"KR10M030","Kuruman 10","KRR",11,"13/03/2019",20,"Male",87,69.35182863,2018-10-02,NA,162,0.443531828,"ingroupnonbreeder",1
"KR10M030","Kuruman 10","KRR",12,"10/09/2019",19,"Male",77,0.397720048,2018-10-02,NA,343,0.93908282,"ingroupnonbreeder",1
"KR10M030",NA,"KRR",NA,"05/03/2020",NA,"Male",NA,NA,2018-10-02,NA,520,1.423682409,"Disappeared",2
"KR10M031","Kuruman 10","KRR",10,"05/10/2018",16,"Male",35,11.76823613,2018-10-02,NA,0,0,"ingroupnonbreeder",1
"KR10M031","Kuruman 10","KRR",11,"12/03/2019",20,"Male",67,69.35182863,2018-10-02,NA,161,0.440793977,"ingroupnonbreeder",1
"KR10M031","Kuruman 10","KRR",12,"10/09/2019",19,"Male",86,0.397720048,2018-10-02,NA,343,0.93908282,"ingroupnonbreeder",1
"KR10M031","Kuruman 10","KRR",13,"09/03/2020",16,"Male",109,165.6746387,2018-10-02,NA,524,1.434633812,"ingroupnonbreeder",1
"KR10M031","Kuruman 10","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2018-10-02,99,603,1.650924025,"ingroupnonbreeder",99
"KR10M032","Kuruman 10","KRR",10,"06/10/2018",16,"Male",41,11.76823613,2018-10-02,NA,0,0,"ingroupnonbreeder",1
"KR10M032","Kuruman 10","KRR",11,"13/03/2019",20,"Male",65,69.35182863,2018-10-02,NA,162,0.443531828,"ingroupnonbreeder",1
"KR10M032","Kuruman 10","KRR",12,"10/09/2019",19,"Male",70,0.397720048,2018-10-02,NA,343,0.93908282,"ingroupnonbreeder",1
"KR10M032","Kuruman 10","KRR",13,"11/03/2020",16,"Male",87,165.6746387,2018-10-02,NA,526,1.440109514,"ingroupnonbreeder",1
"KR10M032","Kuruman 10","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2018-10-02,99,603,1.650924025,"ingroupnonbreeder",99
"KR10M033","Kuruman 10","KRR",10,"06/10/2018",16,"Male",33,11.76823613,2018-10-02,NA,0,0,"ingroupnonbreeder",1
"KR10M033","Kuruman 10","KRR",11,"13/03/2019",20,"Male",77,69.35182863,2018-10-02,NA,162,0.443531828,"ingroupnonbreeder",1
"KR10M033","Kuruman 10","KRR",12,"10/09/2019",19,"Male",75,0.397720048,2018-10-02,NA,343,0.93908282,"ingroupnonbreeder",1
"KR10M033","Kuruman 10","KRR",13,"11/03/2020",16,"Male",101,165.6746387,2018-10-02,NA,526,1.440109514,"ingroupnonbreeder",1
"KR10M033","Kuruman 10","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2018-10-02,99,603,1.650924025,"ingroupnonbreeder",99
"KR10M034","Kuruman 10","KRR",11,"16/03/2019",20,"Male",30,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder",1
"KR10M034","Kuruman 10","KRR",12,"09/09/2019",19,"Male",53,0.397720048,2019-03-12,NA,181,0.495550992,"ingroupnonbreeder",1
"KR10M034","Kuruman 10","KRR",13,"11/03/2020",16,"Male",83,165.6746387,2019-03-12,NA,365,0.999315537,"ingroupnonbreeder",1
"KR10M034","Kuruman 10","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-03-12,99,442,1.210130048,"ingroupnonbreeder",99
"KR10M035","Kuruman 10","KRR",11,"17/03/2019",20,"Male",30,69.35182863,2019-03-12,NA,5,0.013689254,"ingroupnonbreeder",1
"KR10M035","Kuruman 10","KRR",12,"10/09/2019",19,"Male",63,0.397720048,2019-03-12,NA,182,0.498288843,"ingroupnonbreeder",1
"KR10M035","Kuruman 10","KRR",13,"09/03/2020",16,"Male",92,165.6746387,2019-03-12,NA,363,0.993839836,"ingroupnonbreeder",1
"KR10M035","Kuruman 10","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-03-12,99,442,1.210130048,"ingroupnonbreeder",99
"KR10M037","Kuruman 10","KRR",11,"14/03/2019",20,"Male",66,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder",1
"KR10M037","Kuruman 10","KRR",12,"10/09/2019",19,"Male",83,0.397720048,2019-03-12,NA,182,0.498288843,"ingroupnonbreeder",1
"KR10M037",NA,"KRR",NA,"05/03/2020",NA,"Male",NA,NA,2019-03-12,NA,359,0.982888433,"Disappeared",2
"KR11M004","Kuruman 11","KRR",7,"21/02/2017",7,"Male",85,209.6293089,2017-02-20,NA,0,0,"ingroupnonbreeder",1
"KR11M004","Kuruman 11","KRR",8,"19/08/2017",11,"Male",115,1.34743409,2017-02-20,NA,180,0.492813142,"ingroupnonbreeder",1
"KR11M004","Kuruman 11","KRR",9,"17/03/2018",15,"Male",164,121.7158381,2017-02-20,NA,390,1.067761807,"ingroupnonbreeder",1
"KR11M004","Kuruman 11","KRR",10,"06/10/2018",16,"Male",170,11.76823613,2017-02-20,NA,593,1.623545517,"ingroupnonbreeder",1
"KR11M004","Kuruman 11","KRR",11,"14/03/2019",22,"Male",178,69.35182863,2017-02-20,NA,752,2.058863792,"ingroupnonbreeder",1
"KR11M004","Kuruman 11","KRR",12,"25/09/2019",20,"Male",147,0.397720048,2017-02-20,NA,947,2.592744695,"ingroupnonbreeder",1
"KR11M004","Kuruman 11","KRR",13,"01/04/2020",17,"Male",135,165.6746387,2017-02-20,NA,1136,3.110198494,"ingroupnonbreeder",1
"KR11M004","Kuruman 11","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2017-02-20,99,1192,3.263518138,"ingroupnonbreeder",99
"KR11M005","Kuruman 11","KRR",7,"22/02/2017",7,"Male",73,209.6293089,2017-02-20,NA,0,0,"ingroupnonbreeder",1
"KR11M005",NA,"KRR",NA,"31/07/2017",NA,"Male",NA,NA,2017-02-20,NA,161,0.440793977,"Disappeared",2
"KR11M009","Kuruman 11","KRR",8,"20/08/2017",11,"Male",54,1.34743409,2017-08-19,NA,0,0,"ingroupnonbreeder",1
"KR11M009","Kuruman 11","KRR",9,"18/03/2018",15,"Male",122,121.7158381,2017-08-19,NA,211,0.577686516,"ingroupnonbreeder",1
"KR11M009","Kuruman 11","KRR",10,"03/10/2018",16,"Male",152,11.76823613,2017-08-19,NA,410,1.122518823,"ingroupnonbreeder",1
"KR11M009","Kuruman 11","KRR",11,"13/03/2019",22,"Male",183,69.35182863,2017-08-19,NA,571,1.563312799,"ingroupnonbreeder",1
"KR11M009","Kuruman 11","KRR",12,"24/09/2019",20,"Male",137,0.397720048,2017-08-19,NA,766,2.097193703,"ingroupnonbreeder",1
"KR11M009","Kuruman 11","KRR",13,"30/03/2020",17,"Male",126,165.6746387,2017-08-19,NA,954,2.611909651,"ingroupnonbreeder",1
"KR11M009","Kuruman 11","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2017-08-19,99,1012,2.770704997,"ingroupnonbreeder",99
"KR11M010","Kuruman 11","KRR",8,"20/08/2017",11,"Male",29,1.34743409,2017-08-19,NA,0,0,"ingroupnonbreeder",1
"KR11M010","Kuruman 11","KRR",9,"18/03/2018",15,"Male",105,121.7158381,2017-08-19,NA,211,0.577686516,"ingroupnonbreeder",1
"KR11M010","Kuruman 11","KRR",10,"10/10/2018",16,"Male",NA,11.76823613,2017-08-19,NA,417,1.141683778,"ingroupnonbreeder",1
"KR11M010","Kuruman 11","KRR",11,"14/03/2019",22,"Male",159,69.35182863,2017-08-19,NA,572,1.56605065,"ingroupnonbreeder",1
"KR11M010","Kuruman 11","KRR",12,"26/09/2019",20,"Male",133,0.397720048,2017-08-19,NA,768,2.102669405,"ingroupnonbreeder",1
"KR11M010","Kuruman 11","KRR",13,"01/04/2020",17,"Male",132,165.6746387,2017-08-19,NA,956,2.617385352,"ingroupnonbreeder",1
"KR11M010","Kuruman 11","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2017-08-19,99,1012,2.770704997,"ingroupnonbreeder",99
"KR11M011","Kuruman 11","KRR",8,"20/08/2017",11,"Male",28,1.34743409,2017-08-19,NA,0,0,"ingroupnonbreeder",1
"KR11M011","Kuruman 11","KRR",9,"18/03/2018",15,"Male",92,121.7158381,2017-08-19,NA,211,0.577686516,"ingroupnonbreeder",1
"KR11M011","Kuruman 11","KRR",10,"03/10/2018",16,"Male",117,11.76823613,2017-08-19,NA,410,1.122518823,"ingroupnonbreeder",1
"KR11M011","Kuruman 11","KRR",11,"13/03/2019",22,"Male",139,69.35182863,2017-08-19,NA,571,1.563312799,"ingroupnonbreeder",1
"KR11M011","Kuruman 11","KRR",12,"24/09/2019",20,"Male",117,0.397720048,2017-08-19,NA,766,2.097193703,"ingroupnonbreeder",1
"KR11M011","Kuruman 11","KRR",13,"01/04/2020",17,"Male",112,165.6746387,2017-08-19,NA,956,2.617385352,"ingroupnonbreeder",1
"KR11M011","Kuruman 11","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2017-08-19,99,1012,2.770704997,"ingroupnonbreeder",99
"KR11M014","Kuruman 11","KRR",9,"20/03/2018",15,"Male",48,121.7158381,2018-03-17,NA,0,0,"ingroupnonbreeder",1
"KR11M014","Kuruman 11","KRR",11,"14/03/2019",22,"Male",111,69.35182863,2018-03-17,NA,362,0.991101985,"ingroupnonbreeder",1
"KR11M014","Kuruman 11","KRR",12,"25/09/2019",20,"Male",101,0.397720048,2018-03-17,NA,557,1.524982888,"ingroupnonbreeder",1
"KR11M014","Kuruman 11","KRR",13,"30/03/2020",17,"Male",93,165.6746387,2018-03-17,NA,744,2.036960986,"ingroupnonbreeder",1
"KR11M014","Kuruman 11","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2018-03-17,99,802,2.195756331,"ingroupnonbreeder",99
"KR11M017","Kuruman 11","KRR",10,"04/10/2018",16,"Male",54,11.76823613,2018-10-02,NA,0,0,"ingroupnonbreeder",1
"KR11M017","Kuruman 11","KRR",11,"14/03/2019",22,"Male",92,69.35182863,2018-10-02,NA,163,0.446269678,"ingroupnonbreeder",1
"KR11M017","Kuruman 11","KRR",12,"23/09/2019",20,"Male",87,0.397720048,2018-10-02,NA,356,0.97467488,"ingroupnonbreeder",1
"KR11M017","Kuruman 11","KRR",13,"31/03/2020",17,"Male",82,165.6746387,2018-10-02,NA,546,1.49486653,"ingroupnonbreeder",1
"KR11M017","Kuruman 11","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2018-10-02,99,603,1.650924025,"ingroupnonbreeder",99
"KR11M020","Kuruman 11","KRR",11,"13/03/2019",22,"Male",79,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder",1
"KR11M020","Kuruman 11","KRR",12,"25/09/2019",20,"Male",82,0.397720048,2019-03-12,NA,197,0.539356605,"ingroupnonbreeder",1
"KR11M020",NA,"KRR",NA,"05/03/2020",NA,"Male",NA,NA,2019-03-12,NA,359,0.982888433,"Disappeared",2
"KR11M023","Kuruman 11","KRR",11,"14/03/2019",22,"Male",50,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder",1
"KR11M023","Kuruman 11","KRR",12,"23/09/2019",20,"Male",66,0.397720048,2019-03-12,NA,195,0.533880903,"ingroupnonbreeder",1
"KR11M023","Kuruman 11","KRR",13,"31/03/2020",17,"Male",65,165.6746387,2019-03-12,NA,385,1.054072553,"ingroupnonbreeder",1
"KR11M023","Kuruman 11","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2019-03-12,99,442,1.210130048,"ingroupnonbreeder",99
"KR11M024","Kuruman 11","KRR",11,"14/03/2019",22,"Male",46,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder",1
"KR11M024","Kuruman 11","KRR",12,"27/09/2019",20,"Male",64,0.397720048,2019-03-12,NA,199,0.544832307,"ingroupnonbreeder",1
"KR11M024",NA,"KRR",NA,"05/03/2020",NA,"Male",NA,NA,2019-03-12,NA,359,0.982888433,"Disappeared",2
"KR13M015","Kuruman 13","KRR",1,"24/01/2014",26,"Male",89,118.8639779,2014-01-22,NA,0,0,"ingroupnonbreeder",1
"KR13M015","Kuruman 13","KRR",2,"06/08/2014",21,"Male",106,4.644637189,2014-01-22,NA,196,0.536618754,"ingroupnonbreeder",1
"KR13M015","Kuruman 13","KRR",3,"10/02/2015",23,"Male",126,60.89109671,2014-01-22,NA,384,1.051334702,"ingroupnonbreeder",1
"KR13M015",NA,"KRR",NA,"16/09/2015",NA,"Male",NA,NA,2014-01-22,NA,602,1.648186174,"Disappeared",2
"KR13M023","Kuruman 13","KRR",1,"27/01/2014",26,"Male",79,118.8639779,2014-01-22,NA,5,0.013689254,"ingroupnonbreeder",1
"KR13M023",NA,"KRR",NA,"27/07/2014",NA,"Male",NA,NA,2014-01-22,NA,186,0.509240246,"Disappeared",2
"KR13M024","Kuruman 13","KRR",1,"27/01/2014",26,"Male",33,118.8639779,2014-01-22,NA,5,0.013689254,"ingroupnonbreeder",1
"KR13M024","Kuruman 13","KRR",2,"06/08/2014",21,"Male",99,4.644637189,2014-01-22,NA,196,0.536618754,"ingroupnonbreeder",1
"KR13M024","Kuruman 13","KRR",3,"10/02/2015",23,"Male",128,60.89109671,2014-01-22,NA,384,1.051334702,"ingroupnonbreeder",1
"KR13M024",NA,"KRR",NA,"16/09/2015",NA,"Male",NA,NA,2014-01-22,NA,602,1.648186174,"Disappeared",2
"KR13M026","Kuruman 13","KRR",1,"28/01/2014",26,"Male",35,118.8639779,2014-01-22,NA,6,0.016427105,"ingroupnonbreeder",1
"KR13M026","Kuruman 13","KRR",2,"07/08/2014",21,"Male",97,4.644637189,2014-01-22,NA,197,0.539356605,"ingroupnonbreeder",1
"KR13M026","Kuruman 13","KRR",3,"10/02/2015",23,"Male",123,60.89109671,2014-01-22,NA,384,1.051334702,"ingroupnonbreeder",1
"KR13M026",NA,"KRR",NA,"16/09/2015",NA,"Male",NA,NA,2014-01-22,NA,602,1.648186174,"Disappeared",2
"KR13M029","Kuruman 13","KRR",2,"08/08/2014",21,"Male",28,4.644637189,2014-08-05,NA,0,0,"ingroupnonbreeder",1
"KR13M029","Kuruman 13","KRR",4,"22/09/2015",22,"Male",147,8.396498455,2014-08-05,NA,413,1.130732375,"ingroupnonbreeder",1
"KR13M029","Kuruman 13","KRR",5,"12/04/2016",24,"Male",178,116.8075972,2014-08-05,NA,616,1.686516085,"ingroupnonbreeder",1
"KR13M029","Kuruman 27","KRR",6,"25/07/2016",3,"Male",NA,25.29445336,2014-08-05,NA,720,1.971252567,"Disappeared",2
"KR13M030","Kuruman 13","KRR",2,"08/08/2014",21,"Male",39,4.644637189,2014-08-05,NA,0,0,"ingroupnonbreeder",1
"KR13M030","Kuruman 13","KRR",3,"10/02/2015",23,"Male",86,60.89109671,2014-08-05,NA,189,0.517453799,"ingroupnonbreeder",1
"KR13M030","Kuruman 13","KRR",4,"20/09/2015",22,"Male",137,8.396498455,2014-08-05,NA,411,1.125256674,"ingroupnonbreeder",1
"KR13M030","Kuruman 13","KRR",5,"12/04/2016",24,"Male",157,116.8075972,2014-08-05,NA,616,1.686516085,"ingroupnonbreeder",1
"KR13M030",NA,"KRR",NA,"25/07/2016",NA,"Male",NA,NA,2014-08-05,NA,720,1.971252567,"Disappeared",2
"KR13M031","Kuruman 13","KRR",2,"08/08/2014",21,"Male",35,4.644637189,2014-08-05,NA,0,0,"ingroupnonbreeder",1
"KR13M031","Kuruman 13","KRR",3,"11/02/2015",23,"Male",84,60.89109671,2014-08-05,NA,190,0.52019165,"ingroupnonbreeder",1
"KR13M031","Kuruman 13","KRR",4,"20/09/2015",22,"Male",140,8.396498455,2014-08-05,NA,411,1.125256674,"ingroupnonbreeder",1
"KR13M031",NA,"KRR",NA,"04/02/2016",NA,"Male",NA,NA,2014-08-05,NA,548,1.500342231,"Disappeared",2
"KR13M032","Kuruman 13","KRR",3,"12/02/2015",23,"Male",29,60.89109671,2015-02-10,NA,0,0,"ingroupnonbreeder",1
"KR13M032","Kuruman 13","KRR",4,"23/09/2015",22,"Male",96,8.396498455,2015-02-10,NA,225,0.616016427,"ingroupnonbreeder",1
"KR13M032","Kuruman 13","KRR",5,"12/04/2016",24,"Male",130,116.8075972,2015-02-10,NA,427,1.169062286,"ingroupnonbreeder",1
"KR13M032",NA,"KRR",NA,"25/07/2016",NA,"Male",NA,NA,2015-02-10,NA,531,1.453798768,"Disappeared",2
"KR13M033","Kuruman 13","KRR",3,"11/02/2015",23,"Male",23,60.89109671,2015-02-10,NA,0,0,"ingroupnonbreeder",1
"KR13M033","Kuruman 13","KRR",4,"22/09/2015",22,"Male",81,8.396498455,2015-02-10,NA,224,0.613278576,"ingroupnonbreeder",1
"KR13M033","Kuruman 13","KRR",5,"12/04/2016",24,"Male",122,116.8075972,2015-02-10,NA,427,1.169062286,"ingroupnonbreeder",1
"KR13M033","Kuruman 8","KRR",7,"07/02/2017",12,"Male",163,209.6293089,2015-02-10,NA,728,1.993155373,"Disappeared",2
"KR13M036","Kuruman 13","KRR",3,"13/02/2015",23,"Male",22,60.89109671,2015-02-10,NA,0,0,"ingroupnonbreeder",1
"KR13M036","Kuruman 13","KRR",4,"23/09/2015",22,"Male",81,8.396498455,2015-02-10,NA,225,0.616016427,"ingroupnonbreeder",1
"KR13M036","Kuruman 13","KRR",5,"13/04/2016",24,"Male",117,116.8075972,2015-02-10,NA,428,1.171800137,"ingroupnonbreeder",1
"KR13M036",NA,"KRR",NA,"25/07/2016",NA,"Male",NA,NA,2015-02-10,NA,531,1.453798768,"Disappeared",2
"KR13M045","Kuruman 13","KRR",5,"12/04/2016",24,"Male",65,116.8075972,2016-04-12,NA,0,0,"ingroupnonbreeder",1
"KR13M045","Kuruman 13","KRR",7,"23/01/2017",13,"Male",161,133.174221,2016-04-12,NA,286,0.783025325,"ingroupnonbreeder",1
"KR13M045",NA,"KRR",NA,"31/07/2017",NA,"Male",NA,NA,2016-04-12,NA,475,1.300479124,"Disappeared",2
"KR13M046","Kuruman 13","KRR",5,"13/04/2016",24,"Male",68,116.8075972,2016-04-12,NA,0,0,"ingroupnonbreeder",1
"KR13M046","Kuruman 13","KRR",7,"26/01/2017",13,"Male",145,133.174221,2016-04-12,NA,289,0.791238877,"ingroupnonbreeder",1
"KR13M046","Kuruman 28","KRR",7,"23/05/2017",3,"Male",NA,75.0055436,2016-04-12,NA,406,1.11156742,"Disappeared",2
"KR13M048","Kuruman 13","KRR",5,"14/04/2016",24,"Male",61,116.8075972,2016-04-12,NA,0,0,"ingroupnonbreeder",1
"KR13M048",NA,"KRR",NA,"25/07/2016",NA,"Male",NA,NA,2016-04-12,NA,104,0.284736482,"Disappeared",2
"KR13M049","Kuruman 13","KRR",5,"14/04/2016",24,"Male",20,116.8075972,2016-04-12,NA,0,0,"ingroupnonbreeder",1
"KR13M049","Kuruman 13","KRR",7,"25/01/2017",13,"Male",135,133.174221,2016-04-12,NA,288,0.788501027,"ingroupnonbreeder",1
"KR13M049","Kuruman 30","KRR",7,"23/05/2017",2,"Male",NA,75.0055436,2016-04-12,NA,406,1.11156742,"Disappeared",2
"KR13M051","Kuruman 13","KRR",5,"16/04/2016",24,"Male",51,116.8075972,2016-04-12,NA,0,0,"ingroupnonbreeder",1
"KR13M051","Kuruman 13","KRR",7,"24/01/2017",13,"Male",134,133.174221,2016-04-12,NA,287,0.785763176,"ingroupnonbreeder",1
"KR13M051",NA,"KRR",NA,"31/07/2017",NA,"Male",NA,NA,2016-04-12,NA,475,1.300479124,"Disappeared",2
"KR13M052","Kuruman 13","KRR",7,"24/01/2017",13,"Male",76,133.174221,2017-01-23,NA,0,0,"ingroupnonbreeder",1
"KR13M052",NA,"KRR",NA,"31/07/2017",NA,"Male",NA,NA,2017-01-23,NA,189,0.517453799,"Disappeared",2
"KR13M054","Kuruman 13","KRR",7,"24/01/2017",13,"Male",96,133.174221,2017-01-23,NA,0,0,"ingroupnonbreeder",1
"KR13M054","Kuruman 28","KRR",7,"23/05/2017",3,"Male",NA,75.0055436,2017-01-23,NA,120,0.328542094,"Disappeared",2
"KR13M057","Kuruman 13","KRR",7,"24/01/2017",13,"Male",77,133.174221,2017-01-23,NA,0,0,"ingroupnonbreeder",1
"KR13M057",NA,"KRR",NA,"31/07/2017",NA,"Male",NA,NA,2017-01-23,NA,189,0.517453799,"Disappeared",2
"KR16M001","Kuruman 16","KRR",7,"31/01/2017",4,"Male",56,133.174221,2017-01-30,NA,0,0,"ingroupnonbreeder",1
"KR16M001",NA,"KRR",NA,"31/07/2017",NA,"Male",NA,NA,2017-01-30,NA,182,0.498288843,"Disappeared",2
"KR16M002","Kuruman 16","KRR",7,"01/02/2017",4,"Male",50,133.174221,2017-01-30,NA,0,0,"ingroupnonbreeder",1
"KR16M002",NA,"KRR",NA,"31/07/2017",NA,"Male",NA,NA,2017-01-30,NA,182,0.498288843,"Disappeared",2
"KR16M003","Kuruman 16","KRR",7,"01/02/2017",4,"Male",50,133.174221,2017-01-30,NA,0,0,"ingroupnonbreeder",1
"KR16M003",NA,"KRR",NA,"31/07/2017",NA,"Male",NA,NA,2017-01-30,NA,182,0.498288843,"Disappeared",2
"KR16M004","Kuruman 16","KRR",8,"07/08/2017",2,"Male",90,1.34743409,2017-08-07,NA,0,0,"ingroupnonbreeder",1
"KR16M004",NA,"KRR",NA,"17/03/2018",NA,"Male",NA,NA,2017-08-07,NA,222,0.607802875,"Disappeared",2
"KR19M002","Kuruman 19","KRR",7,"13/02/2017",8,"Male",22,209.6293089,2017-02-13,NA,0,0,"ingroupnonbreeder",1
"KR19M002","Kuruman 19","KRR",8,"02/08/2017",7,"Male",64,1.34743409,2017-02-13,NA,170,0.465434634,"ingroupnonbreeder",1
"KR19M002",NA,"KRR",NA,"17/03/2018",NA,"Male",NA,NA,2017-02-13,NA,397,1.086926762,"Disappeared",2
"KR19M004","Kuruman 19","KRR",7,"14/02/2017",8,"Male",75,209.6293089,2017-02-13,NA,0,0,"ingroupnonbreeder",1
"KR19M004","Kuruman 19","KRR",8,"03/08/2017",7,"Male",87,1.34743409,2017-02-13,NA,171,0.468172485,"ingroupnonbreeder",1
"KR19M004",NA,"KRR",NA,"17/03/2018",NA,"Male",NA,NA,2017-02-13,NA,397,1.086926762,"Disappeared",2
"KR19M005","Kuruman 19","KRR",7,"15/02/2017",8,"Male",20,209.6293089,2017-02-13,NA,0,0,"ingroupnonbreeder",1
"KR19M005","Kuruman 19","KRR",9,"23/05/2018",8,"Male",NA,124.3583704,2017-02-13,NA,464,1.270362765,"ingroupnonbreeder",1
"KR19M005","Kuruman 19","KRR",11,"25/03/2019",9,"Male",107,69.35182863,2017-02-13,NA,770,2.108145106,"ingroupnonbreeder",1
"KR19M005","Kuruman 19","KRR",12,"18/11/2019",12,"Male",120,9.848668221,2017-02-13,NA,1008,2.759753593,"ingroupnonbreeder",1
"KR19M005","Kuruman 19","KRR",13,"30/04/2020",10,"Male",106,135.605622,2017-02-13,NA,1172,3.208761123,"ingroupnonbreeder",1
"KR19M005","Kuruman 19","KRR",NA,"27/05/2020",NA,"Male",NA,64.81177172,2017-02-13,99,1199,3.282683094,"ingroupnonbreeder",99
"KR19M006","Kuruman 19","KRR",7,"14/02/2017",8,"Male",25,209.6293089,2017-02-13,NA,0,0,"ingroupnonbreeder",1
"KR19M006","Kuruman 19","KRR",8,"01/08/2017",7,"Male",67,1.34743409,2017-02-13,NA,169,0.462696783,"ingroupnonbreeder",1
"KR19M006","Kuruman 19","KRR",9,"23/05/2018",8,"Male",96,124.3583704,2017-02-13,NA,464,1.270362765,"ingroupnonbreeder",1
"KR19M006","Kuruman 19","KRR",10,"15/11/2018",6,"Male",115,17.16380656,2017-02-13,NA,640,1.752224504,"ingroupnonbreeder",1
"KR19M006","Kuruman 19","KRR",11,"25/03/2019",9,"Male",119,69.35182863,2017-02-13,NA,770,2.108145106,"ingroupnonbreeder",1
"KR19M006","Kuruman 19","KRR",12,"20/11/2019",12,"Male",117,9.848668221,2017-02-13,NA,1010,2.765229295,"ingroupnonbreeder",1
