"AnimalID","GroupID","Location","TrappingPeriod","DateofCapture","CaptureStart","GroupSize","Sex","weight","firstcapturedate","Time.days","Time.years","statecode","TeethWidth","BodyLength","weight.ln","teethwidth.ln"
"KR1F014","Kuruman 22","KRR",7,2017-02-13,"13/02/2017",1,"Female",154,"21/11/2013",1180,3.230663929,"single",6.23,18.05,5.03695260241363,1.82937633279936
"KR1F015","Kuruman 1","KRR",2,2014-07-27,"27/07/2014",10,"Female",86,"22/11/2013",247,0.676249144,"femalenonbreeder",5.31,15.65,4.45434729625351,1.66959183525385
"KR1F015","Kuruman 1","KRR",3,2015-02-17,"16/02/2015",10,"Female",106,"22/11/2013",452,1.237508556,"femalenonbreeder",5.455,16.8,4.66343909411207,1.69653261928503
"KR1F015","Kuruman 24","KRR",4,2015-10-16,"14/10/2015",1,"Female",102,"22/11/2013",693,1.897330595,"single",5.685,16.7,4.62497281328427,1.7378311272025
"KR1F015","Kuruman 24","KRR",5,2016-05-03,"02/05/2016",1,"Female",115,"22/11/2013",893,2.444900753,"single",5.72,16.95,4.74493212836325,1.74396880539171
"KR1F018","Kuruman 1","KRR",4,2015-10-15,"14/10/2015",7,"Female",144,"27/07/2014",445,1.2183436,"femalenonbreeder",6.005,18.6,4.969813299576,1.79259245553195
"KR1F018","Kuruman 1","KRR",5,2016-04-27,"26/04/2016",9,"Female",148,"27/07/2014",640,1.752224504,"femalenonbreeder",6.19,18.8,4.99721227376411,1.8229350866965
"KR1F019","Kuruman 1","KRR",4,2015-10-15,"14/10/2015",7,"Female",127,"28/07/2014",444,1.215605749,"femalenonbreeder",5.755,17.65,4.84418708645859,1.75006904217385
"KR1F019","Kuruman 1","KRR",5,2016-04-27,"26/04/2016",9,"Female",119,"28/07/2014",639,1.749486653,"femalenonbreeder",6.12,17.7,4.77912349311153,1.81156209652423
"KR1F022","Kuruman 1","KRR",8,2017-10-09,"09/10/2017",4,"Female",112,"03/05/2017",159,0.435318275,"femalenonbreeder",5.475,17.2,4.71849887129509,1.70019227570256
"KR1F022","Kuruman 1","KRR",9,2018-03-23,"23/03/2018",4,"Female",134,"03/05/2017",324,0.887063655,"femalenonbreeder",5.96,17.4,4.89783979995091,1.78507048107726
"KR20F007","Kuruman 20","KRR",10,2018-09-23,"21/09/2018",14,"Female",104,"02/08/2017",417,1.141683778,"femalenonbreeder",5.425,17.4,4.64439089914137,1.69101789942652
"KR20F009","Kuruman 20","KRR",11,2019-03-27,"25/03/2019",17,"Female",87,"13/05/2018",318,0.87063655,"femalenonbreeder",5.27,15.45,4.46590811865458,1.66203036255327
"KR20F009","Kuruman 51","KRR",13,2020-03-24,"23/03/2020",1,"Female",112,"13/05/2018",681,1.864476386,"single",5.695,17.25,4.71849887129509,1.73958859689915
"KR20F011","Kuruman 20","KRR",11,2019-03-26,"25/03/2019",17,"Female",115,"12/05/2018",318,0.87063655,"femalenonbreeder",5.545,17.05,4.74493212836325,1.71289662080233
"KR20F012","Kuruman 20","KRR",10,2018-09-23,"21/09/2018",14,"Female",84,"12/05/2018",134,0.366872005,"femalenonbreeder",5.265,15.85,4.43081679884331,1.66108114558594
"KR20F012","Kuruman 20","KRR",11,2019-03-25,"25/03/2019",17,"Female",93,"12/05/2018",317,0.8678987,"femalenonbreeder",5.44,16.4,4.53259949315326,1.69377906086785
"KR20F012","Kuruman 20","KRR",13,2020-04-06,"06/04/2020",19,"Female",124,"12/05/2018",695,1.902806297,"femalenonbreeder",5.935,17.75,4.82028156560504,1.78086702806163
"KR20F013","Kuruman 20","KRR",10,2018-09-21,"21/09/2018",14,"Female",78,"09/05/2018",135,0.369609856,"femalenonbreeder",5.38,16.3,4.35670882668959,1.68268837417369
"KR20F013","Kuruman 20","KRR",11,2019-03-26,"25/03/2019",17,"Female",100,"09/05/2018",321,0.878850103,"femalenonbreeder",5.755,16.75,4.60517018598809,1.75006904217385
"KR20F015","Kuruman 20","KRR",13,2020-04-07,"06/04/2020",19,"Female",105,"26/03/2019",378,1.034907598,"femalenonbreeder",5.37,16.5,4.65396035015752,1.68082790852077
"KR20F018","Kuruman 20","KRR",13,2020-04-06,"06/04/2020",19,"Female",105,"28/03/2019",375,1.026694045,"femalenonbreeder",5.64,16.3,4.65396035015752,1.72988406550997
"KR20F022","Kuruman 20","KRR",13,2020-04-07,"06/04/2020",19,"Female",87,"07/04/2020",0,0,"femalenonbreeder",5.31,16,4.46590811865458,1.66959183525385
"KR21F001","Kuruman 21","KRR",3,2015-02-27,"27/02/2015",1,"Female",104,"27/02/2015",0,0,"single",6.195,17.4,4.64439089914137,1.82374251508111
"KR21F001","Kuruman 21","KRR",4,2015-10-11,"11/10/2015",1,"Female",109,"27/02/2015",226,0.618754278,"single",6.015,17.5,4.69134788222914,1.79425634942664
"KR21F001","Kuruman 21","KRR",5,2016-04-17,"17/04/2016",1,"Female",108,"27/02/2015",415,1.136208077,"single",5.945,17.1,4.68213122712422,1.78255053014275
"KR21F001","Kuruman 21","KRR",7,2017-01-16,"16/01/2017",1,"Female",115,"27/02/2015",689,1.886379192,"single",6.165,17.5,4.74493212836325,1.81888813661631
"KR21F001","Kuruman 21","KRR",8,2017-07-31,"31/07/2017",1,"Female",113,"27/02/2015",885,2.422997947,"single",5.95,17.95,4.72738781871234,1.78339121955754
"KR21F001","Kuruman 21","KRR",9,2018-04-25,"25/04/2018",1,"Female",113,"27/02/2015",1153,3.156741958,"single",6.19,17.4,4.72738781871234,1.8229350866965
"KR21F001","Kuruman 21","KRR",10,2018-10-01,"30/09/2018",1,"Female",106,"27/02/2015",1312,3.592060233,"single",5.865,17.45,4.66343909411207,1.76900248210544
"KR21F001","Kuruman 21","KRR",11,2019-03-21,"21/03/2019",1,"Female",102,"27/02/2015",1483,4.060232717,"single",5.95,17.5,4.62497281328427,1.78339121955754
"KR21F001","Kuruman 21","KRR",13,2020-03-06,"05/03/2020",1,"Female",108,"27/02/2015",1834,5.021218344,"single",6.135,17.1,4.68213122712422,1.81401007816287
"KR24F002","Kuruman 24","KRR",9,2018-03-25,"24/03/2018",4,"Female",103,"25/03/2018",0,0,"femalenonbreeder",5.62,17.05,4.63472898822964,1.7263316639056
"KR24F002","Kuruman 24","KRR",12,2019-09-23,"23/09/2019",3,"Female",105,"25/03/2018",547,1.497604381,"femalenonbreeder",5.98,17.8,4.65396035015752,1.78842056796254
"KR24F002","Kuruman 24","KRR",13,2020-03-30,"30/03/2020",3,"Female",123,"25/03/2018",736,2.015058179,"femalenonbreeder",6.065,18.05,4.81218435537242,1.80253454239601
"KR26F011","Kuruman 26","KRR",12,2019-10-17,"17/10/2019",13,"Female",108,"30/03/2018",566,1.549623546,"femalenonbreeder",5.56,17.35,4.68213122712422,1.71559810826249
"KR26F011","Kuruman 26","KRR",13,2020-05-04,"04/05/2020",11,"Female",116,"30/03/2018",766,2.097193703,"femalenonbreeder",5.465,17.35,4.75359019110636,1.6983641216285
"KR26F013","Kuruman 26","KRR",12,2019-10-17,"17/10/2019",13,"Female",118,"31/03/2018",565,1.546885695,"femalenonbreeder",5.685,18.45,4.77068462446567,1.7378311272025
"KR26F013","Kuruman 26","KRR",13,2020-05-04,"04/05/2020",11,"Female",135,"31/03/2018",765,2.094455852,"femalenonbreeder",6.015,18.6,4.90527477843843,1.79425634942664
"KR26F022","Kuruman 26","KRR",13,2020-05-04,"04/05/2020",11,"Female",91,"20/10/2019",197,0.539356605,"femalenonbreeder",5.545,15.7,4.51085950651685,1.71289662080233
"KR26F024","Kuruman 26","KRR",13,2020-05-04,"04/05/2020",11,"Female",83,"20/10/2019",197,0.539356605,"femalenonbreeder",5.625,15.05,4.4188406077966,1.72722094809048
"KR27F002","Kuruman 27","KRR",8,2017-08-08,"07/08/2017",12,"Female",107,"05/02/2017",184,0.503764545,"femalenonbreeder",5.37,17,4.67282883446191,1.68082790852077
"KR27F002","Kuruman 27","KRR",13,2020-05-06,"05/05/2020",8,"Female",150,"05/02/2017",1186,3.247091034,"femalenonbreeder",6.455,18.65,5.01063529409626,1.86485502429861
"KR27F008","Kuruman 27","KRR",8,2017-08-08,"07/08/2017",12,"Female",92,"06/02/2017",183,0.501026694,"femalenonbreeder",5.47,16.5,4.52178857704904,1.69927861643389
"KR27F012","Kuruman 27","KRR",12,2019-09-16,"16/09/2019",6,"Female",111,"07/04/2018",527,1.442847365,"femalenonbreeder",5.525,17.45,4.70953020131233,1.70928324740382
"KR27F013","Kuruman 27","KRR",12,2019-09-17,"16/09/2019",6,"Female",107,"06/04/2018",529,1.448323066,"femalenonbreeder",5.5,16.95,4.67282883446191,1.70474809223843
"KR27F013","Kuruman 27","KRR",13,2020-05-06,"05/05/2020",8,"Female",92,"06/04/2018",761,2.083504449,"femalenonbreeder",5.495,16.7,4.52178857704904,1.70383858785558
"KR28F003","Kuruman 28","KRR",9,2018-04-22,"20/04/2018",8,"Female",99,"21/10/2017",183,0.501026694,"femalenonbreeder",5.345,16.1,4.59511985013459,1.67616154447701
"KR28F003","Kuruman 28","KRR",10,2018-09-18,"15/09/2018",9,"Female",111,"21/10/2017",332,0.908966461,"femalenonbreeder",5.665,17.55,4.70953020131233,1.73430689447997
"KR28F003","Kuruman 28","KRR",11,2019-03-20,"19/03/2019",11,"Female",119,"21/10/2017",515,1.409993155,"femalenonbreeder",5.785,17.85,4.77912349311153,1.75526836064564
"KR28F006","Kuruman 28","KRR",13,2020-03-17,"16/03/2020",13,"Female",128,"22/04/2018",695,1.902806297,"femalenonbreeder",6.075,18.45,4.85203026391962,1.80418198922661
"KR28F009","Kuruman 28","KRR",13,2020-03-17,"16/03/2020",13,"Female",134,"16/09/2018",548,1.500342231,"femalenonbreeder",6.225,18.2,4.89783979995091,1.82857344235077
"KR2F001","Kuruman 2","KRR",1,2014-01-31,"29/01/2014",1,"Female",169,"31/01/2014",0,0,"single",6.535,19.15,5.12989871492307,1.87717234707619
"KR2F001","Kuruman 2","KRR",2,2014-07-27,"27/07/2014",1,"Female",151,"31/01/2014",177,0.484599589,"single",6.575,19.05,5.01727983681492,1.88327457806383
"KR2F001","Kuruman 2","KRR",3,2015-02-17,"16/02/2015",1,"Female",158,"31/01/2014",382,1.045859001,"single",6.46,19.1,5.06259503302697,1.86562931779451
"KR2F001","Kuruman 2","KRR",4,2015-10-15,"15/10/2015",1,"Female",169,"31/01/2014",622,1.70294319,"single",6.485,19.1,5.12989871492307,1.86949181776841
"KR30F002","Kuruman 30","KRR",13,2020-04-27,"27/04/2020",10,"Female",74,"27/04/2020",0,0,"femalenonbreeder",5.43,15.2,4.30406509320417,1.69193913394584
"KR31F001","Kuruman 31","KRR",5,2016-05-05,"04/05/2016",1,"Female",94,"05/05/2016",0,0,"single",5.485,16.6,4.54329478227,1.70201709372719
"KR31F004","Kuruman 48","KRR",12,2019-10-23,"22/10/2019",1,"Female",144,"19/10/2017",734,2.009582478,"single",6.005,18.6,4.969813299576,1.79259245553195
"KR31F004","Kuruman 48","KRR",13,2020-03-27,"26/03/2020",1,"Female",146,"19/10/2017",890,2.436687201,"single",6.005,19.1,4.98360662170834,1.79259245553195
"KR31F008","Kuruman 31","KRR",13,2020-04-20,"20/04/2020",17,"Female",88,"24/11/2019",148,0.405201916,"femalenonbreeder",5.33,16.75,4.47733681447821,1.67335123817775
"KR31F009","Kuruman 31","KRR",13,2020-04-21,"20/04/2020",17,"Female",120,"24/11/2019",149,0.407939767,"femalenonbreeder",5.355,17.7,4.78749174278205,1.67803070389971
"KR31F011","Kuruman 31","KRR",12,2019-11-24,"23/11/2019",13,"Female",105,"24/11/2019",0,0,"femalenonbreeder",5.445,17.4,4.65396035015752,1.69469775638492
"KR31F011","Kuruman 31","KRR",13,2020-04-21,"20/04/2020",17,"Female",119,"24/11/2019",149,0.407939767,"femalenonbreeder",5.305,17.55,4.77912349311153,1.66864977206595
"KR31F012","Kuruman 31","KRR",12,2019-11-25,"23/11/2019",13,"Female",124,"25/11/2019",0,0,"femalenonbreeder",5.79,18.15,4.82028156560504,1.7561322915849
"KR31F012","Kuruman 31","KRR",13,2020-04-20,"20/04/2020",17,"Female",117,"25/11/2019",147,0.402464066,"femalenonbreeder",5.955,17.65,4.76217393479776,1.78423120280726
"KR31F016","Kuruman 31","KRR",12,2019-11-25,"23/11/2019",13,"Female",139,"25/11/2019",0,0,"femalenonbreeder",5.635,18.8,4.93447393313069,1.72899714749174
"KR31F016","Kuruman 31","KRR",13,2020-04-20,"20/04/2020",17,"Female",133,"25/11/2019",147,0.402464066,"femalenonbreeder",5.73,19,4.89034912822175,1.74571553072665
"KR32F001","Kuruman 32","KRR",7,2017-01-23,"23/01/2017",1,"Female",119,"23/01/2017",0,0,"single",5.99,18,4.77912349311153,1.79009141212736
"KR33F001","Kuruman 33","KRR",11,2019-04-18,"15/04/2019",7,"Female",95,"13/09/2017",582,1.593429158,"femalenonbreeder",5.465,16.45,4.55387689160054,1.6983641216285
"KR33F001","Kuruman 33","KRR",12,2019-10-08,"07/10/2019",7,"Female",93,"13/09/2017",755,2.067077344,"femalenonbreeder",5.465,16.3,4.53259949315326,1.6983641216285
"KR33F001","Kuruman 33","KRR",13,2020-04-16,"15/04/2020",6,"Female",91,"13/09/2017",946,2.590006845,"femalenonbreeder",5.415,15.65,4.51085950651685,1.68917288045295
"KR33F003","Kuruman 33","KRR",11,2019-04-16,"15/04/2019",7,"Female",91,"16/10/2018",182,0.498288843,"femalenonbreeder",5.27,16.65,4.51085950651685,1.66203036255327
"KR33F003","Kuruman 33","KRR",12,2019-10-08,"07/10/2019",7,"Female",95,"16/10/2018",357,0.977412731,"femalenonbreeder",5.515,15.95,4.55387689160054,1.70747165270547
"KR35F001","Kuruman 35","KRR",12,2019-10-06,"06/10/2019",7,"Female",79,"04/04/2019",185,0.506502396,"femalenonbreeder",5.525,15.75,4.36944785246702,1.70928324740382
"KR36F003","Kuruman 36","KRR",8,2017-10-10,"09/10/2017",14,"Female",93,"08/05/2017",155,0.424366872,"femalenonbreeder",5.31,16.75,4.53259949315326,1.66959183525385
"KR36F003","Kuruman 36","KRR",10,2018-10-14,"13/10/2018",12,"Female",122,"08/05/2017",524,1.434633812,"femalenonbreeder",5.935,17.45,4.80402104473326,1.78086702806163
"KR36F003","Kuruman 36","KRR",11,2019-04-16,"15/04/2019",15,"Female",139,"08/05/2017",708,1.938398357,"femalenonbreeder",6.05,18.15,4.93447393313069,1.80005827204275
"KR36F004","Kuruman 36","KRR",8,2017-10-09,"09/10/2017",14,"Female",97,"08/05/2017",154,0.421629021,"femalenonbreeder",5.45,16.25,4.57471097850338,1.69561560867515
"KR36F004","Kuruman 36","KRR",9,2018-04-19,"17/04/2018",9,"Female",116,"08/05/2017",346,0.947296372,"femalenonbreeder",6.015,17,4.75359019110636,1.79425634942664
"KR36F006","Kuruman 36","KRR",7,2017-05-09,"08/05/2017",14,"Female",89,"09/05/2017",0,0,"femalenonbreeder",5.47,16.45,4.48863636973214,1.69927861643389
"KR36F006","Kuruman 36","KRR",8,2017-10-09,"09/10/2017",14,"Female",102,"09/05/2017",153,0.41889117,"femalenonbreeder",5.755,17,4.62497281328427,1.75006904217385
"KR36F006","Kuruman 36","KRR",9,2018-04-20,"17/04/2018",9,"Female",121,"09/05/2017",346,0.947296372,"femalenonbreeder",6.22,17.05,4.79579054559674,1.82776990675109
"KR36F008","Kuruman 36","KRR",7,2017-05-09,"08/05/2017",14,"Female",97,"09/05/2017",0,0,"femalenonbreeder",6.005,17.5,4.57471097850338,1.79259245553195
"KR36F008","Kuruman 36","KRR",8,2017-10-10,"09/10/2017",14,"Female",114,"09/05/2017",154,0.421629021,"femalenonbreeder",6.155,17.75,4.7361984483945,1.81726475963642
"KR36F009","Kuruman 36","KRR",7,2017-05-09,"08/05/2017",14,"Female",101,"09/05/2017",0,0,"femalenonbreeder",5.515,17.25,4.61512051684126,1.70747165270547
"KR36F009","Kuruman 36","KRR",8,2017-10-09,"09/10/2017",14,"Female",121,"09/05/2017",153,0.41889117,"femalenonbreeder",6.07,18.05,4.79579054559674,1.80335860507141
"KR36F010","Kuruman 36","KRR",10,2018-10-14,"13/10/2018",12,"Female",109,"09/05/2017",523,1.431895962,"femalenonbreeder",5.555,17.55,4.69134788222914,1.71469842309159
"KR36F010","Kuruman 36","KRR",12,2019-10-31,"28/10/2019",4,"Female",113,"09/05/2017",905,2.477754962,"femalenonbreeder",5.785,17.75,4.72738781871234,1.75526836064564
"KR36F010","Kuruman 36","KRR",13,2020-05-11,"11/05/2020",8,"Female",115,"09/05/2017",1098,3.006160164,"femalenonbreeder",6.015,17.6,4.74493212836325,1.79425634942664
"KR36F012","Kuruman 36","KRR",7,2017-05-10,"08/05/2017",14,"Female",149,"10/05/2017",0,0,"femalenonbreeder",7.025,19,5.00394630594546,1.94947521521981
"KR36F012","Kuruman 36","KRR",8,2017-10-10,"09/10/2017",14,"Female",154,"10/05/2017",153,0.41889117,"femalenonbreeder",7.025,19.1,5.03695260241363,1.94947521521981
"KR36F012","Kuruman 36","KRR",11,2019-04-16,"15/04/2019",15,"Female",184,"10/05/2017",706,1.932922656,"femalenonbreeder",7.055,19.1,5.21493575760899,1.95373658530478
"KR36F018","Kuruman 36","KRR",11,2019-04-15,"15/04/2019",15,"Female",110,"13/10/2018",184,0.503764545,"femalenonbreeder",5.62,16.95,4.70048036579242,1.7263316639056
"KR36F018","Kuruman 36","KRR",12,2019-10-31,"28/10/2019",4,"Female",114,"13/10/2018",383,1.048596851,"femalenonbreeder",5.885,17.15,4.7361984483945,1.77240674071224
"KR36F018","Kuruman 36","KRR",13,2020-05-11,"11/05/2020",8,"Female",125,"13/10/2018",576,1.577002053,"femalenonbreeder",6.095,17.65,4.8283137373023,1.80746876293323
"KR36F019","Kuruman 36","KRR",12,2019-10-31,"28/10/2019",4,"Female",98,"14/10/2018",382,1.045859001,"femalenonbreeder",5.67,17.05,4.58496747867057,1.73518911773966
"KR36F019","Kuruman 36","KRR",13,2020-05-12,"11/05/2020",8,"Female",110,"14/10/2018",576,1.577002053,"femalenonbreeder",6.095,16.9,4.70048036579242,1.80746876293323
"KR36F020","Kuruman 36","KRR",10,2018-10-14,"13/10/2018",12,"Female",113,"14/10/2018",0,0,"femalenonbreeder",5.925,17.3,4.72738781871234,1.7791806870212
"KR36F020","Kuruman 36","KRR",11,2019-04-15,"15/04/2019",15,"Female",143,"14/10/2018",183,0.501026694,"femalenonbreeder",6.615,18.2,4.96284463025991,1.88933979756692
"KR36F023","Kuruman 36","KRR",13,2020-05-11,"11/05/2020",8,"Female",88,"16/04/2019",391,1.070499658,"femalenonbreeder",5.385,16.1,4.47733681447821,1.68361731060835
"KR36F025","Kuruman 36","KRR",13,2020-05-11,"11/05/2020",8,"Female",86,"17/04/2019",390,1.067761807,"femalenonbreeder",5.47,15.85,4.45434729625351,1.69927861643389
"KR3F001","Kuruman 3","KRR",1,2013-12-30,"28/12/2013",1,"Female",120,"30/12/2013",0,0,"single",6.285,17.7,4.78749174278205,1.83816584204221
"KR42F001","Kuruman 42","KRR",13,2020-03-14,"08/03/2020",7,"Female",103,"17/10/2018",514,1.407255305,"femalenonbreeder",5.52,16.25,4.63472898822964,1.708377860289
"KR43F002","Kuruman 43","KRR",12,2019-09-16,"16/09/2019",7,"Female",96,"27/11/2018",293,0.802190281,"femalenonbreeder",5.715,16.95,4.56434819146784,1.74309429724677
"KR43F002","Kuruman 43","KRR",13,2020-03-16,"16/03/2020",10,"Female",110,"27/11/2018",475,1.300479124,"femalenonbreeder",6.065,17.4,4.70048036579242,1.80253454239601
"KR43F003","Kuruman 43","KRR",13,2020-03-16,"16/03/2020",10,"Female",92,"26/11/2018",476,1.303216975,"femalenonbreeder",5.355,16.05,4.52178857704904,1.67803070389971
"KR45F001","Kuruman 45","KRR",11,2019-04-01,"01/04/2019",1,"Female",109,"01/04/2019",0,0,"single",6.065,17.25,4.69134788222914,1.80253454239601
"KR46F001","Kuruman 46","KRR",11,2019-04-03,"02/04/2019",1,"Female",119,"03/04/2019",0,0,"single",5.995,16.95,4.77912349311153,1.79092578847948
"KR46F001","Kuruman 46","KRR",13,2020-05-20,"20/05/2020",1,"Female",128,"03/04/2019",413,1.130732375,"single",6.44,17.35,4.85203026391962,1.86252854011626
"KR47F001","Kuruman 47","KRR",12,2019-10-21,"21/10/2019",1,"Female",116,"21/10/2019",0,0,"single",5.88,17.75,4.75359019110636,1.77155676191054
"KR47F001","Kuruman 47","KRR",13,2020-03-26,"26/03/2020",1,"Female",127,"21/10/2019",157,0.429842574,"single",6.095,17.55,4.84418708645859,1.80746876293323
"KR49F003","Kuruman 49","KRR",12,2019-10-28,"28/10/2019",17,"Female",117,"28/10/2019",0,0,"femalenonbreeder",5.315,18.3,4.76217393479776,1.67053301179391
"KR49F005","Kuruman 49","KRR",12,2019-10-28,"28/10/2019",17,"Female",109,"28/10/2019",0,0,"femalenonbreeder",5.485,17.4,4.69134788222914,1.70201709372719
"KR49F006","Kuruman 49","KRR",12,2019-10-28,"28/10/2019",17,"Female",111,"28/10/2019",0,0,"femalenonbreeder",5.52,17.4,4.70953020131233,1.708377860289
"KR50F001","Kuruman 50","KRR",13,2020-03-24,"23/03/2020",1,"Female",124,"24/03/2020",0,0,"single",5.945,17.55,4.82028156560504,1.78255053014275
"KR52F001","Kuruman 52","KRR",13,2020-04-06,"06/04/2020",1,"Female",129,"06/04/2020",0,0,"single",5.715,18.35,4.85981240436167,1.74309429724677
"KR7F004","Kuruman 7","KRR",1,2013-12-04,"03/12/2013",17,"Female",110,"04/12/2013",0,0,"femalenonbreeder",5.655,17.55,4.70048036579242,1.73254010956808
"KR7F006","Kuruman 7","KRR",3,2015-03-04,"03/03/2015",5,"Female",94,"05/12/2013",454,1.242984257,"femalenonbreeder",5.375,16.65,4.54329478227,1.68175857401373
"KR7F007","Kuruman 7","KRR",1,2013-12-05,"03/12/2013",17,"Female",137,"05/12/2013",0,0,"femalenonbreeder",6.14,17.7,4.91998092582813,1.81482474215905
"KR7F007","Kuruman 7","KRR",2,2014-08-06,"06/08/2014",6,"Female",124,"05/12/2013",244,0.668035592,"femalenonbreeder",6.12,17.55,4.82028156560504,1.81156209652423
"KR7F007","Kuruman 7","KRR",3,2015-03-04,"03/03/2015",5,"Female",125,"05/12/2013",454,1.242984257,"femalenonbreeder",6.35,18.05,4.8283137373023,1.8484548129046
"KR7F007","Kuruman 7","KRR",5,2016-02-16,"16/02/2016",2,"Female",138,"05/12/2013",803,2.198494182,"femalenonbreeder",6.48,18.35,4.92725368515721,1.86872051036418
"KR7F007","Kuruman 7","KRR",6,2016-09-05,"05/09/2016",1,"Female",135,"05/12/2013",1005,2.751540041,"single",6.42,18.25,4.90527477843843,1.85941811770187
"KR7F007","Kuruman 7","KRR",7,2017-02-07,"06/02/2017",1,"Female",131,"05/12/2013",1160,3.175906913,"single",6.47,18.1,4.87519732320115,1.86717610851281
"KR7F007","Kuruman 7","KRR",8,2017-08-14,"14/08/2017",1,"Female",132,"05/12/2013",1348,3.690622861,"single",6.345,18.55,4.88280192258637,1.84766710116635
"KR7F008","Kuruman 7","KRR",1,2013-12-05,"03/12/2013",17,"Female",98,"05/12/2013",0,0,"femalenonbreeder",5.83,16.7,4.58496747867057,1.7630170003624
"KR7F011","Kuruman 7","KRR",1,2013-12-05,"03/12/2013",17,"Female",101,"05/12/2013",0,0,"femalenonbreeder",5.65,17.3,4.61512051684126,1.73165554515835
"KR7F012","Kuruman 7","KRR",3,2015-03-04,"03/03/2015",5,"Female",91,"06/12/2013",453,1.240246407,"femalenonbreeder",5.295,16.25,4.51085950651685,1.66676297905337
"KR7F012","Kuruman 7","KRR",5,2016-02-17,"16/02/2016",2,"Female",122,"06/12/2013",803,2.198494182,"femalenonbreeder",6.07,17.8,4.80402104473326,1.80335860507141
"KR7F015","Kuruman 7","KRR",1,2013-12-06,"03/12/2013",17,"Female",93,"06/12/2013",0,0,"femalenonbreeder",5.33,16.25,4.53259949315326,1.67335123817775
"KR7F015","Kuruman 7","KRR",2,2014-08-08,"06/08/2014",6,"Female",100,"06/12/2013",245,0.670773443,"femalenonbreeder",5.59,16.85,4.60517018598809,1.72097928716701
"KR7F017","Kuruman 7","KRR",1,2013-12-07,"03/12/2013",17,"Female",122,"07/12/2013",0,0,"femalenonbreeder",5.985,17.8,4.80402104473326,1.78925633900994
"KR7F019","Kuruman 7","KRR",12,2019-10-01,"30/09/2019",11,"Female",88,"14/11/2018",321,0.878850103,"femalenonbreeder",5.35,16.25,4.47733681447821,1.67709656090792
"KR7F020","Kuruman 7","KRR",12,2019-09-30,"30/09/2019",11,"Female",95,"10/03/2019",204,0.558521561,"femalenonbreeder",5.28,16.25,4.55387689160054,1.66392609771817
"KR7F020","Kuruman 7","KRR",13,2020-05-20,"20/05/2020",6,"Female",106,"10/03/2019",437,1.196440794,"femalenonbreeder",5.55,17.1,4.66343909411207,1.71379792775834
"KR8F001","Kuruman 8","KRR",1,2013-12-03,"03/12/2013",6,"Female",100,"03/12/2013",0,0,"femalenonbreeder",5.275,16.5,4.60517018598809,1.66297867936213
"KR8F002","Kuruman 8","KRR",1,2013-12-03,"03/12/2013",6,"Female",99,"03/12/2013",0,0,"femalenonbreeder",5.455,17.05,4.59511985013459,1.69653261928503
"KR8F002","Kuruman 8","KRR",2,2014-08-05,"05/08/2014",2,"Female",97,"03/12/2013",245,0.670773443,"femalenonbreeder",5.585,17.15,4.57471097850338,1.72008443252116
"KR8F002","Kuruman 8","KRR",3,2015-03-02,"01/03/2015",2,"Female",112,"03/12/2013",454,1.242984257,"femalenonbreeder",5.985,17.9,4.71849887129509,1.78925633900994
"KR8F002","Kuruman 8","KRR",4,2015-09-16,"16/09/2015",1,"Female",110,"03/12/2013",652,1.785078713,"single",5.73666666666667,18.0333333333333,4.70048036579242,1.74687832155534
"KR8F003","Kuruman 8","KRR",1,2013-12-03,"03/12/2013",6,"Female",113,"03/12/2013",0,0,"femalenonbreeder",5.79,17.3,4.72738781871234,1.7561322915849
"KR8F003","Kuruman 20","KRR",1,2014-05-14,"14/05/2014",1,"Female",137,"03/12/2013",162,0.443531828,"single",5.905,17.35,4.91998092582813,1.77579944964933
"KR8F003","Kuruman 20","KRR",2,2014-11-17,"17/11/2014",1,"Female",109,"03/12/2013",349,0.955509925,"single",5.895,17.35,4.69134788222914,1.77410453398933
"KR8F003","Kuruman 20","KRR",4,2015-10-12,"12/10/2015",1,"Female",111,"03/12/2013",678,1.856262834,"single",5.795,17.3,4.70953020131233,1.75699547679172
"KR8F003","Kuruman 20","KRR",5,2016-04-17,"17/04/2016",1,"Female",109,"03/12/2013",866,2.370978782,"single",5.98,17.2,4.69134788222914,1.78842056796254
"KR8F005","Kuruman 8","KRR",1,2013-12-05,"03/12/2013",6,"Female",123,"05/12/2013",0,0,"femalenonbreeder",5.765,17.7,4.81218435537242,1.75180515372102
"KR8F005","Kuruman 8","KRR",2,2014-08-06,"05/08/2014",2,"Female",123,"05/12/2013",244,0.668035592,"femalenonbreeder",5.665,17.7,4.81218435537242,1.73430689447997
"KR8F005","Kuruman 8","KRR",3,2015-03-02,"01/03/2015",2,"Female",141,"05/12/2013",452,1.237508556,"femalenonbreeder",5.81,18.45,4.94875989037817,1.75958057086382
"KR8F008","Kuruman 8","KRR",7,2017-02-07,"06/02/2017",12,"Female",124,"07/02/2017",0,0,"femalenonbreeder",5.985,17.7,4.82028156560504,1.78925633900994
"KR8F009","Kuruman 8","KRR",8,2017-08-16,"14/08/2017",11,"Female",105,"06/02/2017",191,0.5229295,"femalenonbreeder",5.55,16.65,4.65396035015752,1.71379792775834
"KR8F012","Kuruman 8","KRR",8,2017-08-14,"14/08/2017",11,"Female",94,"08/02/2017",187,0.511978097,"femalenonbreeder",5.7,16.6,4.54329478227,1.7404661748405
