"AnimalID","GroupID","Location","TrappingPeriod","DateofCapture","CaptureStart","GroupSize","Sex","weight","firstcapturedate","Time.days","Time.years","statecode","TeethWidth","BodyLength","weight.ln","teethwidth.ln"
"KR8F017","Kuruman 8","KRR",10,2018-11-05,"05/11/2018",16,"Female",118,"15/08/2017",447,1.223819302,"femalenonbreeder",5.63,17.7,4.77068462446567,1.7281094421516
"KR8F025","Kuruman 8","KRR",10,2018-11-05,"05/11/2018",16,"Female",100,"03/05/2018",186,0.509240246,"femalenonbreeder",5.315,16.7,4.60517018598809,1.67053301179391
"KR8F025","Kuruman 55","KRR",13,2020-05-06,"06/05/2020",1,"Female",118,"03/05/2018",734,2.009582478,"single",6.36,17.8,4.77068462446567,1.85002837735203
"KR8F027","Kuruman 8","KRR",12,2019-10-16,"15/10/2019",15,"Female",115,"06/11/2018",344,0.941820671,"femalenonbreeder",5.445,17.8,4.74493212836325,1.69469775638492
"KR8F027","Kuruman 8","KRR",13,2020-04-20,"20/04/2020",22,"Female",118,"06/11/2018",531,1.453798768,"femalenonbreeder",5.6,18.1,4.77068462446567,1.7227665977411
"KR8F030","Kuruman 8","KRR",13,2020-04-20,"20/04/2020",22,"Female",128,"10/03/2019",407,1.11430527,"femalenonbreeder",5.78,18.05,4.85203026391962,1.75440368268429
"KR8F031","Kuruman 8","KRR",13,2020-04-21,"20/04/2020",22,"Female",110,"10/03/2019",408,1.117043121,"femalenonbreeder",5.35,17,4.70048036579242,1.67709656090792
"KR8F033","Kuruman 8","KRR",13,2020-04-21,"20/04/2020",22,"Female",104,"16/10/2019",188,0.514715948,"femalenonbreeder",5.715,16.55,4.64439089914137,1.74309429724677
"KR8F036","Kuruman 8","KRR",13,2020-04-20,"20/04/2020",22,"Female",84,"16/10/2019",187,0.511978097,"femalenonbreeder",5.275,15.6,4.43081679884331,1.66297867936213
"L11F003","Lonely 11","Lonely",1,2013-09-23,"23/09/2013",25,"Female",111,"23/09/2013",0,0,"femalenonbreeder",5.69,17.9,4.70953020131233,1.73871024813824
"L11F003","Lonely 11","Lonely",2,2014-03-04,"01/03/2014",16,"Female",121,"23/09/2013",162,0.443531828,"femalenonbreeder",6.03,17.8,4.79579054559674,1.79674701073909
"L11F003","Lonely 11","Lonely",3,2014-09-21,"16/09/2014",9,"Female",156,"23/09/2013",363,0.993839836,"femalenonbreeder",6.23,19.3,5.04985600724954,1.82937633279936
"L11F004","Lonely 11","Lonely",2,2014-03-02,"01/03/2014",16,"Female",107,"23/09/2013",160,0.438056126,"femalenonbreeder",5.39,17.3,4.67282883446191,1.68454538492091
"L11F004","Lonely 11","Lonely",3,2014-09-17,"16/09/2014",9,"Female",135,"23/09/2013",359,0.982888433,"femalenonbreeder",5.62,18.5,4.90527477843843,1.7263316639056
"L11F004","Lonely 11","Lonely",4,2015-03-23,"23/03/2015",8,"Female",126,"23/09/2013",546,1.49486653,"femalenonbreeder",5.945,19.15,4.83628190695148,1.78255053014275
"L11F004","Lonely 11","Lonely",5,2016-05-02,"02/05/2016",7,"Female",144,"23/09/2013",952,2.606433949,"femalenonbreeder",6.2,19.7,4.969813299576,1.82454929205105
"L11F006","Lonely 11","Lonely",1,2013-09-23,"23/09/2013",25,"Female",141,"23/09/2013",0,0,"femalenonbreeder",5.48,18.85,4.94875989037817,1.70110510095992
"L11F009","Lonely 11","Lonely",2,2014-03-03,"01/03/2014",16,"Female",96,"23/09/2013",161,0.440793977,"femalenonbreeder",5.375,16.6,4.56434819146784,1.68175857401373
"L11F011","Lonely 11","Lonely",1,2013-09-24,"23/09/2013",25,"Female",126,"24/09/2013",0,0,"femalenonbreeder",5.77,18.55,4.83628190695148,1.75267208052001
"L11F014","Lonely 11","Lonely",1,2013-09-24,"23/09/2013",25,"Female",120,"24/09/2013",0,0,"femalenonbreeder",5.85,18.15,4.78749174278205,1.76644166124377
"L11F014","Lonely 11","Lonely",2,2014-03-02,"01/03/2014",16,"Female",140,"24/09/2013",159,0.435318275,"femalenonbreeder",5.905,18.35,4.9416424226093,1.77579944964933
"L11F016","Lonely 11","Lonely",1,2013-09-24,"23/09/2013",25,"Female",91,"24/09/2013",0,0,"femalenonbreeder",5.585,16.3,4.51085950651685,1.72008443252116
"L11F016","Lonely 11","Lonely",2,2014-03-02,"01/03/2014",16,"Female",95,"24/09/2013",159,0.435318275,"femalenonbreeder",5.645,17,4.55387689160054,1.73077019760163
"L11F016","Lonely 11","Lonely",3,2014-09-18,"16/09/2014",9,"Female",123,"24/09/2013",359,0.982888433,"femalenonbreeder",5.975,18.55,4.81218435537242,1.78758409781757
"L11F019","Lonely 11","Lonely",2,2014-03-02,"01/03/2014",16,"Female",101,"24/09/2013",159,0.435318275,"femalenonbreeder",5.33,16.75,4.61512051684126,1.67335123817775
"L11F019","Lonely 11","Lonely",3,2014-09-20,"16/09/2014",9,"Female",128,"24/09/2013",361,0.988364134,"femalenonbreeder",5.795,18.75,4.85203026391962,1.75699547679172
"L11F019","Lonely 11","Lonely",4,2015-03-23,"23/03/2015",8,"Female",132,"24/09/2013",545,1.492128679,"femalenonbreeder",6.035,19.2,4.88280192258637,1.79757585454949
"L11F019","Lonely 11","Lonely",5,2016-05-02,"02/05/2016",7,"Female",139,"24/09/2013",951,2.603696099,"femalenonbreeder",6.265,20,4.93447393313069,1.83497858834803
"L11F024","Lonely 11","Lonely",2,2014-03-02,"01/03/2014",16,"Female",101,"25/09/2013",158,0.432580424,"femalenonbreeder",5.36,16.9,4.61512051684126,1.67896397508271
"L11F024","Lonely 11","Lonely",3,2014-09-19,"16/09/2014",9,"Female",128,"25/09/2013",359,0.982888433,"femalenonbreeder",5.62,19.355,4.85203026391962,1.7263316639056
"L12F001","Lonely 12","Lonely",1,2013-09-23,"23/09/2013",1,"Female",128,"23/09/2013",0,0,"single",5.65,18.2,4.85203026391962,1.73165554515835
"L13F001","Lonely 13","Lonely",2,2014-03-02,"01/03/2014",10,"Female",142,"29/09/2013",154,0.421629021,"femalenonbreeder",5.72,18.45,4.95582705760126,1.74396880539171
"L13F002","Lonely 13","Lonely",1,2013-09-29,"29/09/2013",12,"Female",142,"29/09/2013",0,0,"femalenonbreeder",5.86,19.25,4.95582705760126,1.76814960358892
"L13F005","Kuruman 25","KRR",5,2016-02-04,"04/02/2016",1,"Female",129,"30/09/2013",857,2.346338125,"single",6.045,18.7,4.85981240436167,1.79923148406676
"L13F005","Kuruman 25","KRR",7,2017-01-16,"16/01/2017",1,"Female",127,"30/09/2013",1204,3.296372348,"single",5.44,18.3,4.84418708645859,1.69377906086785
"L13F005","Kuruman 25","KRR",8,2017-07-31,"31/07/2017",1,"Female",119,"30/09/2013",1400,3.832991102,"single",5.785,18.95,4.77912349311153,1.75526836064564
"L13F005","Kuruman 25","KRR",9,2018-04-25,"25/04/2018",1,"Female",119,"30/09/2013",1668,4.566735113,"single",6.025,18.65,4.77912349311153,1.79591747937672
"L13F005","Kuruman 25","KRR",11,2019-03-23,"21/03/2019",1,"Female",121,"30/09/2013",2000,5.475701574,"single",5.805,18.6,4.79579054559674,1.75871961514985
"L13F005","Kuruman 25","KRR",13,2020-03-05,"05/03/2020",1,"Female",114,"30/09/2013",2348,6.428473648,"single",5.87,18.75,4.7361984483945,1.76985463384001
"L13F006","Lonely 13","Lonely",1,2013-09-30,"29/09/2013",12,"Female",115,"30/09/2013",0,0,"femalenonbreeder",5.61,16.85,4.74493212836325,1.7245507195346
"L13F006","Lonely 13","Lonely",2,2014-03-01,"01/03/2014",10,"Female",123,"30/09/2013",152,0.41615332,"femalenonbreeder",5.79,17.5,4.81218435537242,1.7561322915849
"L13F008","Lonely 13","Lonely",2,2014-03-03,"01/03/2014",10,"Female",115,"01/10/2013",153,0.41889117,"femalenonbreeder",5.715,17.5,4.74493212836325,1.74309429724677
"L13F009","Lonely 13","Lonely",1,2013-10-01,"29/09/2013",12,"Female",125,"01/10/2013",0,0,"femalenonbreeder",5.985,19,4.8283137373023,1.78925633900994
"L13F014","Lonely 13","Lonely",4,2015-03-26,"26/03/2015",8,"Female",104,"02/03/2014",389,1.065023956,"femalenonbreeder",5.27,17.05,4.64439089914137,1.66203036255327
"L13F015","Lonely 61","Lonely",5,2016-05-06,"05/05/2016",1,"Female",111,"17/09/2014",597,1.63449692,"single",5.32,17.8,4.70953020131233,1.67147330335355
"L13F020","Lonely 19","Lonely",6,2016-10-06,"06/10/2016",1,"Female",102,"27/03/2015",559,1.53045859,"single",5.265,16.1,4.62497281328427,1.66108114558594
"L13F029","Lonely 13","Lonely",7,2017-06-05,"05/06/2017",10,"Female",124,"24/02/2016",467,1.278576318,"femalenonbreeder",5.345,18.55,4.82028156560504,1.67616154447701
"L14F004","Lonely 14","Lonely",3,2014-09-17,"16/09/2014",8,"Female",124,"03/03/2014",198,0.542094456,"femalenonbreeder",5.505,18.65,4.82028156560504,1.70565677017464
"L14F006","Lonely 14","Lonely",3,2014-09-16,"16/09/2014",8,"Female",124,"03/03/2014",197,0.539356605,"femalenonbreeder",5.46,18.5,4.82028156560504,1.69744878975681
"L14F006","Lonely 63","Lonely",4,2015-03-23,"23/03/2015",1,"Female",130,"03/03/2014",385,1.054072553,"single",5.64333333333333,18.5,4.86753445045558,1.73047490747693
"L14F009","Lonely 14","Lonely",4,2015-01-29,"29/01/2015",8,"Female",105,"03/03/2014",332,0.908966461,"femalenonbreeder",5.61666666666667,17.1333333333333,4.65396035015752,1.72573836813026
"L14F013","Lonely 14","Lonely",2,2014-03-03,"01/03/2014",13,"Female",119,"03/03/2014",0,0,"femalenonbreeder",5.405,17.75,4.77912349311153,1.68732445109117
"L14F018","Lonely 14","Lonely",5,2016-02-09,"08/02/2016",12,"Female",107,"30/01/2015",375,1.026694045,"femalenonbreeder",5.295,17.7,4.67282883446191,1.66676297905337
"L17F001","Lonely 17","Lonely",2,2014-06-24,"23/06/2014",2,"Female",158,"24/06/2014",0,0,"femalenonbreeder",6.09,19,5.06259503302697,1.80664808172181
"L18F004","Lonely 18","Lonely",2,2014-03-14,"11/03/2014",14,"Female",80,"14/03/2014",0,0,"femalenonbreeder",5.375,15.75,4.38202663467388,1.68175857401373
"L18F004","Lonely 18","Lonely",3,2014-09-30,"30/09/2014",9,"Female",87,"14/03/2014",200,0.547570157,"femalenonbreeder",5.285,16.5,4.46590811865458,1.6648726193222
"L18F007","Lonely 18","Lonely",5,2016-03-01,"29/02/2016",5,"Female",109,"14/03/2014",718,1.965776865,"femalenonbreeder",5.31,17.5,4.69134788222914,1.66959183525385
