"AnimalID","GroupID","Location","TrappingPeriod","DateofCapture","CaptureStart","GroupSize","Sex","weight","firstcapturedate","Time.days","Time.years","statecode","BodyLength"
"KR7F012","Kuruman 7","KRR",3,2015-03-04,"03/03/2015",5,"Female",91,"06/12/2013",453,1.240246407,"femalenonbreeder",16.25
"KR7F012","Kuruman 7","KRR",5,2016-02-17,"16/02/2016",2,"Female",122,"06/12/2013",803,2.198494182,"femalenonbreeder",17.8
"KR7F015","Kuruman 7","KRR",1,2013-12-06,"03/12/2013",17,"Female",93,"06/12/2013",0,0,"femalenonbreeder",16.25
"KR7F015","Kuruman 7","KRR",2,2014-08-08,"06/08/2014",6,"Female",100,"06/12/2013",245,0.670773443,"femalenonbreeder",16.85
"KR7F017","Kuruman 7","KRR",1,2013-12-07,"03/12/2013",17,"Female",122,"07/12/2013",0,0,"femalenonbreeder",17.8
"KR7F019","Kuruman 7","KRR",12,2019-10-01,"30/09/2019",11,"Female",88,"14/11/2018",321,0.878850103,"femalenonbreeder",16.25
"KR7F020","Kuruman 7","KRR",12,2019-09-30,"30/09/2019",11,"Female",95,"10/03/2019",204,0.558521561,"femalenonbreeder",16.25
"KR7F020","Kuruman 7","KRR",13,2020-05-20,"20/05/2020",6,"Female",106,"10/03/2019",437,1.196440794,"femalenonbreeder",17.1
"KR8F001","Kuruman 8","KRR",1,2013-12-03,"03/12/2013",6,"Female",100,"03/12/2013",0,0,"femalenonbreeder",16.5
"KR8F002","Kuruman 8","KRR",1,2013-12-03,"03/12/2013",6,"Female",99,"03/12/2013",0,0,"femalenonbreeder",17.05
"KR8F002","Kuruman 8","KRR",2,2014-08-05,"05/08/2014",2,"Female",97,"03/12/2013",245,0.670773443,"femalenonbreeder",17.15
"KR8F002","Kuruman 8","KRR",3,2015-03-02,"01/03/2015",2,"Female",112,"03/12/2013",454,1.242984257,"femalenonbreeder",17.9
"KR8F002","Kuruman 8","KRR",4,2015-09-16,"16/09/2015",1,"Female",110,"03/12/2013",652,1.785078713,"single",18.0333333333333
"KR8F003","Kuruman 8","KRR",1,2013-12-03,"03/12/2013",6,"Female",113,"03/12/2013",0,0,"femalenonbreeder",17.3
"KR8F003","Kuruman 20","KRR",1,2014-05-14,"14/05/2014",1,"Female",137,"03/12/2013",162,0.443531828,"single",17.35
"KR8F003","Kuruman 20","KRR",2,2014-11-17,"17/11/2014",1,"Female",109,"03/12/2013",349,0.955509925,"single",17.35
"KR8F003","Kuruman 20","KRR",4,2015-10-12,"12/10/2015",1,"Female",111,"03/12/2013",678,1.856262834,"single",17.3
"KR8F003","Kuruman 20","KRR",5,2016-04-17,"17/04/2016",1,"Female",109,"03/12/2013",866,2.370978782,"single",17.2
"KR8F005","Kuruman 8","KRR",1,2013-12-05,"03/12/2013",6,"Female",123,"05/12/2013",0,0,"femalenonbreeder",17.7
"KR8F005","Kuruman 8","KRR",2,2014-08-06,"05/08/2014",2,"Female",123,"05/12/2013",244,0.668035592,"femalenonbreeder",17.7
"KR8F005","Kuruman 8","KRR",3,2015-03-02,"01/03/2015",2,"Female",141,"05/12/2013",452,1.237508556,"femalenonbreeder",18.45
"KR8F008","Kuruman 8","KRR",7,2017-02-07,"06/02/2017",12,"Female",124,"07/02/2017",0,0,"femalenonbreeder",17.7
"KR8F009","Kuruman 8","KRR",8,2017-08-16,"14/08/2017",11,"Female",105,"06/02/2017",191,0.5229295,"femalenonbreeder",16.65
"KR8F012","Kuruman 8","KRR",8,2017-08-14,"14/08/2017",11,"Female",94,"08/02/2017",187,0.511978097,"femalenonbreeder",16.6
"KR8F017","Kuruman 8","KRR",10,2018-11-05,"05/11/2018",16,"Female",118,"15/08/2017",447,1.223819302,"femalenonbreeder",17.7
"KR8F021","Kuruman 8","KRR",10,2018-11-06,"05/11/2018",16,"Female",102,"01/05/2018",189,0.517453799,"femalenonbreeder",16.75
"KR8F025","Kuruman 8","KRR",10,2018-11-05,"05/11/2018",16,"Female",100,"03/05/2018",186,0.509240246,"femalenonbreeder",16.7
"KR8F025","Kuruman 55","KRR",13,2020-05-06,"06/05/2020",1,"Female",118,"03/05/2018",734,2.009582478,"single",17.8
"KR8F027","Kuruman 8","KRR",12,2019-10-16,"15/10/2019",15,"Female",115,"06/11/2018",344,0.941820671,"femalenonbreeder",17.8
"KR8F027","Kuruman 8","KRR",13,2020-04-20,"20/04/2020",22,"Female",118,"06/11/2018",531,1.453798768,"femalenonbreeder",18.1
"KR8F030","Kuruman 8","KRR",12,2019-10-15,"15/10/2019",15,"Female",117,"10/03/2019",219,0.599589322,"femalenonbreeder",17.3
"KR8F030","Kuruman 8","KRR",13,2020-04-20,"20/04/2020",22,"Female",128,"10/03/2019",407,1.11430527,"femalenonbreeder",18.05
"KR8F031","Kuruman 8","KRR",12,2019-10-15,"15/10/2019",15,"Female",106,"10/03/2019",219,0.599589322,"femalenonbreeder",17.2
"KR8F031","Kuruman 8","KRR",13,2020-04-21,"20/04/2020",22,"Female",110,"10/03/2019",408,1.117043121,"femalenonbreeder",17
"KR8F033","Kuruman 8","KRR",13,2020-04-21,"20/04/2020",22,"Female",104,"16/10/2019",188,0.514715948,"femalenonbreeder",16.55
"L11F003","Lonely 11","Lonely",1,2013-09-23,"23/09/2013",25,"Female",111,"23/09/2013",0,0,"femalenonbreeder",17.9
"L11F003","Lonely 11","Lonely",2,2014-03-04,"01/03/2014",16,"Female",121,"23/09/2013",162,0.443531828,"femalenonbreeder",17.8
"L11F003","Lonely 11","Lonely",3,2014-09-21,"16/09/2014",9,"Female",156,"23/09/2013",363,0.993839836,"femalenonbreeder",19.3
"L11F004","Lonely 11","Lonely",2,2014-03-02,"01/03/2014",16,"Female",107,"23/09/2013",160,0.438056126,"femalenonbreeder",17.3
"L11F004","Lonely 11","Lonely",3,2014-09-17,"16/09/2014",9,"Female",135,"23/09/2013",359,0.982888433,"femalenonbreeder",18.5
"L11F004","Lonely 11","Lonely",4,2015-03-23,"23/03/2015",8,"Female",126,"23/09/2013",546,1.49486653,"femalenonbreeder",19.15
"L11F004","Lonely 11","Lonely",5,2016-05-02,"02/05/2016",7,"Female",144,"23/09/2013",952,2.606433949,"femalenonbreeder",19.7
"L11F006","Lonely 11","Lonely",1,2013-09-23,"23/09/2013",25,"Female",141,"23/09/2013",0,0,"femalenonbreeder",18.85
"L11F009","Lonely 11","Lonely",1,2013-09-23,"23/09/2013",25,"Female",82,"23/09/2013",0,0,"femalenonbreeder",16.65
"L11F009","Lonely 11","Lonely",2,2014-03-03,"01/03/2014",16,"Female",96,"23/09/2013",161,0.440793977,"femalenonbreeder",16.6
"L11F011","Lonely 11","Lonely",1,2013-09-24,"23/09/2013",25,"Female",126,"24/09/2013",0,0,"femalenonbreeder",18.55
"L11F014","Lonely 11","Lonely",1,2013-09-24,"23/09/2013",25,"Female",120,"24/09/2013",0,0,"femalenonbreeder",18.15
"L11F014","Lonely 11","Lonely",2,2014-03-02,"01/03/2014",16,"Female",140,"24/09/2013",159,0.435318275,"femalenonbreeder",18.35
"L11F016","Lonely 11","Lonely",1,2013-09-24,"23/09/2013",25,"Female",91,"24/09/2013",0,0,"femalenonbreeder",16.3
"L11F016","Lonely 11","Lonely",2,2014-03-02,"01/03/2014",16,"Female",95,"24/09/2013",159,0.435318275,"femalenonbreeder",17
"L11F016","Lonely 11","Lonely",3,2014-09-18,"16/09/2014",9,"Female",123,"24/09/2013",359,0.982888433,"femalenonbreeder",18.55
"L11F019","Lonely 11","Lonely",2,2014-03-02,"01/03/2014",16,"Female",101,"24/09/2013",159,0.435318275,"femalenonbreeder",16.75
"L11F019","Lonely 11","Lonely",3,2014-09-20,"16/09/2014",9,"Female",128,"24/09/2013",361,0.988364134,"femalenonbreeder",18.75
"L11F019","Lonely 11","Lonely",4,2015-03-23,"23/03/2015",8,"Female",132,"24/09/2013",545,1.492128679,"femalenonbreeder",19.2
"L11F019","Lonely 11","Lonely",5,2016-05-02,"02/05/2016",7,"Female",139,"24/09/2013",951,2.603696099,"femalenonbreeder",20
"L11F020","Lonely 11","Lonely",1,2013-09-24,"23/09/2013",25,"Female",117,"24/09/2013",0,0,"femalenonbreeder",17.55
"L11F024","Lonely 11","Lonely",1,2013-09-25,"23/09/2013",25,"Female",90,"25/09/2013",0,0,"femalenonbreeder",16.55
"L11F024","Lonely 11","Lonely",2,2014-03-02,"01/03/2014",16,"Female",101,"25/09/2013",158,0.432580424,"femalenonbreeder",16.9
"L11F024","Lonely 11","Lonely",3,2014-09-19,"16/09/2014",9,"Female",128,"25/09/2013",359,0.982888433,"femalenonbreeder",19.355
"L12F001","Lonely 12","Lonely",1,2013-09-23,"23/09/2013",1,"Female",128,"23/09/2013",0,0,"single",18.2
"L13F001","Lonely 13","Lonely",1,2013-09-29,"29/09/2013",12,"Female",123,"29/09/2013",0,0,"femalenonbreeder",18.05
"L13F001","Lonely 13","Lonely",2,2014-03-02,"01/03/2014",10,"Female",142,"29/09/2013",154,0.421629021,"femalenonbreeder",18.45
"L13F002","Lonely 13","Lonely",1,2013-09-29,"29/09/2013",12,"Female",142,"29/09/2013",0,0,"femalenonbreeder",19.25
"L13F005","Kuruman 25","KRR",5,2016-02-04,"04/02/2016",1,"Female",129,"30/09/2013",857,2.346338125,"single",18.7
"L13F005","Kuruman 25","KRR",7,2017-01-16,"16/01/2017",1,"Female",127,"30/09/2013",1204,3.296372348,"single",18.3
"L13F005","Kuruman 25","KRR",8,2017-07-31,"31/07/2017",1,"Female",119,"30/09/2013",1400,3.832991102,"single",18.95
"L13F005","Kuruman 25","KRR",9,2018-04-25,"25/04/2018",1,"Female",119,"30/09/2013",1668,4.566735113,"single",18.65
"L13F005","Kuruman 25","KRR",11,2019-03-23,"21/03/2019",1,"Female",121,"30/09/2013",2000,5.475701574,"single",18.6
"L13F005","Kuruman 25","KRR",13,2020-03-05,"05/03/2020",1,"Female",114,"30/09/2013",2348,6.428473648,"single",18.75
"L13F006","Lonely 13","Lonely",1,2013-09-30,"29/09/2013",12,"Female",115,"30/09/2013",0,0,"femalenonbreeder",16.85
"L13F006","Lonely 13","Lonely",2,2014-03-01,"01/03/2014",10,"Female",123,"30/09/2013",152,0.41615332,"femalenonbreeder",17.5
"L13F008","Lonely 13","Lonely",1,2013-10-01,"29/09/2013",12,"Female",107,"01/10/2013",0,0,"femalenonbreeder",16.95
"L13F008","Lonely 13","Lonely",2,2014-03-03,"01/03/2014",10,"Female",115,"01/10/2013",153,0.41889117,"femalenonbreeder",17.5
"L13F009","Lonely 13","Lonely",1,2013-10-01,"29/09/2013",12,"Female",125,"01/10/2013",0,0,"femalenonbreeder",19
"L13F014","Lonely 13","Lonely",3,2014-09-16,"16/09/2014",8,"Female",124,"02/03/2014",198,0.542094456,"femalenonbreeder",16.4
"L13F014","Lonely 13","Lonely",4,2015-03-26,"26/03/2015",8,"Female",104,"02/03/2014",389,1.065023956,"femalenonbreeder",17.05
"L13F015","Lonely 13","Lonely",3,2014-09-17,"16/09/2014",8,"Female",93,"17/09/2014",0,0,"femalenonbreeder",17.05
"L13F015","Lonely 61","Lonely",4,2015-01-29,"29/01/2015",1,"Female",98,"17/09/2014",134,0.366872005,"single",16.9333333333333
"L13F015","Lonely 61","Lonely",5,2016-05-06,"05/05/2016",1,"Female",111,"17/09/2014",597,1.63449692,"single",17.8
"L13F020","Lonely 19","Lonely",6,2016-10-06,"06/10/2016",1,"Female",102,"27/03/2015",559,1.53045859,"single",16.1
"L13F021","Lonely 13","Lonely",5,2016-02-23,"22/02/2016",12,"Female",100,"27/03/2015",333,0.911704312,"femalenonbreeder",16.4
"L13F029","Lonely 13","Lonely",6,2016-09-10,"10/09/2016",8,"Female",114,"24/02/2016",199,0.544832307,"femalenonbreeder",17.5
"L13F029","Lonely 13","Lonely",7,2017-06-05,"05/06/2017",10,"Female",124,"24/02/2016",467,1.278576318,"femalenonbreeder",18.55
"L13F030","Lonely 13","Lonely",7,2017-06-06,"05/06/2017",10,"Female",89,"10/09/2016",269,0.736481862,"femalenonbreeder",16.5
"L13F032","Lonely 13","Lonely",7,2017-06-06,"05/06/2017",10,"Female",109,"10/09/2016",269,0.736481862,"femalenonbreeder",16.95
"L13F033","Lonely 13","Lonely",7,2017-06-05,"05/06/2017",10,"Female",88,"10/09/2016",268,0.733744011,"femalenonbreeder",17.3
"L14F004","Lonely 14","Lonely",2,2014-03-03,"01/03/2014",13,"Female",111,"03/03/2014",0,0,"femalenonbreeder",16.7
"L14F004","Lonely 14","Lonely",3,2014-09-17,"16/09/2014",8,"Female",124,"03/03/2014",198,0.542094456,"femalenonbreeder",18.65
"L14F006","Lonely 14","Lonely",2,2014-03-03,"01/03/2014",13,"Female",103,"03/03/2014",0,0,"femalenonbreeder",16.35
"L14F006","Lonely 14","Lonely",3,2014-09-16,"16/09/2014",8,"Female",124,"03/03/2014",197,0.539356605,"femalenonbreeder",18.5
"L14F006","Lonely 63","Lonely",4,2015-03-23,"23/03/2015",1,"Female",130,"03/03/2014",385,1.054072553,"single",18.5
"L14F009","Lonely 14","Lonely",3,2014-09-16,"16/09/2014",8,"Female",94,"03/03/2014",197,0.539356605,"femalenonbreeder",16.65
"L14F009","Lonely 14","Lonely",4,2015-01-29,"29/01/2015",8,"Female",105,"03/03/2014",332,0.908966461,"femalenonbreeder",17.1333333333333
"L14F013","Lonely 14","Lonely",2,2014-03-03,"01/03/2014",13,"Female",119,"03/03/2014",0,0,"femalenonbreeder",17.75
"L14F016","Lonely 14","Lonely",5,2016-02-10,"08/02/2016",12,"Female",90,"30/01/2015",376,1.029431896,"femalenonbreeder",16.25
"L14F018","Lonely 14","Lonely",5,2016-02-09,"08/02/2016",12,"Female",107,"30/01/2015",375,1.026694045,"femalenonbreeder",17.7
"L14F020","Lonely 14","Lonely",5,2016-02-09,"08/02/2016",12,"Female",80,"09/02/2016",0,0,"femalenonbreeder",16.2
"L14F023","Lonely 14","Lonely",6,2016-09-09,"09/09/2016",9,"Female",92,"09/02/2016",213,0.583162218,"femalenonbreeder",16.6
"L14F023","Lonely 14","Lonely",7,2017-05-30,"30/05/2017",13,"Female",90,"09/02/2016",476,1.303216975,"femalenonbreeder",17.1
"L14F025","Lonely 14","Lonely",6,2016-09-09,"09/09/2016",9,"Female",101,"11/02/2016",211,0.577686516,"femalenonbreeder",17.6
"L14F025","Lonely 14","Lonely",7,2017-05-30,"30/05/2017",13,"Female",105,"11/02/2016",474,1.297741273,"femalenonbreeder",18.45
"L15F003","Lonely 15","Lonely",5,2016-02-26,"24/02/2016",7,"Female",102,"10/10/2014",504,1.379876797,"femalenonbreeder",16.65
"L15F005","Lonely 15","Lonely",6,2016-09-09,"09/09/2016",8,"Female",88,"25/02/2016",197,0.539356605,"femalenonbreeder",16.1
"L15F005","Lonely 15","Lonely",7,2017-06-05,"05/06/2017",10,"Female",101,"25/02/2016",466,1.275838467,"femalenonbreeder",17.6
"L15F006","Lonely 15","Lonely",7,2017-06-05,"05/06/2017",10,"Female",89,"27/02/2016",464,1.270362765,"femalenonbreeder",16.4
"L16F008","Lonely 16","Lonely",7,2017-06-27,"27/06/2017",12,"Female",97,"16/09/2016",284,0.777549624,"femalenonbreeder",16.85
"L16F009","Lonely 16","Lonely",7,2017-06-28,"27/06/2017",12,"Female",87,"16/09/2016",285,0.780287474,"femalenonbreeder",16.85
"L16F013","Lonely 16","Lonely",7,2017-06-28,"27/06/2017",12,"Female",82,"17/09/2016",284,0.777549624,"femalenonbreeder",16.3
"L17F001","Lonely 17","Lonely",2,2014-06-24,"23/06/2014",2,"Female",158,"24/06/2014",0,0,"femalenonbreeder",19
"L18F004","Lonely 18","Lonely",3,2014-09-30,"30/09/2014",9,"Female",87,"14/03/2014",200,0.547570157,"femalenonbreeder",16.5
"L18F007","Lonely 18","Lonely",3,2014-09-30,"30/09/2014",9,"Female",83,"14/03/2014",200,0.547570157,"femalenonbreeder",16.95
"L18F007","Lonely 18","Lonely",5,2016-03-01,"29/02/2016",5,"Female",109,"14/03/2014",718,1.965776865,"femalenonbreeder",17.5
"L18F008","Lonely 18","Lonely",3,2014-10-01,"30/09/2014",9,"Female",83,"14/03/2014",201,0.550308008,"femalenonbreeder",16.2
"L18F008","Lonely 18","Lonely",5,2016-03-04,"29/02/2016",5,"Female",97,"14/03/2014",721,1.973990418,"femalenonbreeder",17
"L18F008","Lonely 18","Lonely",6,2016-09-16,"16/09/2016",3,"Female",103,"14/03/2014",917,2.510609172,"femalenonbreeder",17.6
"L18F008","Lonely 18","Lonely",7,2017-06-27,"27/06/2017",7,"Female",101,"14/03/2014",1201,3.288158795,"femalenonbreeder",17.75
"L18F009","Lonely 18","Lonely",3,2014-10-01,"30/09/2014",9,"Female",85,"15/03/2014",200,0.547570157,"femalenonbreeder",16.7
"L18F010","Lonely 18","Lonely",2,2014-03-15,"11/03/2014",14,"Female",92,"15/03/2014",0,0,"femalenonbreeder",16.25
"L18F010","Lonely 18","Lonely",3,2014-09-30,"30/09/2014",9,"Female",97,"15/03/2014",199,0.544832307,"femalenonbreeder",16.5
"L18F014","Lonely 18","Lonely",2,2014-10-01,"30/09/2014",9,"Female",76,"18/03/2014",197,0.539356605,"femalenonbreeder",16.15
"L18F014","Lonely 18","Lonely",5,2016-03-01,"29/02/2016",5,"Female",100,"18/03/2014",714,1.954825462,"femalenonbreeder",17.4
"L18F014","Kuruman 14","KRR",5,2016-05-30,"30/05/2016",1,"Female",105,"18/03/2014",804,2.201232033,"single",18
"L18F014","Kuruman 14","KRR",7,2017-01-31,"30/01/2017",1,"Female",119,"18/03/2014",1050,2.874743326,"single",17.6
"L18F014","Kuruman 14","KRR",8,2017-08-09,"07/08/2017",1,"Female",107,"18/03/2014",1240,3.394934976,"single",18.2
"L20F001","Lonely 20","Lonely",6,2016-10-06,"06/10/2016",11,"Female",87,"06/10/2016",0,0,"femalenonbreeder",16.75
"L20F001","Lonely 20","Lonely",7,2017-07-21,"20/07/2017",10,"Female",101,"06/10/2016",288,0.788501027,"femalenonbreeder",17.7
"L20F003","Lonely 20","Lonely",6,2016-10-06,"06/10/2016",11,"Female",86,"06/10/2016",0,0,"femalenonbreeder",16.5
"L20F005","Lonely 20","Lonely",6,2016-10-07,"06/10/2016",11,"Female",91,"07/10/2016",0,0,"femalenonbreeder",17.1
"L20F005","Lonely 20","Lonely",7,2017-07-20,"20/07/2017",10,"Female",114,"07/10/2016",286,0.783025325,"femalenonbreeder",18.25
"L20F006","Lonely 20","Lonely",6,2016-10-07,"06/10/2016",11,"Female",127,"07/10/2016",0,0,"femalenonbreeder",18.5
"L20F011","Lonely 20","Lonely",7,2017-07-20,"20/07/2017",10,"Female",91,"20/07/2017",0,0,"femalenonbreeder",16.5
"L26F002","Lonely 26","Lonely",6,2016-10-06,"06/10/2016",10,"Female",86,"06/10/2016",0,0,"femalenonbreeder",16.55
"L26F002","Lonely 26","Lonely",7,2017-07-15,"13/07/2017",10,"Female",102,"06/10/2016",282,0.772073922,"femalenonbreeder",17.9
"L26F004","Lonely 28","Lonely",7,2017-07-13,"13/07/2017",1,"Female",104,"06/10/2016",280,0.76659822,"single",16.55
"L26F005","Lonely 26","Lonely",6,2016-10-07,"06/10/2016",10,"Female",89,"07/10/2016",0,0,"femalenonbreeder",16.35
"L26F008","Lonely 26","Lonely",6,2016-10-07,"06/10/2016",10,"Female",93,"07/10/2016",0,0,"femalenonbreeder",16.95
"L26F010","Lonely 26","Lonely",7,2017-07-16,"13/07/2017",10,"Female",89,"08/10/2016",281,0.769336071,"femalenonbreeder",16.75
"L27F001","Lonely 27","Lonely",7,2017-07-05,"04/07/2017",1,"Female",96,"05/07/2017",0,0,"single",17.55
"L40F012","Lonely 40","Lonely",6,2016-09-23,"22/09/2016",10,"Female",117,"23/09/2016",0,0,"femalenonbreeder",17.3
"L40F013","Lonely 40","Lonely",6,2016-09-23,"22/09/2016",10,"Female",107,"23/09/2016",0,0,"femalenonbreeder",17.8
"L40F013","Lonely 40","Lonely",7,2017-06-21,"21/06/2017",12,"Female",119,"23/09/2016",271,0.741957563,"femalenonbreeder",18.45
"L40F014","Lonely 40","Lonely",7,2017-06-21,"21/06/2017",12,"Female",87,"23/09/2016",271,0.741957563,"femalenonbreeder",16.7
"L41F001","Lonely 41","Lonely",2,2014-03-17,"17/03/2014",1,"Female",129,"17/03/2014",0,0,"single",18
"L45F001","Lonely 45","Lonely",2,2014-04-01,"31/03/2014",1,"Female",130,"01/04/2014",0,0,"single",19.3
"L45F001","Lonely 45","Lonely",3,2014-09-30,"30/09/2014",1,"Female",148,"01/04/2014",182,0.498288843,"single",19.75
"L45F001","Lonely 45","Lonely",5,2016-05-06,"05/05/2016",1,"Female",148,"01/04/2014",766,2.097193703,"single",20.1
"L45F001","Lonely 45","Lonely",7,2017-07-04,"04/07/2017",1,"Female",136,"01/04/2014",1190,3.258042437,"single",20.05
"L46F003","Lonely 46","Lonely",2,2014-04-01,"31/03/2014",7,"Female",100,"01/04/2014",0,0,"femalenonbreeder",16.9
"L46F006","Lonely 46","Lonely",2,2014-04-02,"31/03/2014",7,"Female",91,"02/04/2014",0,0,"femalenonbreeder",17.5
"L46F008","Lonely 46","Lonely",5,2016-03-01,"29/02/2016",10,"Female",108,"01/03/2016",0,0,"femalenonbreeder",18
"L46F009","Lonely 46","Lonely",5,2016-02-29,"29/02/2016",10,"Female",90,"29/02/2016",0,0,"femalenonbreeder",16.45
"L46F010","Lonely 46","Lonely",6,2016-09-17,"16/09/2016",10,"Female",93,"29/02/2016",201,0.550308008,"femalenonbreeder",16.5
"L46F010","Lonely 33","Lonely",7,2017-07-21,"20/07/2017",1,"Female",104,"29/02/2016",508,1.3908282,"single",17.5
"L46F011","Lonely 46","Lonely",6,2016-09-16,"16/09/2016",10,"Female",92,"01/03/2016",199,0.544832307,"femalenonbreeder",16.5
"L46F011","Lonely 46","Lonely",7,2017-06-27,"27/06/2017",12,"Female",103,"01/03/2016",483,1.32238193,"femalenonbreeder",18
"L46F012","Lonely 46","Lonely",6,2016-09-16,"16/09/2016",10,"Female",99,"01/03/2016",199,0.544832307,"femalenonbreeder",16.8
"L46F014","Lonely 46","Lonely",6,2016-09-16,"16/09/2016",10,"Female",111,"02/03/2016",198,0.542094456,"femalenonbreeder",17.75
"L46F015","Lonely 46","Lonely",5,2016-03-04,"29/02/2016",10,"Female",97,"04/03/2016",0,0,"femalenonbreeder",16.5
"L46F015","Lonely 65","Lonely",5,2016-05-05,"05/05/2016",1,"Female",89,"04/03/2016",62,0.169746749,"single",16.95
"L46F017","Lonely 46","Lonely",7,2017-06-27,"27/06/2017",12,"Female",85,"16/09/2016",284,0.777549624,"femalenonbreeder",16.35
"L46F023","Lonely 46","Lonely",7,2017-06-29,"27/06/2017",12,"Female",75,"29/06/2017",0,0,"femalenonbreeder",16.1
"L47F001","Lonely 47","Lonely",2,2014-06-26,"24/06/2014",1,"Female",151,"26/06/2014",0,0,"single",19.85
"L47F001","Lonely 47","Lonely",4,2015-03-13,"08/03/2015",1,"Female",173,"26/06/2014",260,0.711841205,"single",19.45
"L47F001","Lonely 47","Lonely",5,2016-05-06,"05/05/2016",1,"Female",165,"26/06/2014",680,1.861738535,"single",20
"L49F007","Lonely 49","Lonely",6,2016-09-17,"16/09/2016",10,"Female",96,"17/09/2016",0,0,"femalenonbreeder",17.3
"L54F001","Lonely 54","Lonely",3,2014-09-30,"30/09/2014",1,"Female",136,"30/09/2014",0,0,"single",19.75
"L54F001","Lonely 54","Lonely",4,2015-03-27,"26/03/2015",1,"Female",142,"30/09/2014",178,0.48733744,"single",18.9
"L54F001","Lonely 54","Lonely",5,2016-03-02,"02/03/2016",1,"Female",147,"30/09/2014",519,1.420944559,"single",19.1
"L62F001","Lonely 62","Lonely",6,2016-09-09,"09/09/2016",6,"Female",102,"09/02/2016",213,0.583162218,"femalenonbreeder",17.7
"L62F002","Lonely 62","Lonely",6,2016-09-09,"09/09/2016",6,"Female",95,"09/02/2016",213,0.583162218,"femalenonbreeder",16.3
"L62F002","Lonely 62","Lonely",7,2017-06-05,"05/06/2017",6,"Female",111,"09/02/2016",482,1.319644079,"femalenonbreeder",18.1
"L64F001","Lonely 64","Lonely",5,2016-05-02,"02/05/2016",1,"Female",129,"02/05/2016",0,0,"single",17.8
