"AnimalID","GroupID","Location","TrappingPeriod","DateofCapture","CaptureStart","CaptureEnd","GroupSize","Sex","weight","Rainfall","firstcapturedate","censor","Time.days","Time.years","statecode","state","id"
"L14F021",NA,"Lonely",NA,"09/09/2016",2016-09-09,NA,12,NA,NA,NA,2016-02-08,NA,214,0.585900068,"Disappeared","2","46"
"L14F023","Lonely 14","Lonely",5,"09/02/2016",2016-02-08,"11/02/2016",12,"Female",60,111.7311443,2016-02-08,NA,0,0,"ingroupnonbreeder","1","47"
"L14F023","Lonely 14","Lonely",6,"09/09/2016",2016-09-09,"10/09/2016",9,"Female",92,4.678070845,2016-02-08,NA,214,0.585900068,"ingroupnonbreeder","1","47"
"L14F023","Lonely 14","Lonely",7,"30/05/2017",2017-05-30,"01/06/2017",13,"Female",90,75.0055436,2016-02-08,NA,477,1.305954825,"ingroupnonbreeder","1","47"
"L14F023","Lonely 14","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-02-08,99,541,1.481177276,"ingroupnonbreeder","99","47"
"L14F025","Lonely 14","Lonely",5,"11/02/2016",2016-02-08,"11/02/2016",12,"Female",68,111.7311443,2016-02-08,NA,0,0,"ingroupnonbreeder","1","48"
"L14F025","Lonely 14","Lonely",6,"09/09/2016",2016-09-09,"10/09/2016",9,"Female",101,4.678070845,2016-02-08,NA,214,0.585900068,"ingroupnonbreeder","1","48"
"L14F025","Lonely 14","Lonely",7,"30/05/2017",2017-05-30,"01/06/2017",13,"Female",105,75.0055436,2016-02-08,NA,477,1.305954825,"ingroupnonbreeder","1","48"
"L14F025","Lonely 14","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-02-08,99,541,1.481177276,"ingroupnonbreeder","99","48"
"L62F001","Lonely 62","Lonely",5,"09/02/2016",2016-02-08,"10/02/2016",6,"Female",58,111.7311443,2016-02-08,NA,0,0,"ingroupnonbreeder","1","49"
"L62F001","Lonely 62","Lonely",6,"09/09/2016",2016-09-09,"10/09/2016",6,"Female",102,4.678070845,2016-02-08,NA,214,0.585900068,"ingroupnonbreeder","1","49"
"L62F001",NA,"Lonely",NA,"30/05/2017",2017-05-30,NA,6,NA,NA,NA,2016-02-08,NA,477,1.305954825,"Disappeared","2","49"
"L62F002","Lonely 62","Lonely",5,"09/02/2016",2016-02-08,"10/02/2016",6,"Female",33,111.7311443,2016-02-08,NA,0,0,"ingroupnonbreeder","1","50"
"L62F002","Lonely 62","Lonely",6,"09/09/2016",2016-09-09,"10/09/2016",6,"Female",95,4.678070845,2016-02-08,NA,214,0.585900068,"ingroupnonbreeder","1","50"
"L62F002","Lonely 62","Lonely",7,"05/06/2017",2017-06-05,"06/06/2017",6,"Female",111,52.75207139,2016-02-08,NA,483,1.32238193,"ingroupnonbreeder","1","50"
"L62F002","Lonely 62","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-02-08,99,541,1.481177276,"ingroupnonbreeder","99","50"
"L62M004","Lonely 62","Lonely",5,"10/02/2016",2016-02-08,"10/02/2016",6,"Female",31,111.7311443,2016-02-08,NA,0,0,"ingroupnonbreeder","1","51"
"L62M004","Lonely 62","Lonely",6,"10/09/2016",2016-09-09,"10/09/2016",6,"Female",69,4.678070845,2016-02-08,NA,215,0.588637919,"ingroupnonbreeder","1","51"
"L62M004",NA,"Lonely",NA,"30/05/2017",2017-05-30,NA,6,NA,NA,NA,2016-02-08,NA,477,1.305954825,"Disappeared","2","51"
"L13F025","Lonely 13","Lonely",5,"22/02/2016",2016-02-22,"28/02/2016",12,"Female",74,111.7311443,2016-02-22,NA,0,0,"ingroupnonbreeder","1","52"
"L13F025",NA,"Lonely",NA,"09/09/2016",2016-09-09,NA,12,NA,NA,NA,2016-02-22,NA,200,0.547570157,"Disappeared","2","52"
"L13F029","Lonely 13","Lonely",5,"24/02/2016",2016-02-22,"28/02/2016",12,"Female",38,111.7311443,2016-02-22,NA,0,0,"ingroupnonbreeder","1","53"
"L13F029","Lonely 13","Lonely",6,"10/09/2016",2016-09-10,"12/09/2016",8,"Female",114,4.678070845,2016-02-22,NA,201,0.550308008,"ingroupnonbreeder","1","53"
"L13F029","Lonely 13","Lonely",7,"05/06/2017",2017-06-05,"07/06/2017",10,"Female",124,52.75207139,2016-02-22,NA,469,1.284052019,"ingroupnonbreeder","1","53"
"L13F029","Lonely 13","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-02-22,99,527,1.442847365,"ingroupnonbreeder","99","53"
"L15F005","Lonely 15","Lonely",5,"25/02/2016",2016-02-24,"27/02/2016",7,"Female",39,111.7311443,2016-02-24,NA,0,0,"ingroupnonbreeder","1","54"
"L15F005","Lonely 15","Lonely",6,"09/09/2016",2016-09-09,"10/09/2016",8,"Female",88,4.678070845,2016-02-24,NA,198,0.542094456,"ingroupnonbreeder","1","54"
"L15F005","Lonely 15","Lonely",7,"05/06/2017",2017-06-05,"06/06/2017",10,"Female",101,52.75207139,2016-02-24,NA,467,1.278576318,"ingroupnonbreeder","1","54"
"L15F005","Lonely 15","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-02-24,99,525,1.437371663,"ingroupnonbreeder","99","54"
"L15F006","Lonely 15","Lonely",5,"27/02/2016",2016-02-24,"27/02/2016",7,"Female",41,111.7311443,2016-02-24,NA,0,0,"ingroupnonbreeder","1","55"
"L15F006","Lonely 15","Lonely",6,"09/09/2016",2016-09-09,"10/09/2016",8,"Female",87,4.678070845,2016-02-24,NA,198,0.542094456,"ingroupnonbreeder","1","55"
"L15F006","Lonely 15","Lonely",7,"05/06/2017",2017-06-05,"06/06/2017",10,"Female",89,52.75207139,2016-02-24,NA,467,1.278576318,"ingroupnonbreeder","1","55"
"L15F006","Lonely 15","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-02-24,99,525,1.437371663,"ingroupnonbreeder","99","55"
"L46F010","Lonely 46","Lonely",5,"29/02/2016",2016-02-29,"05/03/2016",10,"Female",51,111.7311443,2016-02-29,NA,0,0,"ingroupnonbreeder","1","56"
"L46F010","Lonely 46","Lonely",6,"17/09/2016",2016-09-16,"18/09/2016",10,"Female",93,4.678070845,2016-02-29,NA,201,0.550308008,"ingroupnonbreeder","1","56"
"L46F010","Lonely 33","Lonely",7,"21/07/2017",2017-07-20,"21/07/2017",1,"Female",104,2.493346736,2016-02-29,NA,508,1.3908282,"Disappeared","2","56"
"L46F011","Lonely 46","Lonely",5,"01/03/2016",2016-02-29,"05/03/2016",10,"Female",53,111.7311443,2016-02-29,NA,0,0,"ingroupnonbreeder","1","57"
"L46F011","Lonely 46","Lonely",6,"16/09/2016",2016-09-16,"18/09/2016",10,"Female",92,4.678070845,2016-02-29,NA,200,0.547570157,"ingroupnonbreeder","1","57"
"L46F011","Lonely 46","Lonely",7,"27/06/2017",2017-06-27,"01/07/2017",12,"Female",103,52.75207139,2016-02-29,NA,484,1.325119781,"ingroupnonbreeder","1","57"
"L46F011","Lonely 46","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-02-29,99,520,1.423682409,"ingroupnonbreeder","99","57"
"L46F012","Lonely 46","Lonely",5,"01/03/2016",2016-02-29,"05/03/2016",10,"Female",54,111.7311443,2016-02-29,NA,0,0,"ingroupnonbreeder","1","58"
"L46F012","Lonely 46","Lonely",6,"16/09/2016",2016-09-16,"18/09/2016",10,"Female",99,4.678070845,2016-02-29,NA,200,0.547570157,"ingroupnonbreeder","1","58"
"L46F012",NA,"Lonely",NA,"30/05/2017",2017-05-30,NA,10,NA,NA,NA,2016-02-29,NA,456,1.248459959,"Disappeared","2","58"
"KR13F047","Kuruman 13","KRR",5,"13/04/2016",2016-04-12,"16/04/2016",24,"Female",51,116.8075972,2016-04-12,NA,0,0,"ingroupnonbreeder","1","59"
"KR13F047",NA,"KRR",NA,"25/07/2016",2016-07-25,NA,NA,"Female",NA,NA,2016-04-12,NA,104,0.284736482,"Disappeared","2","59"
"KR13F050","Kuruman 13","KRR",5,"14/04/2016",2016-04-12,"16/04/2016",24,"Female",19,116.8075972,2016-04-12,NA,0,0,"ingroupnonbreeder","1","60"
"KR13F050","Kuruman 13","KRR",7,"24/01/2017",2017-01-23,"26/01/2017",13,"Female",100,133.174221,2016-04-12,NA,287,0.785763176,"ingroupnonbreeder","1","60"
"KR13F050","Kuruman 40","KRR",9,"30/04/2018",2018-04-30,"01/05/2018",1,"Female",129,171.3225646,2016-04-12,NA,748,2.047912389,"Disappeared","2","60"
"KR10F008","Kuruman 10","KRR",5,"26/04/2016",2016-04-25,"27/04/2016",10,"Female",26,116.8075972,2016-04-25,NA,0,0,"ingroupnonbreeder","1","61"
"KR10F008",NA,"KRR",NA,"25/07/2016",2016-07-25,NA,NA,"Female",NA,NA,2016-04-25,NA,91,0.249144422,"Disappeared","2","61"
"KR10F010","Kuruman 10","KRR",5,"26/04/2016",2016-04-25,"27/04/2016",10,"Female",60,116.8075972,2016-04-25,NA,0,0,"ingroupnonbreeder","1","62"
"KR10F010",NA,"KRR",NA,"25/07/2016",2016-07-25,NA,NA,"Female",NA,NA,2016-04-25,NA,91,0.249144422,"Disappeared","2","62"
"KR1F020","Kuruman 1","KRR",5,"27/04/2016",2016-04-26,"27/04/2016",9,"Female",42,116.8075972,2016-04-26,NA,0,0,"ingroupnonbreeder","1","63"
"KR1F020",NA,"KRR",NA,"25/07/2016",2016-07-25,NA,NA,"Female",NA,NA,2016-04-26,NA,90,0.246406571,"Disappeared","2","63"
"KR1F021","Kuruman 1","KRR",5,"27/04/2016",2016-04-26,"27/04/2016",9,"Female",66,116.8075972,2016-04-26,NA,0,0,"ingroupnonbreeder","1","64"
"KR1F021",NA,"KRR",NA,"25/07/2016",2016-07-25,NA,NA,"Female",NA,NA,2016-04-26,NA,90,0.246406571,"Disappeared","2","64"
"L15F008","Lonely 15","Lonely",6,"09/09/2016",2016-09-09,"10/09/2016",8,"Female",50,4.678070845,2016-09-09,NA,0,0,"ingroupnonbreeder","1","65"
"L15F008","Lonely 15","Lonely",7,"05/06/2017",2017-06-05,"06/06/2017",10,"Female",82,52.75207139,2016-09-09,NA,269,0.736481862,"ingroupnonbreeder","1","65"
"L15F008","Lonely 15","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-09-09,99,327,0.895277207,"ingroupnonbreeder","99","65"
"L15F009","Lonely 15","Lonely",6,"09/09/2016",2016-09-09,"10/09/2016",8,"Female",53,4.678070845,2016-09-09,NA,0,0,"ingroupnonbreeder","1","66"
"L15F009","Lonely 15","Lonely",7,"05/06/2017",2017-06-05,"06/06/2017",10,"Female",82,52.75207139,2016-09-09,NA,269,0.736481862,"ingroupnonbreeder","1","66"
"L15F009","Lonely 15","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-09-09,99,327,0.895277207,"ingroupnonbreeder","99","66"
"L13F030","Lonely 13","Lonely",6,"10/09/2016",2016-09-10,"12/09/2016",8,"Female",55,4.678070845,2016-09-10,NA,0,0,"ingroupnonbreeder","1","67"
"L13F030","Lonely 13","Lonely",7,"06/06/2017",2017-06-05,"07/06/2017",10,"Female",89,52.75207139,2016-09-10,NA,269,0.736481862,"ingroupnonbreeder","1","67"
"L13F030","Lonely 13","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-09-10,99,326,0.892539357,"ingroupnonbreeder","99","67"
"L13F032","Lonely 13","Lonely",6,"10/09/2016",2016-09-10,"12/09/2016",8,"Female",59,4.678070845,2016-09-10,NA,0,0,"ingroupnonbreeder","1","68"
"L13F032","Lonely 13","Lonely",7,"06/06/2017",2017-06-05,"07/06/2017",10,"Female",109,52.75207139,2016-09-10,NA,269,0.736481862,"ingroupnonbreeder","1","68"
"L13F032","Lonely 13","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-09-10,99,326,0.892539357,"ingroupnonbreeder","99","68"
"L13F033","Lonely 13","Lonely",6,"10/09/2016",2016-09-10,"12/09/2016",8,"Female",65,4.678070845,2016-09-10,NA,0,0,"ingroupnonbreeder","1","69"
"L13F033","Lonely 13","Lonely",7,"05/06/2017",2017-06-05,"07/06/2017",10,"Female",88,52.75207139,2016-09-10,NA,268,0.733744011,"ingroupnonbreeder","1","69"
"L13F033","Lonely 13","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-09-10,99,326,0.892539357,"ingroupnonbreeder","99","69"
"L16F008","Lonely 16","Lonely",6,"16/09/2016",2016-09-16,"17/09/2016",9,"Female",72,4.678070845,2016-09-16,NA,0,0,"ingroupnonbreeder","1","70"
"L16F008","Lonely 16","Lonely",7,"27/06/2017",2017-06-27,"29/06/2017",12,"Female",97,52.75207139,2016-09-16,NA,284,0.777549624,"ingroupnonbreeder","1","70"
"L16F008","Lonely 16","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-09-16,99,320,0.876112252,"ingroupnonbreeder","99","70"
"L16F009","Lonely 16","Lonely",6,"16/09/2016",2016-09-16,"17/09/2016",9,"Female",66,4.678070845,2016-09-16,NA,0,0,"ingroupnonbreeder","1","71"
"L16F009","Lonely 16","Lonely",7,"28/06/2017",2017-06-27,"29/06/2017",12,"Female",87,52.75207139,2016-09-16,NA,285,0.780287474,"ingroupnonbreeder","1","71"
"L16F009","Lonely 16","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-09-16,99,320,0.876112252,"ingroupnonbreeder","99","71"
"L16F013","Lonely 16","Lonely",6,"17/09/2016",2016-09-16,"17/09/2016",9,"Female",36,4.678070845,2016-09-16,NA,0,0,"ingroupnonbreeder","1","72"
"L16F013","Lonely 16","Lonely",7,"28/06/2017",2017-06-27,"29/06/2017",12,"Female",82,52.75207139,2016-09-16,NA,285,0.780287474,"ingroupnonbreeder","1","72"
"L16F013","Lonely 16","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-09-16,99,320,0.876112252,"ingroupnonbreeder","99","72"
"L46F017","Lonely 46","Lonely",6,"16/09/2016",2016-09-16,"18/09/2016",10,"Female",68,4.678070845,2016-09-16,NA,0,0,"ingroupnonbreeder","1","73"
"L46F017","Lonely 46","Lonely",7,"27/06/2017",2017-06-27,"01/07/2017",12,"Female",85,52.75207139,2016-09-16,NA,284,0.777549624,"ingroupnonbreeder","1","73"
"L46F017","Lonely 46","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-09-16,99,320,0.876112252,"ingroupnonbreeder","99","73"
"L49F005","Lonely 49","Lonely",6,"16/09/2016",2016-09-16,"18/09/2016",10,"Female",43,4.678070845,2016-09-16,NA,0,0,"ingroupnonbreeder","1","74"
"L49F005",NA,"Lonely",NA,"30/05/2017",2017-05-30,NA,10,NA,NA,NA,2016-09-16,NA,256,0.700889802,"Disappeared","2","74"
"L49F010","Lonely 49","Lonely",6,"17/09/2016",2016-09-16,"18/09/2016",10,"Female",38,4.678070845,2016-09-16,NA,0,0,"ingroupnonbreeder","1","75"
"L49F010",NA,"Lonely",NA,"30/05/2017",2017-05-30,NA,10,NA,NA,NA,2016-09-16,NA,256,0.700889802,"Disappeared","2","75"
"L10F002","Lonely 10","Lonely",6,"22/09/2016",2016-09-22,"23/09/2016",3,"Female",26,4.678070845,2016-09-22,NA,0,0,"ingroupnonbreeder","1","76"
"L10F002","Lonely 10","Lonely",7,"21/06/2017",2017-06-21,"23/06/2017",8,"Female",71,52.75207139,2016-09-22,NA,272,0.744695414,"ingroupnonbreeder","1","76"
"L10F002","Lonely 10","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-09-22,99,314,0.859685147,"ingroupnonbreeder","99","76"
"L40F014","Lonely 40","Lonely",6,"23/09/2016",2016-09-22,"23/09/2016",10,"Female",67,4.678070845,2016-09-22,NA,0,0,"ingroupnonbreeder","1","77"
"L40F014","Lonely 40","Lonely",7,"21/06/2017",2017-06-21,"22/06/2017",12,"Female",87,52.75207139,2016-09-22,NA,272,0.744695414,"ingroupnonbreeder","1","77"
"L40F014","Lonely 40","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-09-22,99,314,0.859685147,"ingroupnonbreeder","99","77"
"L26F010","Lonely 26","Lonely",6,"08/10/2016",2016-10-06,"09/10/2016",10,"Female",23,7.862713041,2016-10-06,NA,0,0,"ingroupnonbreeder","1","78"
"L26F010","Lonely 26","Lonely",7,"16/07/2017",2017-07-13,"16/07/2017",10,"Female",89,2.493346736,2016-10-06,NA,283,0.774811773,"ingroupnonbreeder","1","78"
"L26F010","Lonely 26","Lonely",NA,"02/08/2017",2017-08-02,NA,NA,NA,NA,1.34743409,2016-10-06,99,300,0.821355236,"ingroupnonbreeder","99","78"
"KR13F053","Kuruman 13","KRR",7,"24/01/2017",2017-01-23,"26/01/2017",13,"Female",71,133.174221,2017-01-23,NA,0,0,"ingroupnonbreeder","1","79"
"KR13F053","Kuruman 29","KRR",9,"30/04/2018",2018-04-30,"01/05/2018",1,"Female",129,171.3225646,2017-01-23,NA,462,1.264887064,"Disappeared","2","79"
"KR13F055","Kuruman 13","KRR",7,"24/01/2017",2017-01-23,"26/01/2017",13,"Female",74,133.174221,2017-01-23,NA,0,0,"ingroupnonbreeder","1","80"
"KR13F055","Kuruman 13","KRR",8,"16/08/2017",2017-08-14,"16/08/2017",2,"Female",103,1.34743409,2017-01-23,NA,205,0.561259411,"ingroupnonbreeder","1","80"
"KR13F055",NA,"KRR",NA,"17/03/2018",2018-03-17,NA,NA,"Female",NA,NA,2017-01-23,NA,418,1.144421629,"Disappeared","2","80"
"KR26F002","Kuruman 26","KRR",7,"30/01/2017",2017-01-30,"01/02/2017",5,"Female",52,133.174221,2017-01-30,NA,0,0,"ingroupnonbreeder","1","81"
"KR26F002","Kuruman 26","KRR",8,"08/08/2017",2017-08-07,"09/08/2017",9,"Female",80,1.34743409,2017-01-30,NA,190,0.52019165,"ingroupnonbreeder","1","81"
"KR26F002","Kuruman 26","KRR",9,"29/03/2018",2018-03-29,"01/04/2018",15,"Female",98,121.7158381,2017-01-30,NA,423,1.158110883,"ingroupnonbreeder","1","81"
"KR26F002",NA,"KRR",NA,"14/09/2018",2018-09-14,NA,NA,"Female",NA,NA,2017-01-30,NA,592,1.620807666,"Disappeared","2","81"
"KR27F002","Kuruman 27","KRR",7,"05/02/2017",2017-02-05,"07/02/2017",11,"Female",64,209.6293089,2017-02-05,NA,0,0,"ingroupnonbreeder","1","82"
"KR27F002","Kuruman 27","KRR",8,"08/08/2017",2017-08-07,"11/08/2017",12,"Female",107,1.34743409,2017-02-05,NA,184,0.503764545,"ingroupnonbreeder","1","82"
"KR27F002","Kuruman 27","KRR",9,"05/04/2018",2018-04-05,"11/04/2018",16,"Female",NA,171.3225646,2017-02-05,NA,424,1.160848734,"ingroupnonbreeder","1","82"
"KR27F002","Kuruman 27","KRR",10,"29/11/2018",2018-11-25,"29/11/2018",8,"Female",143,17.16380656,2017-02-05,NA,662,1.812457221,"ingroupnonbreeder","1","82"
"KR27F002","Kuruman 27","KRR",13,"06/05/2020",2020-05-05,"06/05/2020",8,"Female",150,64.81177172,2017-02-05,NA,1186,3.247091034,"ingroupnonbreeder","1","82"
"KR27F002","Kuruman 27","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Female",NA,64.81177172,2017-02-05,99,1207,3.3045859,"ingroupnonbreeder","99","82"
"KR27F003","Kuruman 27","KRR",7,"06/02/2017",2017-02-05,"07/02/2017",11,"Female",54,209.6293089,2017-02-05,NA,0,0,"ingroupnonbreeder","1","83"
"KR27F003","Kuruman 27","KRR",8,"10/08/2017",2017-08-07,"11/08/2017",12,"Female",97,1.34743409,2017-02-05,NA,186,0.509240246,"ingroupnonbreeder","1","83"
"KR27F003",NA,"KRR",NA,"17/03/2018",2018-03-17,NA,NA,"Female",NA,NA,2017-02-05,NA,405,1.108829569,"Disappeared","2","83"
"KR27F008","Kuruman 27","KRR",7,"06/02/2017",2017-02-05,"07/02/2017",11,"Female",63,209.6293089,2017-02-05,NA,0,0,"ingroupnonbreeder","1","84"
"KR27F008","Kuruman 27","KRR",8,"08/08/2017",2017-08-07,"11/08/2017",12,"Female",92,1.34743409,2017-02-05,NA,184,0.503764545,"ingroupnonbreeder","1","84"
"KR27F008","Kuruman 27","KRR",9,"06/04/2018",2018-04-05,"11/04/2018",16,"Female",NA,171.3225646,2017-02-05,NA,425,1.163586585,"ingroupnonbreeder","1","84"
"KR27F008",NA,"KRR",NA,"14/09/2018",2018-09-14,NA,NA,"Female",NA,NA,2017-02-05,NA,586,1.604380561,"Disappeared","2","84"
"KR8F009","Kuruman 8","KRR",7,"06/02/2017",2017-02-06,"08/02/2017",12,"Female",57,209.6293089,2017-02-06,NA,0,0,"ingroupnonbreeder","1","85"
"KR8F009","Kuruman 8","KRR",8,"16/08/2017",2017-08-14,"16/08/2017",11,"Female",105,1.34743409,2017-02-06,NA,191,0.5229295,"ingroupnonbreeder","1","85"
"KR8F009",NA,"KRR",NA,"17/03/2018",2018-03-17,NA,NA,"Female",NA,NA,2017-02-06,NA,404,1.106091718,"Disappeared","2","85"
"KR8F014","Kuruman 8","KRR",7,"08/02/2017",2017-02-06,"08/02/2017",12,"Female",14,209.6293089,2017-02-06,NA,0,0,"ingroupnonbreeder","1","86"
"KR8F014",NA,"KRR",NA,"31/07/2017",2017-07-31,NA,NA,"Female",NA,NA,2017-02-06,NA,175,0.479123888,"Disappeared","2","86"
"KR19F001","Kuruman 19","KRR",7,"14/02/2017",2017-02-13,"15/02/2017",8,"Female",64,209.6293089,2017-02-13,NA,0,0,"ingroupnonbreeder","1","87"
"KR19F001","Kuruman 19","KRR",8,"03/08/2017",2017-08-01,"03/08/2017",7,"Female",83,1.34743409,2017-02-13,NA,171,0.468172485,"ingroupnonbreeder","1","87"
"KR19F001",NA,"KRR",NA,"17/03/2018",2018-03-17,NA,NA,"Female",NA,NA,2017-02-13,NA,397,1.086926762,"Disappeared","2","87"
"KR19F003","Kuruman 19","KRR",7,"14/02/2017",2017-02-13,"15/02/2017",8,"Female",22,209.6293089,2017-02-13,NA,0,0,"ingroupnonbreeder","1","88"
"KR19F003","Kuruman 19","KRR",8,"03/08/2017",2017-08-01,"03/08/2017",7,"Female",55,1.34743409,2017-02-13,NA,171,0.468172485,"ingroupnonbreeder","1","88"
"KR19F003","Kuruman 19","KRR",9,"24/05/2018",2018-05-23,"24/05/2018",8,"Female",77,124.3583704,2017-02-13,NA,465,1.273100616,"ingroupnonbreeder","1","88"
"KR19F003","Kuruman 19","KRR",11,"28/03/2019",2019-03-25,"28/03/2019",9,"Female",93,69.35182863,2017-02-13,NA,773,2.116358658,"ingroupnonbreeder","1","88"
"KR19F003",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Female",NA,NA,2017-02-13,NA,938,2.568104038,"Disappeared","2","88"
"KR11F002","Kuruman 11","KRR",7,"20/02/2017",2017-02-20,"24/02/2017",7,"Female",43,209.6293089,2017-02-20,NA,0,0,"ingroupnonbreeder","1","89"
"KR11F002","Kuruman 11","KRR",8,"19/08/2017",2017-08-19,"21/08/2017",11,"Female",94,1.34743409,2017-02-20,NA,180,0.492813142,"ingroupnonbreeder","1","89"
"KR11F002","Kuruman 11","KRR",9,"18/03/2018",2018-03-17,"20/03/2018",15,"Female",119,121.7158381,2017-02-20,NA,391,1.070499658,"ingroupnonbreeder","1","89"
"KR11F002","Kuruman 11","KRR",10,"03/10/2018",2018-10-02,"10/10/2018",16,"Female",119,11.76823613,2017-02-20,NA,590,1.615331964,"ingroupnonbreeder","1","89"
"KR11F002","Kuruman 11","KRR",11,"14/03/2019",2019-03-12,"14/03/2019",22,"Female",133,69.35182863,2017-02-20,NA,752,2.058863792,"ingroupnonbreeder","1","89"
"KR11F002",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Female",NA,NA,2017-02-20,NA,931,2.548939083,"Disappeared","2","89"
"KR11F003","Kuruman 11","KRR",7,"21/02/2017",2017-02-20,"24/02/2017",7,"Female",76,209.6293089,2017-02-20,NA,0,0,"ingroupnonbreeder","1","90"
"KR11F003","Kuruman 11","KRR",8,"19/08/2017",2017-08-19,"21/08/2017",11,"Female",116,1.34743409,2017-02-20,NA,180,0.492813142,"ingroupnonbreeder","1","90"
"KR11F003","Kuruman 11","KRR",9,"19/03/2018",2018-03-17,"20/03/2018",15,"Female",133,121.7158381,2017-02-20,NA,392,1.073237509,"ingroupnonbreeder","1","90"
"KR11F003",NA,"KRR",NA,"14/09/2018",2018-09-14,NA,NA,"Female",NA,NA,2017-02-20,NA,571,1.563312799,"Disappeared","2","90"
"KR11F006","Kuruman 11","KRR",7,"22/02/2017",2017-02-20,"24/02/2017",7,"Female",43,209.6293089,2017-02-20,NA,0,0,"ingroupnonbreeder","1","91"
"KR11F006","Kuruman 11","KRR",8,"19/08/2017",2017-08-19,"21/08/2017",11,"Female",92,1.34743409,2017-02-20,NA,180,0.492813142,"ingroupnonbreeder","1","91"
"KR11F006","Kuruman 11","KRR",9,"17/03/2018",2018-03-17,"20/03/2018",15,"Female",112,121.7158381,2017-02-20,NA,390,1.067761807,"ingroupnonbreeder","1","91"
"KR11F006","Kuruman 11","KRR",10,"02/10/2018",2018-10-02,"10/10/2018",16,"Female",137,11.76823613,2017-02-20,NA,589,1.612594114,"ingroupnonbreeder","1","91"
"KR11F006","Kuruman 11","KRR",11,"13/03/2019",2019-03-12,"14/03/2019",22,"Female",142,69.35182863,2017-02-20,NA,751,2.056125941,"ingroupnonbreeder","1","91"
"KR11F006","Kuruman 11","KRR",12,"23/09/2019",2019-09-23,"27/09/2019",20,"Female",121,0.397720048,2017-02-20,NA,945,2.587268994,"ingroupnonbreeder","1","91"
"KR11F006",NA,"KRR",NA,"05/03/2020",2020-03-05,NA,NA,"Female",NA,NA,2017-02-20,NA,1109,3.036276523,"Disappeared","2","91"
"KR1F022","Kuruman 1","KRR",7,"03/05/2017",2017-05-03,"03/05/2017",4,"Female",78,75.0055436,2017-05-03,NA,0,0,"ingroupnonbreeder","1","92"
"KR1F022","Kuruman 1","KRR",8,"09/10/2017",2017-10-09,"09/10/2017",4,"Female",112,16.33745678,2017-05-03,NA,159,0.435318275,"ingroupnonbreeder","1","92"
"KR1F022","Kuruman 1","KRR",9,"23/03/2018",2018-03-23,"24/03/2018",4,"Female",134,121.7158381,2017-05-03,NA,324,0.887063655,"ingroupnonbreeder","1","92"
"KR1F022","Kuruman 42","KRR",10,"15/10/2018",2018-10-15,"17/10/2018",3,"Female",142,11.76823613,2017-05-03,NA,530,1.451060917,"Disappeared","2","92"
"KR36F003","Kuruman 36","KRR",7,"08/05/2017",2017-05-08,"10/05/2017",14,"Female",77,75.0055436,2017-05-08,NA,0,0,"ingroupnonbreeder","1","93"
"KR36F003","Kuruman 36","KRR",8,"10/10/2017",2017-10-09,"10/10/2017",14,"Female",93,16.33745678,2017-05-08,NA,155,0.424366872,"ingroupnonbreeder","1","93"
"KR36F003","Kuruman 36","KRR",9,"18/04/2018",2018-04-17,"24/04/2018",9,"Female",130,171.3225646,2017-05-08,NA,345,0.944558522,"ingroupnonbreeder","1","93"
"KR36F003","Kuruman 36","KRR",10,"14/10/2018",2018-10-13,"15/10/2018",12,"Female",122,11.76823613,2017-05-08,NA,524,1.434633812,"ingroupnonbreeder","1","93"
"KR36F003","Kuruman 36","KRR",11,"16/04/2019",2019-04-15,"17/04/2019",15,"Female",139,89.01727301,2017-05-08,NA,708,1.938398357,"ingroupnonbreeder","1","93"
