AnimalID,GroupID,Location,TrappingPeriod,DateofCapture,CaptureStart,GroupSize,Sex,weight,firstcapturedate,PairedFemales,DatePairedTreated,censor,Time.days,Time.years,statecode
L11F004,Lonely 11,Lonely,2,02/03/2014,01/03/2014,16,Female,107,23/09/2013,no,NA,NA,160,0.438056126,femalenonbreeder
L11F004,Lonely 11,Lonely,3,17/09/2014,16/09/2014,9,Female,135,23/09/2013,no,NA,NA,359,0.982888433,femalenonbreeder
L11F004,Lonely 11,Lonely,4,23/03/2015,23/03/2015,8,Female,126,23/09/2013,no,NA,NA,546,1.49486653,femalenonbreeder
L11F004,Lonely 11,Lonely,5,02/05/2016,02/05/2016,7,Female,144,23/09/2013,no,NA,NA,952,2.606433949,femalenonbreeder
L11F004,Lonely 11,Lonely,7,30/05/2017,30/05/2017,6,Female,127,23/09/2013,no,NA,NA,1345,3.682409309,inheritedbreeder
L11F004,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,23/09/2013,no,NA,99,1414,3.871321013,inheritedbreeder
L11F006,Lonely 11,Lonely,1,23/09/2013,23/09/2013,25,Female,141,23/09/2013,no,NA,NA,0,0,femalenonbreeder
L11F006,NA,Lonely,NA,01/03/2014,01/03/2014,NA,Female,NA,23/09/2013,no,NA,NA,159,0.435318275,Dead
L11F009,Lonely 11,Lonely,1,23/09/2013,23/09/2013,25,Female,82,23/09/2013,no,NA,NA,0,0,femalenonbreeder
L11F009,Lonely 11,Lonely,2,03/03/2014,01/03/2014,16,Female,96,23/09/2013,no,NA,NA,161,0.440793977,femalenonbreeder
L11F009,NA,Lonely,NA,16/09/2014,16/09/2014,NA,Female,NA,23/09/2013,no,NA,NA,358,0.980150582,Dead
L11F011,Lonely 11,Lonely,1,24/09/2013,23/09/2013,25,Female,126,24/09/2013,no,NA,NA,0,0,femalenonbreeder
L11F011,NA,Lonely,NA,01/03/2014,01/03/2014,NA,Female,NA,24/09/2013,no,NA,NA,158,0.432580424,Dead
L11F014,Lonely 11,Lonely,1,24/09/2013,23/09/2013,25,Female,120,24/09/2013,no,NA,NA,0,0,femalenonbreeder
L11F014,Lonely 11,Lonely,2,02/03/2014,01/03/2014,16,Female,140,24/09/2013,no,NA,NA,159,0.435318275,femalenonbreeder
L11F014,NA,Lonely,NA,16/09/2014,16/09/2014,NA,Female,NA,24/09/2013,no,NA,NA,357,0.977412731,Dead
L11F016,Lonely 11,Lonely,1,24/09/2013,23/09/2013,25,Female,91,24/09/2013,no,NA,NA,0,0,femalenonbreeder
L11F016,Lonely 11,Lonely,2,02/03/2014,01/03/2014,16,Female,95,24/09/2013,no,NA,NA,159,0.435318275,femalenonbreeder
L11F016,Lonely 11,Lonely,3,18/09/2014,16/09/2014,9,Female,123,24/09/2013,no,NA,NA,359,0.982888433,femalenonbreeder
L11F016,Lonely 23,Lonely,7,06/07/2017,04/07/2017,7,Female,102,24/09/2013,no,NA,NA,1381,3.780971937,breeder
L11F016,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,24/09/2013,no,NA,99,1413,3.868583162,breeder
L11F019,Lonely 11,Lonely,1,24/09/2013,23/09/2013,25,Female,85,24/09/2013,no,NA,NA,0,0,femalenonbreeder
L11F019,Lonely 11,Lonely,2,02/03/2014,01/03/2014,16,Female,101,24/09/2013,no,NA,NA,159,0.435318275,femalenonbreeder
L11F019,Lonely 11,Lonely,3,20/09/2014,16/09/2014,9,Female,128,24/09/2013,no,NA,NA,361,0.988364134,femalenonbreeder
L11F019,Lonely 11,Lonely,4,23/03/2015,23/03/2015,8,Female,132,24/09/2013,no,NA,NA,545,1.492128679,femalenonbreeder
L11F019,Lonely 11,Lonely,5,02/05/2016,02/05/2016,7,Female,139,24/09/2013,no,NA,NA,951,2.603696099,femalenonbreeder
L11F019,NA,Lonely,NA,09/09/2016,09/09/2016,NA,Female,NA,24/09/2013,no,NA,NA,1081,2.959616701,Dead
L11F020,Lonely 11,Lonely,1,24/09/2013,23/09/2013,25,Female,117,24/09/2013,no,NA,NA,0,0,femalenonbreeder
L11F020,NA,Lonely,NA,01/03/2014,01/03/2014,NA,Female,NA,24/09/2013,no,NA,NA,158,0.432580424,Dead
L11F024,Lonely 11,Lonely,1,25/09/2013,23/09/2013,25,Female,90,25/09/2013,no,NA,NA,0,0,femalenonbreeder
L11F024,Lonely 11,Lonely,2,02/03/2014,01/03/2014,16,Female,101,25/09/2013,no,NA,NA,158,0.432580424,femalenonbreeder
L11F024,Lonely 11,Lonely,3,19/09/2014,16/09/2014,9,Female,128,25/09/2013,no,NA,NA,359,0.982888433,femalenonbreeder
L11F024,NA,Lonely,NA,29/01/2015,29/01/2015,NA,Female,NA,25/09/2013,no,NA,NA,491,1.344284736,Dead
L11F030,Lonely 11,Lonely,7,31/05/2017,30/05/2017,6,Female,40,31/05/2017,no,NA,NA,0,0,femalenonbreeder
L11F030,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,31/05/2017,no,NA,99,68,0.186173854,femalenonbreeder
L12F001,Lonely 12,Lonely,1,23/09/2013,23/09/2013,1,Female,128,23/09/2013,no,NA,NA,0,0,single
L12F001,NA,Lonely,NA,01/03/2014,01/03/2014,NA,Female,NA,23/09/2013,no,NA,NA,159,0.435318275,Dead
L13F001,Lonely 13,Lonely,1,29/09/2013,29/09/2013,12,Female,123,29/09/2013,no,NA,NA,0,0,femalenonbreeder
L13F001,Lonely 13,Lonely,2,02/03/2014,01/03/2014,10,Female,142,29/09/2013,no,NA,NA,154,0.421629021,femalenonbreeder
L13F001,NA,Lonely,NA,16/09/2014,16/09/2014,NA,Female,NA,29/09/2013,no,NA,NA,352,0.963723477,Dead
L13F002,Lonely 13,Lonely,1,29/09/2013,29/09/2013,12,Female,142,29/09/2013,no,NA,NA,0,0,femalenonbreeder
L13F002,NA,Lonely,NA,01/03/2014,01/03/2014,NA,Female,NA,29/09/2013,no,NA,NA,153,0.41889117,Dead
L13F005,Lonely 13,Lonely,NA,30/09/2013,29/09/2013,12,Female,120,30/09/2013,no,NA,NA,0,0,femalenonbreeder
L13F005,Kuruman 25,KRR,5,04/02/2016,04/02/2016,1,Female,129,30/09/2013,no,NA,NA,857,2.346338125,single
L13F005,Kuruman 25,KRR,7,16/01/2017,16/01/2017,1,Female,127,30/09/2013,no,NA,NA,1204,3.296372348,single
L13F005,Kuruman 25,KRR,8,31/07/2017,31/07/2017,1,Female,119,30/09/2013,no,NA,NA,1400,3.832991102,single
L13F005,Kuruman 25,KRR,9,25/04/2018,25/04/2018,1,Female,119,30/09/2013,no,NA,NA,1668,4.566735113,single
L13F005,Kuruman 25,KRR,11,23/03/2019,21/03/2019,1,Female,121,30/09/2013,no,NA,NA,2000,5.475701574,single
L13F005,Kuruman 25,KRR,13,05/03/2020,05/03/2020,1,Female,114,30/09/2013,no,NA,NA,2348,6.428473648,single
L13F005,NA,KRR,NA,01/06/2020,01/06/2020,NA,Female,NA,30/09/2013,no,NA,99,2436,6.669404517,single
L13F006,Lonely 13,Lonely,1,30/09/2013,29/09/2013,12,Female,115,30/09/2013,no,NA,NA,0,0,femalenonbreeder
L13F006,Lonely 13,Lonely,2,01/03/2014,01/03/2014,10,Female,123,30/09/2013,no,NA,NA,152,0.41615332,femalenonbreeder
L13F006,NA,Lonely,NA,16/09/2014,16/09/2014,NA,Female,NA,30/09/2013,no,NA,NA,351,0.960985626,Dead
L13F008,Lonely 13,Lonely,1,01/10/2013,29/09/2013,12,Female,107,01/10/2013,no,NA,NA,0,0,femalenonbreeder
L13F008,Lonely 13,Lonely,2,03/03/2014,01/03/2014,10,Female,115,01/10/2013,no,NA,NA,153,0.41889117,femalenonbreeder
L13F008,Lonely 13,Lonely,3,16/09/2014,16/09/2014,8,Female,114,01/10/2013,no,NA,NA,350,0.958247775,inheritedbreeder
L13F008,Lonely 13,Lonely,4,26/03/2015,26/03/2015,8,Female,123,01/10/2013,no,NA,NA,541,1.481177276,inheritedbreeder
L13F008,Lonely 13,Lonely,5,22/02/2016,22/02/2016,12,Female,113,01/10/2013,no,NA,NA,874,2.392881588,inheritedbreeder
L13F008,Lonely 13,Lonely,6,10/09/2016,10/09/2016,8,Female,160,01/10/2013,no,NA,NA,1075,2.943189596,inheritedbreeder
L13F008,NA,Lonely,NA,30/05/2017,30/05/2017,NA,Female,NA,01/10/2013,no,NA,NA,1337,3.660506502,Dead
L13F009,Lonely 13,Lonely,1,01/10/2013,29/09/2013,12,Female,125,01/10/2013,no,NA,NA,0,0,femalenonbreeder
L13F009,Lonely 13,Lonely,2,03/03/2014,01/03/2014,10,Female,136,01/10/2013,no,NA,NA,153,0.41889117,inheritedbreeder
L13F009,NA,Lonely,NA,16/09/2014,16/09/2014,NA,Female,NA,01/10/2013,no,NA,NA,350,0.958247775,Dead
L13F014,Lonely 13,Lonely,2,02/03/2014,01/03/2014,10,Female,37,02/03/2014,no,NA,NA,0,0,femalenonbreeder
L13F014,Lonely 13,Lonely,3,16/09/2014,16/09/2014,8,Female,124,02/03/2014,no,NA,NA,198,0.542094456,femalenonbreeder
L13F014,Lonely 13,Lonely,4,26/03/2015,26/03/2015,8,Female,104,02/03/2014,no,NA,NA,389,1.065023956,femalenonbreeder
L13F014,NA,Lonely,NA,08/02/2016,08/02/2016,NA,Female,NA,02/03/2014,no,NA,NA,708,1.938398357,Dead
L13F015,Lonely 13,Lonely,3,17/09/2014,16/09/2014,8,Female,93,17/09/2014,no,NA,NA,0,0,femalenonbreeder
L13F015,Lonely 61,Lonely,4,29/01/2015,29/01/2015,1,Female,98,17/09/2014,no,NA,NA,134,0.366872005,single
L13F015,Lonely 61,Lonely,5,06/05/2016,05/05/2016,1,Female,111,17/09/2014,no,NA,NA,597,1.63449692,single
L13F015,Lonely 61,Lonely,6,05/10/2016,03/10/2016,2,Female,109,17/09/2014,no,NA,NA,749,2.05065024,breeder
L13F015,NA,Lonely,NA,30/05/2017,30/05/2017,NA,Female,NA,17/09/2014,no,NA,NA,986,2.699520876,Dead
L13F017,Lonely 13,Lonely,3,19/09/2014,16/09/2014,8,Female,15,19/09/2014,no,NA,NA,0,0,femalenonbreeder
L13F017,NA,Lonely,NA,29/01/2015,29/01/2015,NA,Female,NA,19/09/2014,no,NA,NA,132,0.361396304,Dead
L13F020,Lonely 13,Lonely,4,27/03/2015,26/03/2015,8,Female,28,27/03/2015,no,NA,NA,0,0,femalenonbreeder
L13F020,Lonely 13,Lonely,5,23/02/2016,22/02/2016,12,Female,87,27/03/2015,no,NA,NA,333,0.911704312,femalenonbreeder
L13F020,Lonely 19,Lonely,6,06/10/2016,06/10/2016,1,Female,102,27/03/2015,no,NA,NA,559,1.53045859,single
L13F020,Lonely 19,Lonely,7,15/07/2017,13/07/2017,3,Female,112,27/03/2015,no,NA,NA,841,2.302532512,breeder
L13F020,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,27/03/2015,no,NA,99,864,2.36550308,breeder
L13F021,Lonely 13,Lonely,4,27/03/2015,26/03/2015,8,Female,33,27/03/2015,no,NA,NA,0,0,femalenonbreeder
L13F021,Lonely 13,Lonely,5,23/02/2016,22/02/2016,12,Female,100,27/03/2015,no,NA,NA,333,0.911704312,femalenonbreeder
L13F021,NA,Lonely,NA,09/09/2016,09/09/2016,NA,Female,NA,27/03/2015,no,NA,NA,532,1.456536619,Dead
L13F025,Lonely 13,Lonely,5,22/02/2016,22/02/2016,12,Female,74,22/02/2016,no,NA,NA,0,0,femalenonbreeder
L13F025,NA,Lonely,NA,09/09/2016,09/09/2016,NA,Female,NA,22/02/2016,no,NA,NA,200,0.547570157,Dead
L13F029,Lonely 13,Lonely,5,24/02/2016,22/02/2016,12,Female,38,24/02/2016,no,NA,NA,0,0,femalenonbreeder
L13F029,Lonely 13,Lonely,6,10/09/2016,10/09/2016,8,Female,114,24/02/2016,no,NA,NA,199,0.544832307,femalenonbreeder
L13F029,Lonely 13,Lonely,7,05/06/2017,05/06/2017,10,Female,124,24/02/2016,no,NA,NA,467,1.278576318,femalenonbreeder
L13F029,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,24/02/2016,no,NA,99,530,1.451060917,femalenonbreeder
L13F030,Lonely 13,Lonely,6,10/09/2016,10/09/2016,8,Female,55,10/09/2016,no,NA,NA,0,0,femalenonbreeder
L13F030,Lonely 13,Lonely,7,06/06/2017,05/06/2017,10,Female,89,10/09/2016,no,NA,NA,269,0.736481862,femalenonbreeder
L13F030,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,10/09/2016,no,NA,99,331,0.906228611,femalenonbreeder
L13F032,Lonely 13,Lonely,6,10/09/2016,10/09/2016,8,Female,59,10/09/2016,no,NA,NA,0,0,femalenonbreeder
L13F032,Lonely 13,Lonely,7,06/06/2017,05/06/2017,10,Female,109,10/09/2016,no,NA,NA,269,0.736481862,femalenonbreeder
L13F032,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,10/09/2016,no,NA,99,331,0.906228611,femalenonbreeder
L13F033,Lonely 13,Lonely,6,10/09/2016,10/09/2016,8,Female,65,10/09/2016,no,NA,NA,0,0,femalenonbreeder
L13F033,Lonely 13,Lonely,7,05/06/2017,05/06/2017,10,Female,88,10/09/2016,no,NA,NA,268,0.733744011,femalenonbreeder
L13F033,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,10/09/2016,no,NA,99,331,0.906228611,femalenonbreeder
L13F035,Lonely 13,Lonely,7,06/06/2017,05/06/2017,10,Female,72,06/06/2017,no,NA,NA,0,0,femalenonbreeder
L13F035,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,06/06/2017,no,NA,99,62,0.169746749,femalenonbreeder
L14F004,Lonely 14,Lonely,2,03/03/2014,01/03/2014,13,Female,111,03/03/2014,no,NA,NA,0,0,femalenonbreeder
L14F004,Lonely 14,Lonely,3,17/09/2014,16/09/2014,8,Female,124,03/03/2014,no,NA,NA,198,0.542094456,femalenonbreeder
L14F004,Lonely 62,Lonely,4,29/01/2015,29/01/2015,2,Female,137,03/03/2014,no,NA,NA,332,0.908966461,breeder
L14F004,Lonely 62,Lonely,5,09/02/2016,08/02/2016,6,Female,133,03/03/2014,no,NA,NA,708,1.938398357,breeder
L14F004,Lonely 62,Lonely,6,10/09/2016,09/09/2016,6,Female,139,03/03/2014,no,NA,NA,922,2.524298426,breeder
L14F004,Lonely 62,Lonely,7,05/06/2017,05/06/2017,6,Female,146,03/03/2014,no,NA,NA,1190,3.258042437,breeder
L14F004,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,03/03/2014,no,NA,99,1253,3.430527036,breeder
L14F006,Lonely 14,Lonely,2,03/03/2014,01/03/2014,13,Female,103,03/03/2014,no,NA,NA,0,0,femalenonbreeder
L14F006,Lonely 14,Lonely,3,16/09/2014,16/09/2014,8,Female,124,03/03/2014,no,NA,NA,197,0.539356605,femalenonbreeder
L14F006,Lonely 63,Lonely,4,23/03/2015,23/03/2015,1,Female,130,03/03/2014,no,NA,NA,385,1.054072553,single
L14F006,NA,Lonely,NA,08/02/2016,08/02/2016,NA,Female,NA,03/03/2014,no,NA,NA,707,1.935660507,Dead
L14F009,Lonely 14,Lonely,2,03/03/2014,01/03/2014,13,Female,46,03/03/2014,no,NA,NA,0,0,femalenonbreeder
L14F009,Lonely 14,Lonely,3,16/09/2014,16/09/2014,8,Female,94,03/03/2014,no,NA,NA,197,0.539356605,femalenonbreeder
L14F009,Lonely 14,Lonely,4,29/01/2015,29/01/2015,8,Female,105,03/03/2014,no,NA,NA,332,0.908966461,femalenonbreeder
L14F009,NA,Lonely,NA,08/02/2016,08/02/2016,NA,Female,NA,03/03/2014,no,NA,NA,707,1.935660507,Dead
L14F013,Lonely 14,Lonely,2,03/03/2014,01/03/2014,13,Female,119,03/03/2014,no,NA,NA,0,0,femalenonbreeder
L14F013,Lonely 14,Lonely,3,16/09/2014,16/09/2014,8,Female,124,03/03/2014,no,NA,NA,197,0.539356605,inheritedbreeder
L14F013,Lonely 14,Lonely,4,30/01/2015,29/01/2015,8,Female,119,03/03/2014,no,NA,NA,333,0.911704312,inheritedbreeder
L14F013,Lonely 14,Lonely,5,09/02/2016,08/02/2016,12,Female,122,03/03/2014,no,NA,NA,708,1.938398357,inheritedbreeder
L14F013,Lonely 14,Lonely,6,09/09/2016,09/09/2016,9,Female,122,03/03/2014,no,NA,NA,921,2.521560575,inheritedbreeder
L14F013,Lonely 14,Lonely,7,31/05/2017,30/05/2017,13,Female,121,03/03/2014,no,NA,NA,1185,3.244353183,inheritedbreeder
L14F013,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,03/03/2014,no,NA,99,1253,3.430527036,inheritedbreeder
L14F016,Lonely 14,Lonely,4,30/01/2015,29/01/2015,8,Female,27,30/01/2015,no,NA,NA,0,0,femalenonbreeder
L14F016,Lonely 14,Lonely,5,10/02/2016,08/02/2016,12,Female,90,30/01/2015,no,NA,NA,376,1.029431896,femalenonbreeder
L14F016,NA,Lonely,NA,09/09/2016,09/09/2016,NA,Female,NA,30/01/2015,no,NA,NA,588,1.609856263,Dead
L14F017,Lonely 14,Lonely,4,30/01/2015,29/01/2015,8,Female,29,30/01/2015,no,NA,NA,0,0,femalenonbreeder
L14F017,Lonely 14,Lonely,5,11/02/2016,08/02/2016,12,Female,NA,30/01/2015,no,NA,NA,377,1.032169747,femalenonbreeder
L14F017,NA,Lonely,NA,09/09/2016,09/09/2016,NA,Female,NA,30/01/2015,no,NA,NA,588,1.609856263,Dead
L14F018,Lonely 14,Lonely,4,30/01/2015,29/01/2015,8,Female,60,30/01/2015,no,NA,NA,0,0,femalenonbreeder
L14F018,Lonely 14,Lonely,5,09/02/2016,08/02/2016,12,Female,107,30/01/2015,no,NA,NA,375,1.026694045,femalenonbreeder
L14F018,NA,Lonely,NA,09/09/2016,09/09/2016,NA,Female,NA,30/01/2015,no,NA,NA,588,1.609856263,Dead
L14F019,Lonely 14,Lonely,4,31/01/2015,29/01/2015,8,Female,26,31/01/2015,no,NA,NA,0,0,femalenonbreeder
L14F019,NA,Lonely,NA,08/02/2016,08/02/2016,NA,Female,NA,31/01/2015,no,NA,NA,373,1.021218344,Dead
L14F020,Lonely 14,Lonely,5,09/02/2016,08/02/2016,12,Female,80,09/02/2016,no,NA,NA,0,0,femalenonbreeder
L14F020,NA,Lonely,NA,09/09/2016,09/09/2016,NA,Female,NA,09/02/2016,no,NA,NA,213,0.583162218,Dead
L14F021,Lonely 14,Lonely,5,08/02/2016,08/02/2016,12,Female,53,08/02/2016,no,NA,NA,0,0,femalenonbreeder
L14F021,NA,Lonely,NA,09/09/2016,09/09/2016,NA,Female,NA,08/02/2016,no,NA,NA,214,0.585900068,Dead
L14F023,Lonely 14,Lonely,5,09/02/2016,08/02/2016,12,Female,60,09/02/2016,no,NA,NA,0,0,femalenonbreeder
L14F023,Lonely 14,Lonely,6,09/09/2016,09/09/2016,9,Female,92,09/02/2016,no,NA,NA,213,0.583162218,femalenonbreeder
L14F023,Lonely 14,Lonely,7,30/05/2017,30/05/2017,13,Female,90,09/02/2016,no,NA,NA,476,1.303216975,femalenonbreeder
L14F023,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,09/02/2016,no,NA,99,545,1.492128679,femalenonbreeder
L14F025,Lonely 14,Lonely,5,11/02/2016,08/02/2016,12,Female,68,11/02/2016,no,NA,NA,0,0,femalenonbreeder
L14F025,Lonely 14,Lonely,6,09/09/2016,09/09/2016,9,Female,101,11/02/2016,no,NA,NA,211,0.577686516,femalenonbreeder
L14F025,Lonely 14,Lonely,7,30/05/2017,30/05/2017,13,Female,105,11/02/2016,no,NA,NA,474,1.297741273,femalenonbreeder
L14F025,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,11/02/2016,no,NA,99,543,1.486652977,femalenonbreeder
L14F030,Lonely 14,Lonely,7,31/05/2017,30/05/2017,13,Female,65,31/05/2017,no,NA,NA,0,0,femalenonbreeder
L14F030,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,31/05/2017,no,NA,99,68,0.186173854,femalenonbreeder
L14F031,Lonely 14,Lonely,7,01/06/2017,30/05/2017,13,Female,49,01/06/2017,no,NA,NA,0,0,femalenonbreeder
L14F031,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,01/06/2017,no,NA,99,67,0.183436003,femalenonbreeder
L15F002,Lonely 15,Lonely,2,07/03/2014,07/03/2014,2,Female,105,07/03/2014,no,NA,NA,0,0,breeder
L15F002,Lonely 15,Lonely,3,10/10/2014,09/10/2014,3,Female,104,07/03/2014,no,NA,NA,217,0.594113621,breeder
L15F002,Lonely 15,Lonely,4,23/03/2015,23/03/2015,3,Female,113,07/03/2014,no,NA,NA,381,1.04312115,breeder
L15F002,Lonely 15,Lonely,5,26/02/2016,24/02/2016,7,Female,121,07/03/2014,no,NA,NA,721,1.973990418,breeder
L15F002,Lonely 15,Lonely,6,10/09/2016,09/09/2016,8,Female,134,07/03/2014,no,NA,NA,918,2.513347023,breeder
L15F002,Lonely 15,Lonely,7,05/06/2017,05/06/2017,10,Female,115,07/03/2014,no,NA,NA,1186,3.247091034,breeder
L15F002,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,07/03/2014,no,NA,99,1249,3.419575633,breeder
L15F003,Lonely 15,Lonely,3,10/10/2014,09/10/2014,3,Female,18,10/10/2014,no,NA,NA,0,0,femalenonbreeder
L15F003,Lonely 15,Lonely,4,23/03/2015,23/03/2015,3,Female,58,10/10/2014,no,NA,NA,164,0.449007529,femalenonbreeder
L15F003,Lonely 15,Lonely,5,26/02/2016,24/02/2016,7,Female,102,10/10/2014,no,NA,NA,504,1.379876797,femalenonbreeder
L15F003,NA,Lonely,NA,09/09/2016,09/09/2016,NA,Female,NA,10/10/2014,no,NA,NA,700,1.916495551,Dead
L15F005,Lonely 15,Lonely,5,25/02/2016,24/02/2016,7,Female,39,25/02/2016,no,NA,NA,0,0,femalenonbreeder
L15F005,Lonely 15,Lonely,6,09/09/2016,09/09/2016,8,Female,88,25/02/2016,no,NA,NA,197,0.539356605,femalenonbreeder
L15F005,Lonely 15,Lonely,7,05/06/2017,05/06/2017,10,Female,101,25/02/2016,no,NA,NA,466,1.275838467,femalenonbreeder
L15F005,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,25/02/2016,no,NA,99,529,1.448323066,femalenonbreeder
L15F006,Lonely 15,Lonely,5,27/02/2016,24/02/2016,7,Female,41,27/02/2016,no,NA,NA,0,0,femalenonbreeder
L15F006,Lonely 15,Lonely,6,09/09/2016,09/09/2016,8,Female,87,27/02/2016,no,NA,NA,195,0.533880903,femalenonbreeder
L15F006,Lonely 15,Lonely,7,05/06/2017,05/06/2017,10,Female,89,27/02/2016,no,NA,NA,464,1.270362765,femalenonbreeder
L15F006,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,27/02/2016,no,NA,99,527,1.442847365,femalenonbreeder
L15F008,Lonely 15,Lonely,6,09/09/2016,09/09/2016,8,Female,50,09/09/2016,no,NA,NA,0,0,femalenonbreeder
L15F008,Lonely 15,Lonely,7,05/06/2017,05/06/2017,10,Female,82,09/09/2016,no,NA,NA,269,0.736481862,femalenonbreeder
L15F008,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,09/09/2016,no,NA,99,332,0.908966461,femalenonbreeder
L15F009,Lonely 15,Lonely,6,09/09/2016,09/09/2016,8,Female,53,09/09/2016,no,NA,NA,0,0,femalenonbreeder
L15F009,Lonely 15,Lonely,7,05/06/2017,05/06/2017,10,Female,82,09/09/2016,no,NA,NA,269,0.736481862,femalenonbreeder
L15F009,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,09/09/2016,no,NA,99,332,0.908966461,femalenonbreeder
L16F001,Lonely 16,Lonely,2,13/03/2014,12/03/2014,2,Female,126,13/03/2014,no,NA,NA,0,0,breeder
L16F001,Lonely 16,Lonely,3,09/10/2014,09/10/2014,8,Female,122,13/03/2014,no,NA,NA,210,0.574948665,breeder
L16F001,Lonely 16,Lonely,6,17/09/2016,16/09/2016,9,Female,139,13/03/2014,no,NA,NA,919,2.516084873,breeder
L16F001,Lonely 16,Lonely,7,28/06/2017,27/06/2017,12,Female,107,13/03/2014,no,NA,NA,1203,3.293634497,breeder
L16F001,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,13/03/2014,no,NA,99,1243,3.403148528,breeder
L16F004,Lonely 16,Lonely,3,11/10/2014,09/10/2014,8,Female,16,11/10/2014,no,NA,NA,0,0,femalenonbreeder
L16F004,NA,Lonely,NA,29/01/2015,29/01/2015,NA,Female,NA,11/10/2014,no,NA,NA,110,0.301163587,Dead
L16F006,Lonely 16,Lonely,3,11/10/2014,09/10/2014,8,Female,17,11/10/2014,no,NA,NA,0,0,femalenonbreeder
L16F006,NA,Lonely,NA,29/01/2015,29/01/2015,NA,Female,NA,11/10/2014,no,NA,NA,110,0.301163587,Dead
L16F007,Lonely 16,Lonely,3,11/10/2014,09/10/2014,8,Female,21,11/10/2014,no,NA,NA,0,0,femalenonbreeder
L16F007,Lonely 25,Lonely,6,22/09/2016,22/09/2016,3,Female,131,11/10/2014,no,NA,NA,712,1.94934976,breeder
L16F007,Lonely 25,Lonely,7,22/06/2017,21/06/2017,6,Female,110,11/10/2014,no,NA,NA,985,2.696783025,breeder
L16F007,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,11/10/2014,no,NA,99,1031,2.822724162,breeder
L16F008,Lonely 16,Lonely,6,16/09/2016,16/09/2016,9,Female,72,16/09/2016,no,NA,NA,0,0,femalenonbreeder
L16F008,Lonely 16,Lonely,7,27/06/2017,27/06/2017,12,Female,97,16/09/2016,no,NA,NA,284,0.777549624,femalenonbreeder
L16F008,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,16/09/2016,no,NA,99,325,0.889801506,femalenonbreeder
L16F009,Lonely 16,Lonely,6,16/09/2016,16/09/2016,9,Female,66,16/09/2016,no,NA,NA,0,0,femalenonbreeder
L16F009,Lonely 16,Lonely,7,28/06/2017,27/06/2017,12,Female,87,16/09/2016,no,NA,NA,285,0.780287474,femalenonbreeder
L16F009,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,16/09/2016,no,NA,99,325,0.889801506,femalenonbreeder
L16F013,Lonely 16,Lonely,6,17/09/2016,16/09/2016,9,Female,36,17/09/2016,no,NA,NA,0,0,femalenonbreeder
L16F013,Lonely 16,Lonely,7,28/06/2017,27/06/2017,12,Female,82,17/09/2016,no,NA,NA,284,0.777549624,femalenonbreeder
L16F013,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,17/09/2016,no,NA,99,324,0.887063655,femalenonbreeder
L16F016,Lonely 16,Lonely,7,28/06/2017,27/06/2017,12,Female,48,28/06/2017,no,NA,NA,0,0,femalenonbreeder
L16F016,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,28/06/2017,no,NA,99,40,0.109514031,femalenonbreeder
L17F001,Lonely 17,Lonely,2,24/06/2014,23/06/2014,2,Female,158,24/06/2014,no,NA,NA,0,0,femalenonbreeder
L17F001,NA,Lonely,NA,16/09/2014,16/09/2014,NA,Female,NA,24/06/2014,no,NA,NA,84,0.229979466,Dead
L18F002,Lonely 18,Lonely,2,13/03/2014,11/03/2014,14,Female,94,13/03/2014,no,NA,NA,0,0,breeder
L18F002,Lonely 18,Lonely,3,01/10/2014,30/09/2014,9,Female,105,13/03/2014,no,NA,NA,202,0.553045859,breeder
L18F002,Lonely 18,Lonely,5,03/03/2016,29/02/2016,5,Female,124,13/03/2014,no,NA,NA,721,1.973990418,breeder
