AnimalID,GroupID,Location,TrappingPeriod,DateofCapture,CaptureStart,GroupSize,Sex,weight,firstcapturedate,PairedFemales,DatePairedTreated,censor,Time.days,Time.years,statecode
L18F002,Lonely 18,Lonely,6,17/09/2016,16/09/2016,3,Female,118,13/03/2014,no,NA,NA,919,2.516084873,breeder
L18F002,Lonely 18,Lonely,7,29/06/2017,27/06/2017,7,Female,114,13/03/2014,no,NA,NA,1204,3.296372348,breeder
L18F002,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,13/03/2014,no,NA,99,1243,3.403148528,breeder
L18F003,Lonely 18,Lonely,2,13/03/2014,11/03/2014,14,Female,73,13/03/2014,no,NA,NA,0,0,femalenonbreeder
L18F003,NA,Lonely,NA,16/09/2014,16/09/2014,NA,Female,NA,13/03/2014,no,NA,NA,187,0.511978097,Dead
L18F004,Lonely 18,Lonely,2,14/03/2014,11/03/2014,14,Female,80,14/03/2014,no,NA,NA,0,0,femalenonbreeder
L18F004,Lonely 18,Lonely,3,30/09/2014,30/09/2014,9,Female,87,14/03/2014,no,NA,NA,200,0.547570157,femalenonbreeder
L18F004,NA,Lonely,NA,29/01/2015,29/01/2015,NA,Female,NA,14/03/2014,no,NA,NA,321,0.878850103,Dead
L18F007,Lonely 18,Lonely,2,14/03/2014,11/03/2014,14,Female,73,14/03/2014,no,NA,NA,0,0,femalenonbreeder
L18F007,Lonely 18,Lonely,3,30/09/2014,30/09/2014,9,Female,83,14/03/2014,no,NA,NA,200,0.547570157,femalenonbreeder
L18F007,Lonely 18,Lonely,5,01/03/2016,29/02/2016,5,Female,109,14/03/2014,no,NA,NA,718,1.965776865,femalenonbreeder
L18F007,NA,Lonely,NA,09/09/2016,09/09/2016,NA,Female,NA,14/03/2014,no,NA,NA,910,2.491444216,Dead
L18F008,Lonely 18,Lonely,2,14/03/2014,11/03/2014,14,Female,65,14/03/2014,no,NA,NA,0,0,femalenonbreeder
L18F008,Lonely 18,Lonely,3,01/10/2014,30/09/2014,9,Female,83,14/03/2014,no,NA,NA,201,0.550308008,femalenonbreeder
L18F008,Lonely 18,Lonely,5,04/03/2016,29/02/2016,5,Female,97,14/03/2014,no,NA,NA,721,1.973990418,femalenonbreeder
L18F008,Lonely 18,Lonely,6,16/09/2016,16/09/2016,3,Female,103,14/03/2014,no,NA,NA,917,2.510609172,femalenonbreeder
L18F008,Lonely 18,Lonely,7,27/06/2017,27/06/2017,7,Female,101,14/03/2014,no,NA,NA,1201,3.288158795,femalenonbreeder
L18F008,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,14/03/2014,no,NA,99,1242,3.400410678,femalenonbreeder
L18F009,Lonely 18,Lonely,2,15/03/2014,11/03/2014,14,Female,78,15/03/2014,no,NA,NA,0,0,femalenonbreeder
L18F009,Lonely 18,Lonely,3,01/10/2014,30/09/2014,9,Female,85,15/03/2014,no,NA,NA,200,0.547570157,femalenonbreeder
L18F009,NA,Lonely,NA,29/01/2015,29/01/2015,NA,Female,NA,15/03/2014,no,NA,NA,320,0.876112252,Dead
L18F010,Lonely 18,Lonely,2,15/03/2014,11/03/2014,14,Female,92,15/03/2014,no,NA,NA,0,0,femalenonbreeder
L18F010,Lonely 18,Lonely,3,30/09/2014,30/09/2014,9,Female,97,15/03/2014,no,NA,NA,199,0.544832307,femalenonbreeder
L18F010,NA,Lonely,NA,29/01/2015,29/01/2015,NA,Female,NA,15/03/2014,no,NA,NA,320,0.876112252,Dead
L18F011,Lonely 18,Lonely,2,16/03/2014,11/03/2014,14,Female,59,16/03/2014,no,NA,NA,0,0,femalenonbreeder
L18F011,NA,Lonely,NA,16/09/2014,16/09/2014,NA,Female,NA,16/03/2014,no,NA,NA,184,0.503764545,Dead
L18F014,Lonely 18,Lonely,1,18/03/2014,11/03/2014,14,Female,NA,18/03/2014,no,NA,NA,0,0,femalenonbreeder
L18F014,Lonely 18,Lonely,2,01/10/2014,30/09/2014,9,Female,76,18/03/2014,no,NA,NA,197,0.539356605,femalenonbreeder
L18F014,Lonely 18,Lonely,5,01/03/2016,29/02/2016,5,Female,100,18/03/2014,no,NA,NA,714,1.954825462,femalenonbreeder
L18F014,Kuruman 14,KRR,5,30/05/2016,30/05/2016,1,Female,105,18/03/2014,no,NA,NA,804,2.201232033,single
L18F014,Kuruman 14,KRR,7,31/01/2017,30/01/2017,1,Female,119,18/03/2014,no,NA,NA,1050,2.874743326,single
L18F014,Kuruman 14,KRR,8,09/08/2017,07/08/2017,1,Female,107,18/03/2014,no,NA,NA,1240,3.394934976,single
L18F014,Kuruman 14,KRR,9,13/04/2018,13/04/2018,1,Female,119,18/03/2014,no,NA,NA,1487,4.07118412,single
L18F014,NA,KRR,NA,14/09/2018,14/09/2018,NA,Female,NA,18/03/2014,no,NA,NA,1641,4.492813142,Dead
L18F016,Lonely 18,Lonely,7,27/06/2017,27/06/2017,7,Female,67,27/06/2017,no,NA,NA,0,0,femalenonbreeder
L18F016,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,27/06/2017,no,NA,99,41,0.112251882,femalenonbreeder
L19F002,Lonely 19,Lonely,7,14/07/2017,13/07/2017,3,Female,37,14/07/2017,no,NA,NA,0,0,femalenonbreeder
L19F002,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,14/07/2017,no,NA,99,24,0.065708419,femalenonbreeder
L20F001,Lonely 20,Lonely,6,06/10/2016,06/10/2016,11,Female,87,06/10/2016,no,NA,NA,0,0,femalenonbreeder
L20F001,Lonely 20,Lonely,7,21/07/2017,20/07/2017,10,Female,101,06/10/2016,no,NA,NA,288,0.788501027,femalenonbreeder
L20F001,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,06/10/2016,no,NA,99,305,0.83504449,femalenonbreeder
L20F003,Lonely 20,Lonely,6,06/10/2016,06/10/2016,11,Female,86,06/10/2016,no,NA,NA,0,0,femalenonbreeder
L20F003,NA,Lonely,NA,30/05/2017,30/05/2017,NA,Female,NA,06/10/2016,no,NA,NA,236,0.646132786,Dead
L20F005,Lonely 20,Lonely,6,07/10/2016,06/10/2016,11,Female,91,07/10/2016,no,NA,NA,0,0,femalenonbreeder
L20F005,Lonely 20,Lonely,7,20/07/2017,20/07/2017,10,Female,114,07/10/2016,no,NA,NA,286,0.783025325,femalenonbreeder
L20F005,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,07/10/2016,no,NA,99,304,0.832306639,femalenonbreeder
L20F006,Lonely 20,Lonely,6,07/10/2016,06/10/2016,11,Female,127,07/10/2016,no,NA,NA,0,0,femalenonbreeder
L20F006,NA,Lonely,NA,30/05/2017,30/05/2017,NA,Female,NA,07/10/2016,no,NA,NA,235,0.643394935,Dead
L20F010,Lonely 20,Lonely,6,08/10/2016,06/10/2016,11,Female,129,08/10/2016,no,NA,NA,0,0,breeder
L20F010,Lonely 20,Lonely,7,22/07/2017,20/07/2017,10,Female,136,08/10/2016,no,NA,NA,287,0.785763176,breeder
L20F010,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,08/10/2016,no,NA,99,303,0.829568789,breeder
L20F011,Lonely 20,Lonely,7,20/07/2017,20/07/2017,10,Female,91,20/07/2017,no,NA,NA,0,0,femalenonbreeder
L20F011,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,20/07/2017,no,NA,99,18,0.049281314,femalenonbreeder
L20F014,Lonely 20,Lonely,7,21/07/2017,20/07/2017,10,Female,43,21/07/2017,no,NA,NA,0,0,femalenonbreeder
L20F014,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,21/07/2017,no,NA,99,17,0.046543463,femalenonbreeder
L23F004,Lonely 23,Lonely,7,06/07/2017,04/07/2017,7,Female,85,06/07/2017,no,NA,NA,0,0,femalenonbreeder
L23F004,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,06/07/2017,no,NA,99,32,0.087611225,femalenonbreeder
L26F002,Lonely 26,Lonely,6,06/10/2016,06/10/2016,10,Female,86,06/10/2016,no,NA,NA,0,0,femalenonbreeder
L26F002,Lonely 26,Lonely,7,15/07/2017,13/07/2017,10,Female,102,06/10/2016,no,NA,NA,282,0.772073922,femalenonbreeder
L26F002,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,06/10/2016,no,NA,99,305,0.83504449,femalenonbreeder
L26F004,Lonely 26,Lonely,6,06/10/2016,06/10/2016,10,Female,96,06/10/2016,no,NA,NA,0,0,femalenonbreeder
L26F004,Lonely 28,Lonely,7,13/07/2017,13/07/2017,1,Female,104,06/10/2016,no,NA,NA,280,0.76659822,single
L26F004,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,06/10/2016,no,NA,99,305,0.83504449,single
L26F005,Lonely 26,Lonely,6,07/10/2016,06/10/2016,10,Female,89,07/10/2016,no,NA,NA,0,0,femalenonbreeder
L26F005,NA,Lonely,NA,30/05/2017,30/05/2017,NA,Female,NA,07/10/2016,no,NA,NA,235,0.643394935,Dead
L26F007,Lonely 26,Lonely,6,07/10/2016,06/10/2016,10,Female,109,07/10/2016,no,NA,NA,0,0,breeder
L26F007,Lonely 26,Lonely,7,15/07/2017,13/07/2017,10,Female,118,07/10/2016,no,NA,NA,281,0.769336071,breeder
L26F007,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,07/10/2016,no,NA,99,304,0.832306639,breeder
L26F008,Lonely 26,Lonely,6,07/10/2016,06/10/2016,10,Female,93,07/10/2016,no,NA,NA,0,0,femalenonbreeder
L26F008,NA,Lonely,NA,30/05/2017,30/05/2017,NA,Female,NA,07/10/2016,no,NA,NA,235,0.643394935,Dead
L26F010,Lonely 26,Lonely,6,08/10/2016,06/10/2016,10,Female,23,08/10/2016,no,NA,NA,0,0,femalenonbreeder
L26F010,Lonely 26,Lonely,7,16/07/2017,13/07/2017,10,Female,89,08/10/2016,no,NA,NA,281,0.769336071,femalenonbreeder
L26F010,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,08/10/2016,no,NA,99,303,0.829568789,femalenonbreeder
L26F013,Lonely 26,Lonely,7,13/07/2017,13/07/2017,10,Female,85,13/07/2017,no,NA,NA,0,0,femalenonbreeder
L26F013,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,13/07/2017,no,NA,99,25,0.06844627,femalenonbreeder
L27F001,Lonely 27,Lonely,7,05/07/2017,04/07/2017,1,Female,96,05/07/2017,no,NA,NA,0,0,single
L27F001,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,05/07/2017,no,NA,99,33,0.090349076,single
L40F001,Lonely 66,Lonely,2,10/03/2014,09/03/2014,6,Female,71,10/03/2014,no,NA,NA,0,0,femalenonbreeder
L40F001,NA,Lonely,NA,16/09/2014,16/09/2014,NA,Female,NA,10/03/2014,no,NA,NA,190,0.52019165,Dead
L40F004,Lonely 66,Lonely,2,11/03/2014,09/03/2014,6,Female,29,11/03/2014,no,NA,NA,0,0,femalenonbreeder
L40F004,NA,Lonely,NA,16/09/2014,16/09/2014,NA,Female,NA,11/03/2014,no,NA,NA,189,0.517453799,Dead
L40F005,Lonely 66,Lonely,2,11/03/2014,09/03/2014,6,Female,79,11/03/2014,no,NA,NA,0,0,femalenonbreeder
L40F005,NA,Lonely,NA,16/09/2014,16/09/2014,NA,Female,NA,11/03/2014,no,NA,NA,189,0.517453799,Dead
L40F006,Lonely 66,Lonely,2,12/03/2014,09/03/2014,6,Female,27,12/03/2014,no,NA,NA,0,0,femalenonbreeder
L40F006,Lonely 40,Lonely,6,23/09/2016,22/09/2016,10,Female,145,12/03/2014,no,NA,NA,926,2.535249829,breeder
L40F006,Lonely 40,Lonely,7,21/06/2017,21/06/2017,12,Female,129,12/03/2014,no,NA,NA,1197,3.277207392,breeder
L40F006,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,12/03/2014,no,NA,99,1244,3.405886379,breeder
L40F012,Lonely 40,Lonely,6,23/09/2016,22/09/2016,10,Female,117,23/09/2016,no,NA,NA,0,0,femalenonbreeder
L40F012,NA,Lonely,NA,30/05/2017,30/05/2017,NA,Female,NA,23/09/2016,no,NA,NA,249,0.681724846,Dead
L40F013,Lonely 40,Lonely,6,23/09/2016,22/09/2016,10,Female,107,23/09/2016,no,NA,NA,0,0,femalenonbreeder
L40F013,Lonely 40,Lonely,7,21/06/2017,21/06/2017,12,Female,119,23/09/2016,no,NA,NA,271,0.741957563,femalenonbreeder
L40F013,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,23/09/2016,no,NA,99,318,0.87063655,femalenonbreeder
L40F014,Lonely 40,Lonely,6,23/09/2016,22/09/2016,10,Female,67,23/09/2016,no,NA,NA,0,0,femalenonbreeder
L40F014,Lonely 40,Lonely,7,21/06/2017,21/06/2017,12,Female,87,23/09/2016,no,NA,NA,271,0.741957563,femalenonbreeder
L40F014,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,23/09/2016,no,NA,99,318,0.87063655,femalenonbreeder
L40F016,Lonely 40,Lonely,7,22/06/2017,21/06/2017,12,Female,42,22/06/2017,no,NA,NA,0,0,femalenonbreeder
L40F016,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,22/06/2017,no,NA,99,46,0.125941136,femalenonbreeder
L41F001,Lonely 41,Lonely,2,17/03/2014,17/03/2014,1,Female,129,17/03/2014,no,NA,NA,0,0,single
L41F001,NA,Lonely,NA,16/09/2014,16/09/2014,NA,Female,NA,17/03/2014,no,NA,NA,183,0.501026694,Dead
L43F003,Lonely 43,Lonely,2,18/03/2014,15/03/2014,4,Female,136,18/03/2014,no,NA,NA,0,0,breeder
L43F003,NA,Lonely,NA,16/09/2014,16/09/2014,NA,Female,NA,18/03/2014,no,NA,NA,182,0.498288843,Dead
L45F001,Lonely 45,Lonely,2,01/04/2014,31/03/2014,1,Female,130,01/04/2014,no,NA,NA,0,0,single
L45F001,Lonely 45,Lonely,3,30/09/2014,30/09/2014,1,Female,148,01/04/2014,no,NA,NA,182,0.498288843,single
L45F001,Lonely 45,Lonely,5,06/05/2016,05/05/2016,1,Female,148,01/04/2014,no,NA,NA,766,2.097193703,single
L45F001,Lonely 45,Lonely,7,04/07/2017,04/07/2017,1,Female,136,01/04/2014,no,NA,NA,1190,3.258042437,single
L45F001,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,01/04/2014,no,NA,99,1224,3.351129363,single
L46F002,Lonely 46,Lonely,2,01/04/2014,31/03/2014,7,Female,127,01/04/2014,no,NA,NA,0,0,breeder
L46F002,Lonely 46,Lonely,5,05/03/2016,29/02/2016,10,Female,123,01/04/2014,no,NA,NA,704,1.927446954,breeder
L46F002,Lonely 46,Lonely,6,17/09/2016,16/09/2016,10,Female,122,01/04/2014,no,NA,NA,900,2.464065708,breeder
L46F002,Lonely 46,Lonely,7,28/06/2017,27/06/2017,12,Female,128,01/04/2014,no,NA,NA,1184,3.241615332,breeder
L46F002,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,01/04/2014,no,NA,99,1224,3.351129363,breeder
L46F003,Lonely 46,Lonely,2,01/04/2014,31/03/2014,7,Female,100,01/04/2014,no,NA,NA,0,0,femalenonbreeder
L46F003,NA,Lonely,NA,16/09/2014,16/09/2014,NA,Female,NA,01/04/2014,no,NA,NA,168,0.459958932,Dead
L46F005,Lonely 46,Lonely,2,02/04/2014,31/03/2014,7,Female,53,02/04/2014,no,NA,NA,0,0,femalenonbreeder
L46F005,NA,Lonely,NA,16/09/2014,16/09/2014,NA,Female,NA,02/04/2014,no,NA,NA,167,0.457221081,Dead
L46F006,Lonely 46,Lonely,2,02/04/2014,31/03/2014,7,Female,91,02/04/2014,no,NA,NA,0,0,femalenonbreeder
L46F006,NA,Lonely,NA,16/09/2014,16/09/2014,NA,Female,NA,02/04/2014,no,NA,NA,167,0.457221081,Dead
L46F008,Lonely 46,Lonely,5,01/03/2016,29/02/2016,10,Female,108,01/03/2016,no,NA,NA,0,0,femalenonbreeder
L46F008,NA,Lonely,NA,09/09/2016,09/09/2016,NA,Female,NA,01/03/2016,no,NA,NA,192,0.525667351,Dead
L46F009,Lonely 46,Lonely,5,29/02/2016,29/02/2016,10,Female,90,29/02/2016,no,NA,NA,0,0,femalenonbreeder
L46F009,NA,Lonely,NA,09/09/2016,09/09/2016,NA,Female,NA,29/02/2016,no,NA,NA,193,0.528405202,Dead
L46F010,Lonely 46,Lonely,5,29/02/2016,29/02/2016,10,Female,51,29/02/2016,no,NA,NA,0,0,femalenonbreeder
L46F010,Lonely 46,Lonely,6,17/09/2016,16/09/2016,10,Female,93,29/02/2016,no,NA,NA,201,0.550308008,femalenonbreeder
L46F010,Lonely 33,Lonely,7,21/07/2017,20/07/2017,1,Female,104,29/02/2016,no,NA,NA,508,1.3908282,single
L46F010,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,29/02/2016,no,NA,99,525,1.437371663,single
L46F011,Lonely 46,Lonely,5,01/03/2016,29/02/2016,10,Female,53,01/03/2016,no,NA,NA,0,0,femalenonbreeder
L46F011,Lonely 46,Lonely,6,16/09/2016,16/09/2016,10,Female,92,01/03/2016,no,NA,NA,199,0.544832307,femalenonbreeder
L46F011,Lonely 46,Lonely,7,27/06/2017,27/06/2017,12,Female,103,01/03/2016,no,NA,NA,483,1.32238193,femalenonbreeder
L46F011,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,01/03/2016,no,NA,99,524,1.434633812,femalenonbreeder
L46F012,Lonely 46,Lonely,5,01/03/2016,29/02/2016,10,Female,54,01/03/2016,no,NA,NA,0,0,femalenonbreeder
L46F012,Lonely 46,Lonely,6,16/09/2016,16/09/2016,10,Female,99,01/03/2016,no,NA,NA,199,0.544832307,femalenonbreeder
L46F012,NA,Lonely,NA,30/05/2017,30/05/2017,NA,Female,NA,01/03/2016,no,NA,NA,455,1.245722108,Dead
L46F014,Lonely 46,Lonely,5,02/03/2016,29/02/2016,10,Female,81,02/03/2016,no,NA,NA,0,0,femalenonbreeder
L46F014,Lonely 46,Lonely,6,16/09/2016,16/09/2016,10,Female,111,02/03/2016,no,NA,NA,198,0.542094456,femalenonbreeder
L46F014,NA,Lonely,NA,30/05/2017,30/05/2017,NA,Female,NA,02/03/2016,no,NA,NA,454,1.242984257,Dead
L46F015,Lonely 46,Lonely,5,04/03/2016,29/02/2016,10,Female,97,04/03/2016,Paired,10/05/2016,NA,0,0,femalenonbreeder
L46F015,Lonely 65,Lonely,5,05/05/2016,05/05/2016,1,Female,89,04/03/2016,Paired,10/05/2016,NA,62,0.169746749,single
L46F015,NA,Lonely,NA,17/05/2016,17/05/2016,NA,Female,NA,04/03/2016,Paired,10/05/2016,99,74,0.202600958,single
L46F017,Lonely 46,Lonely,6,16/09/2016,16/09/2016,10,Female,68,16/09/2016,no,NA,NA,0,0,femalenonbreeder
L46F017,Lonely 46,Lonely,7,27/06/2017,27/06/2017,12,Female,85,16/09/2016,no,NA,NA,284,0.777549624,femalenonbreeder
L46F017,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,16/09/2016,no,NA,99,325,0.889801506,femalenonbreeder
L46F020,Lonely 46,Lonely,7,27/06/2017,27/06/2017,12,Female,43,27/06/2017,no,NA,NA,0,0,femalenonbreeder
L46F020,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,27/06/2017,no,NA,99,41,0.112251882,femalenonbreeder
L46F022,Lonely 46,Lonely,7,29/06/2017,27/06/2017,12,Female,77,29/06/2017,no,NA,NA,0,0,femalenonbreeder
L46F022,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,29/06/2017,no,NA,99,39,0.106776181,femalenonbreeder
L46F023,Lonely 46,Lonely,7,29/06/2017,27/06/2017,12,Female,75,29/06/2017,no,NA,NA,0,0,femalenonbreeder
L46F023,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,29/06/2017,no,NA,99,39,0.106776181,femalenonbreeder
L46F024,Lonely 46,Lonely,7,01/07/2017,27/06/2017,12,Female,46,01/07/2017,no,NA,NA,0,0,femalenonbreeder
L46F024,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,01/07/2017,no,NA,99,37,0.101300479,femalenonbreeder
L47F001,Lonely 47,Lonely,2,26/06/2014,24/06/2014,1,Female,151,26/06/2014,no,NA,NA,0,0,single
L47F001,Lonely 47,Lonely,4,13/03/2015,08/03/2015,1,Female,173,26/06/2014,no,NA,NA,260,0.711841205,single
L47F001,Lonely 47,Lonely,5,06/05/2016,05/05/2016,1,Female,165,26/06/2014,no,NA,NA,680,1.861738535,single
L47F001,NA,Lonely,NA,09/09/2016,09/09/2016,NA,Female,NA,26/06/2014,no,NA,NA,806,2.206707734,Dead
L48F001,Lonely 48,Lonely,2,19/05/2014,17/05/2014,2,Female,104,19/05/2014,no,NA,NA,0,0,breeder
L48F001,Lonely 48,Lonely,6,22/09/2016,22/09/2016,6,Female,126,19/05/2014,no,NA,NA,857,2.346338125,breeder
L48F001,Lonely 48,Lonely,7,22/06/2017,21/06/2017,11,Female,110,19/05/2014,no,NA,NA,1130,3.093771389,breeder
L48F001,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,19/05/2014,no,NA,99,1176,3.219712526,breeder
L48F006,Lonely 48,Lonely,7,22/06/2017,21/06/2017,11,Female,55,22/06/2017,no,NA,NA,0,0,femalenonbreeder
L48F006,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,22/06/2017,no,NA,99,46,0.125941136,femalenonbreeder
L48F008,Lonely 48,Lonely,7,22/06/2017,21/06/2017,11,Female,77,22/06/2017,no,NA,NA,0,0,femalenonbreeder
L48F008,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,22/06/2017,no,NA,99,46,0.125941136,femalenonbreeder
L48F010,Lonely 48,Lonely,7,23/06/2017,21/06/2017,11,Female,60,23/06/2017,no,NA,NA,0,0,femalenonbreeder
L48F010,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,23/06/2017,no,NA,99,45,0.123203285,femalenonbreeder
L49F001,Lonely 49,Lonely,2,27/06/2014,26/06/2014,2,Female,102,27/06/2014,no,NA,NA,0,0,breeder
L49F001,Lonely 49,Lonely,6,17/09/2016,16/09/2016,10,Female,128,27/06/2014,no,NA,NA,813,2.22587269,breeder
L49F001,NA,Lonely,NA,30/05/2017,30/05/2017,NA,Female,NA,27/06/2014,no,NA,NA,1068,2.924024641,Dead
L49F005,Lonely 49,Lonely,6,16/09/2016,16/09/2016,10,Female,43,16/09/2016,no,NA,NA,0,0,femalenonbreeder
L49F005,NA,Lonely,NA,30/05/2017,30/05/2017,NA,Female,NA,16/09/2016,no,NA,NA,256,0.700889802,Dead
L49F007,Lonely 49,Lonely,6,17/09/2016,16/09/2016,10,Female,96,17/09/2016,no,NA,NA,0,0,femalenonbreeder
L49F007,NA,Lonely,NA,30/05/2017,30/05/2017,NA,Female,NA,17/09/2016,no,NA,NA,255,0.698151951,Dead
L49F010,Lonely 49,Lonely,6,17/09/2016,16/09/2016,10,Female,38,17/09/2016,no,NA,NA,0,0,femalenonbreeder
L49F010,NA,Lonely,NA,30/05/2017,30/05/2017,NA,Female,NA,17/09/2016,no,NA,NA,255,0.698151951,Dead
L54F001,Lonely 54,Lonely,3,30/09/2014,30/09/2014,1,Female,136,30/09/2014,no,NA,NA,0,0,single
L54F001,Lonely 54,Lonely,4,27/03/2015,26/03/2015,1,Female,142,30/09/2014,no,NA,NA,178,0.48733744,single
L54F001,Lonely 54,Lonely,5,02/03/2016,02/03/2016,1,Female,147,30/09/2014,no,NA,NA,519,1.420944559,single
L54F001,Lonely 54,Lonely,7,31/05/2017,30/05/2017,5,Female,122,30/09/2014,no,NA,NA,974,2.666666667,breeder
L54F001,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,30/09/2014,no,NA,99,1042,2.85284052,breeder
L55F001,Lonely 55,Lonely,3,20/10/2014,20/10/2014,1,Female,142,20/10/2014,no,NA,NA,0,0,single
L55F001,NA,Lonely,NA,29/01/2015,29/01/2015,NA,Female,NA,20/10/2014,no,NA,NA,101,0.27652293,Dead
L62F001,Lonely 62,Lonely,5,09/02/2016,08/02/2016,6,Female,58,09/02/2016,no,NA,NA,0,0,femalenonbreeder
L62F001,Lonely 62,Lonely,6,09/09/2016,09/09/2016,6,Female,102,09/02/2016,no,NA,NA,213,0.583162218,femalenonbreeder
L62F001,NA,Lonely,NA,30/05/2017,30/05/2017,NA,Female,NA,09/02/2016,no,NA,NA,476,1.303216975,Dead
L62F002,Lonely 62,Lonely,5,09/02/2016,08/02/2016,6,Female,33,09/02/2016,no,NA,NA,0,0,femalenonbreeder
L62F002,Lonely 62,Lonely,6,09/09/2016,09/09/2016,6,Female,95,09/02/2016,no,NA,NA,213,0.583162218,femalenonbreeder
L62F002,Lonely 62,Lonely,7,05/06/2017,05/06/2017,6,Female,111,09/02/2016,no,NA,NA,482,1.319644079,femalenonbreeder
L62F002,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,09/02/2016,no,NA,99,545,1.492128679,femalenonbreeder
L62F005,Lonely 62,Lonely,7,05/06/2017,05/06/2017,6,Female,46,05/06/2017,no,NA,NA,0,0,femalenonbreeder
L62F005,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,05/06/2017,no,NA,99,63,0.1724846,femalenonbreeder
L62M004,Lonely 62,Lonely,5,10/02/2016,08/02/2016,6,Female,31,10/02/2016,no,NA,NA,0,0,femalenonbreeder
L62M004,Lonely 62,Lonely,6,10/09/2016,09/09/2016,6,Female,69,10/02/2016,no,NA,NA,213,0.583162218,femalenonbreeder
L62M004,NA,Lonely,NA,30/05/2017,30/05/2017,NA,Female,NA,10/02/2016,no,NA,NA,475,1.300479124,Dead
L64F001,Lonely 64,Lonely,5,02/05/2016,02/05/2016,1,Female,129,02/05/2016,no,NA,NA,0,0,single
L64F001,NA,Lonely,NA,09/09/2016,09/09/2016,NA,Female,NA,02/05/2016,no,NA,NA,130,0.355920602,Dead
L65F002,Lonely 65,Lonely,7,13/07/2017,13/07/2017,3,Female,69,13/07/2017,no,NA,NA,0,0,femalenonbreeder
L65F002,NA,Lonely,NA,07/08/2017,07/08/2017,NA,Female,NA,13/07/2017,no,NA,99,25,0.06844627,femalenonbreeder
