YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,PRECIPTATION_mmday,HUMIDITY_2m,SITE
1981,7,1,18.33,-1.4,6.94,0,2.5,Dordabis
1981,7,2,19.13,-0.38,7.93,0,2.08,Dordabis
1981,7,3,18.23,0.09,8.05,0,2.01,Dordabis
1981,7,4,20.48,3.73,10.79,0,4.21,Dordabis
1981,7,5,21.48,5.99,12.62,0,4.33,Dordabis
1981,7,6,21.9,6.39,12.91,0,3.72,Dordabis
1981,7,7,21.69,4.37,11.73,0,3.11,Dordabis
1981,7,8,19.01,-0.61,7.79,0,2.99,Dordabis
1981,7,9,23.44,4.57,12.57,0,2.26,Dordabis
1981,7,10,23.79,5.63,13.25,0,2.56,Dordabis
1981,7,11,22.46,3.12,10.88,0,1.71,Dordabis
1981,7,12,23.01,1.33,10.81,0,1.22,Dordabis
1981,7,13,22.46,0.27,9.53,0,2.08,Dordabis
1981,7,14,23.81,2.06,12.12,0,2.56,Dordabis
1981,7,15,23.59,8.07,14.42,0,3.11,Dordabis
1981,7,16,22.33,7.45,13.58,0,3.36,Dordabis
1981,7,17,22.01,5.01,12.41,0,3.3,Dordabis
1981,7,18,23.14,6.61,13.95,0,3.42,Dordabis
1981,7,19,23.51,7.45,14.16,0,2.93,Dordabis
1981,7,20,22.38,7.23,13.34,0,2.93,Dordabis
1981,7,21,23.43,5.52,13.47,0,2.75,Dordabis
1981,7,22,23.63,7.71,14.37,0,2.75,Dordabis
1981,7,23,23.3,6.11,13.76,0,2.93,Dordabis
1981,7,24,21.66,5.83,12.78,0,2.32,Dordabis
1981,7,25,22.36,6.87,13.27,0,1.95,Dordabis
1981,7,26,21.65,5.64,12.55,0,2.62,Dordabis
1981,7,27,23.04,6.01,13.66,0,2.99,Dordabis
1981,7,28,23.33,7.24,13.97,0,3.3,Dordabis
1981,7,29,23.25,3.08,12.83,0,3.3,Dordabis
1981,7,30,23.65,7.86,14.55,0,3.05,Dordabis
1981,7,31,23.65,8.05,14.43,0,2.99,Dordabis
1981,8,1,23.71,6.9,13.92,0,3.36,Dordabis
1981,8,2,22.73,5.08,12.73,0,3.23,Dordabis
1981,8,3,21.69,1.83,10.16,0,1.71,Dordabis
1981,8,4,16.62,-2.01,6.19,0,2.75,Dordabis
1981,8,5,23.96,0.37,10.62,0,1.95,Dordabis
1981,8,6,25.93,7.8,15.26,0,1.95,Dordabis
1981,8,7,26.39,9.31,16.55,0,1.83,Dordabis
1981,8,8,26.72,6.77,16.17,0,2.44,Dordabis
1981,8,9,26.94,9.73,16.94,0,2.81,Dordabis
1981,8,10,25.82,7.87,15.62,0,2.26,Dordabis
1981,8,11,25.6,4.86,14.65,0,2.2,Dordabis
1981,8,12,26.47,4.41,14.87,0,1.77,Dordabis
1981,8,13,26.12,6.36,15.87,0,1.65,Dordabis
1981,8,14,25.51,8.73,16.05,0,1.83,Dordabis
1981,8,15,26.73,10.6,17.05,0,2.08,Dordabis
1981,8,16,25.01,8.03,15.48,0,2.62,Dordabis
1981,8,17,24.22,7.27,13.99,0,2.75,Dordabis
1981,8,18,24.71,3.51,13.97,0,2.44,Dordabis
1981,8,19,27.33,6.9,16.43,0,3.11,Dordabis
1981,8,20,26.67,8.05,17.19,0,3.97,Dordabis
1981,8,21,19.73,7,13.64,0.25,5.92,Dordabis
1981,8,22,24.37,7.7,14.98,0.1,5.8,Dordabis
1981,8,23,23.58,3.57,12.33,0,1.83,Dordabis
1981,8,24,24.63,3.33,12.26,0,1.16,Dordabis
1981,8,25,27.3,4.18,15.16,0,0.92,Dordabis
1981,8,26,25.86,8.82,16.19,0,4.46,Dordabis
1981,8,27,20.83,3.48,10.91,0,2.62,Dordabis
1981,8,28,15.69,0.63,7.42,0.42,3.54,Dordabis
1981,8,29,15.22,-3.4,5.42,0,2.14,Dordabis
1981,8,30,17.18,-2.36,6.99,0,2.62,Dordabis
1981,8,31,20.12,-0.22,9.51,0,2.32,Dordabis
1981,9,1,17.33,0.14,8.3,0,2.38,Dordabis
1981,9,2,19.98,-0.62,9.23,0,1.22,Dordabis
1981,9,3,21.09,3.45,11.63,0,3.66,Dordabis
1981,9,4,24.92,5.28,14.81,0,4.46,Dordabis
1981,9,5,25.76,7.62,16.19,0,3.91,Dordabis
1981,9,6,26.26,8.38,16.75,0,3.72,Dordabis
1981,9,7,26.77,9.21,16.77,0,3.72,Dordabis
1981,9,8,25.92,6.67,15.25,0,3.48,Dordabis
1981,9,9,26.54,4.57,14.03,0,1.65,Dordabis
1981,9,10,23,1.21,11.39,0,1.77,Dordabis
1981,9,11,28.65,2.62,14.68,0,1.53,Dordabis
1981,9,12,29.02,8.64,17.28,0,0.73,Dordabis
1981,9,13,29.08,6.24,16.97,0,0.85,Dordabis
1981,9,14,29.9,5.26,17.25,0,1.16,Dordabis
1981,9,15,29.86,9.34,18.18,0,1.4,Dordabis
1981,9,16,30.64,8.4,18.41,0,1.59,Dordabis
1981,9,17,32.25,8.4,19.11,0,1.4,Dordabis
1981,9,18,32.56,8.55,20.13,0,1.65,Dordabis
1981,9,19,32.49,13.37,21.48,0,1.71,Dordabis
1981,9,20,32.64,9.05,20.37,0,2.44,Dordabis
1981,9,21,31.23,12.59,21.94,0,2.62,Dordabis
1981,9,22,33.23,17.55,24.7,0,2.99,Dordabis
1981,9,23,33.15,14.08,23.91,0,2.44,Dordabis
1981,9,24,33.54,15.37,24.51,0,3.11,Dordabis
1981,9,25,33.33,15.87,23.91,0,2.69,Dordabis
1981,9,26,32.37,14.33,22.43,0,2.14,Dordabis
1981,9,27,30.9,10.23,20.22,0,1.77,Dordabis
1981,9,28,30.21,11.03,20.59,0,3.05,Dordabis
1981,9,29,30.03,12.96,21.45,0.01,3.3,Dordabis
1981,9,30,30.3,13.55,21.85,0.01,2.5,Dordabis
1981,10,1,31.35,14.41,22.33,0,2.38,Dordabis
1981,10,2,30.79,10.17,20.39,0,0.98,Dordabis
1981,10,3,28.9,9.69,17.56,0,2.69,Dordabis
1981,10,4,26.88,6.47,16.62,0,2.26,Dordabis
1981,10,5,29.26,8.11,18.66,0,1.89,Dordabis
1981,10,6,30.98,10.87,20.32,0,2.44,Dordabis
1981,10,7,31.47,12.72,22.42,0,4.94,Dordabis
1981,10,8,28.7,14.38,22.43,0.36,6.65,Dordabis
1981,10,9,29.33,15.09,22.17,0.05,7.26,Dordabis
1981,10,10,33.08,14.46,23.3,0,2.81,Dordabis
1981,10,11,32.52,13.11,22.06,0,1.4,Dordabis
1981,10,12,31.6,11.87,21.66,0,2.08,Dordabis
1981,10,13,32.05,12.76,23.06,0,5.13,Dordabis
1981,10,14,31.73,14.76,23.44,0,5.19,Dordabis
1981,10,15,31.36,13.99,21.44,0.01,4.82,Dordabis
1981,10,16,24.66,7.12,15.99,0,3.54,Dordabis
1981,10,17,29.11,7.01,17.94,0,2.14,Dordabis
1981,10,18,31.28,8.25,20.24,0,2.08,Dordabis
1981,10,19,33.23,11.94,23.01,0,2.56,Dordabis
1981,10,20,31.76,14.3,22.28,1.63,5.43,Dordabis
1981,10,21,31.77,13.16,21.9,0.04,6.47,Dordabis
1981,10,22,31.13,12.9,21.58,0,2.87,Dordabis
1981,10,23,30.04,11.88,19.4,0.03,2.81,Dordabis
1981,10,24,28.08,8.48,18.32,0,2.81,Dordabis
1981,10,25,31.55,8.65,20.41,0,1.83,Dordabis
1981,10,26,34.07,12.95,22.3,0,1.77,Dordabis
1981,10,27,32.37,9.46,20.44,0,1.95,Dordabis
1981,10,28,30.47,9.11,20.38,0,1.4,Dordabis
1981,10,29,31.89,9.5,21.22,0,1.46,Dordabis
1981,10,30,34.18,10.67,22.53,0,2.56,Dordabis
1981,10,31,35.32,15.06,24.83,0,1.89,Dordabis
1981,11,1,35.94,13.92,25.98,0,3.6,Dordabis
1981,11,2,35.55,18,26.85,0,4.09,Dordabis
1981,11,3,35.11,18.4,26.12,0,2.38,Dordabis
1981,11,4,35.88,15.98,25.98,0,1.83,Dordabis
1981,11,5,35.9,15.69,25.89,0,2.26,Dordabis
1981,11,6,36.83,17.25,27.19,0,2.81,Dordabis
1981,11,7,35.78,16.34,26.57,0,4.09,Dordabis
1981,11,8,35.4,15.37,24.7,0,2.87,Dordabis
1981,11,9,33.92,13.02,23.37,0,2.69,Dordabis
1981,11,10,35.31,15.91,25.57,0,3.23,Dordabis
1981,11,11,34.52,14.46,24.28,0,3.48,Dordabis
1981,11,12,34.32,14.18,24.73,0,3.23,Dordabis
1981,11,13,34.18,18.23,26.01,0.66,4.58,Dordabis
1981,11,14,35.14,17.42,26.15,0.02,5.31,Dordabis
1981,11,15,32.93,17.93,25.23,0.08,6.04,Dordabis
1981,11,16,34.08,16.18,25.11,0.06,5.74,Dordabis
1981,11,17,34,16.01,25.39,0.2,4.46,Dordabis
1981,11,18,34.57,16.33,25.15,0,4.58,Dordabis
1981,11,19,34.4,14.38,24.7,0,3.48,Dordabis
1981,11,20,33.54,17.21,26.05,0.71,6.9,Dordabis
1981,11,21,30.46,17.4,23.15,0.29,6.9,Dordabis
1981,11,22,32.33,14.95,22.91,0,5.19,Dordabis
1981,11,23,32.91,12.73,22.51,0,4.33,Dordabis
1981,11,24,34.23,15.95,24.57,0,5.07,Dordabis
1981,11,25,33.95,18.9,24.74,0,6.16,Dordabis
1981,11,26,34.33,15.45,24,0,4.15,Dordabis
1981,11,27,33.44,12.9,23.12,0,3.54,Dordabis
1981,11,28,33.86,10.63,21.76,0,3.23,Dordabis
1981,11,29,31.16,9.29,20.22,0,2.81,Dordabis
1981,11,30,32.63,9.45,21.62,0,2.32,Dordabis
1981,12,1,35.69,12.95,24.87,0,2.38,Dordabis
1981,12,2,35.85,15.1,25.11,0,3.05,Dordabis
1981,12,3,35.52,15.65,25.62,0.01,3.91,Dordabis
1981,12,4,35.87,16.87,25.79,0,3.6,Dordabis
1981,12,5,36.39,15.93,25.69,0,3.85,Dordabis
1981,12,6,35.73,15.55,25.08,0,4.52,Dordabis
1981,12,7,35.43,13.26,24.03,0,3.72,Dordabis
1981,12,8,34.71,13.36,24.33,0,4.7,Dordabis
1981,12,9,36.74,16.57,27.05,0,4.58,Dordabis
1981,12,10,37.99,17.44,27.61,0,4.7,Dordabis
1981,12,11,36.67,16.78,26.41,0.55,3.91,Dordabis
1981,12,12,34.99,18.26,26.3,0.01,3.97,Dordabis
1981,12,13,36.03,18.42,26.91,0.03,4.58,Dordabis
1981,12,14,36.05,18.29,27.63,1.38,6.23,Dordabis
1981,12,15,34.18,19.48,26.59,0.6,7.69,Dordabis
1981,12,16,35.22,17.05,25.85,0,4.64,Dordabis
1981,12,17,36.45,15.7,26.06,0,3.72,Dordabis
1981,12,18,37.86,16.8,26.42,0,3.54,Dordabis
1981,12,19,36.14,15.79,25.94,0,3.85,Dordabis
1981,12,20,36.81,16.31,25.87,0,3.54,Dordabis
1981,12,21,35.62,16.34,26.1,0,3.6,Dordabis
1981,12,22,36.46,17.44,27.51,0.61,4.94,Dordabis
1981,12,23,35.44,17.51,26.99,0.14,4.82,Dordabis
1981,12,24,36.17,17.17,27.04,0.01,3.91,Dordabis
1981,12,25,37.84,19.03,28.19,0,4.21,Dordabis
1981,12,26,36.65,18.25,27.29,0,4.64,Dordabis
1981,12,27,38.56,17.92,28.8,0.01,5.13,Dordabis
1981,12,28,37.87,19.75,29.3,0.12,6.1,Dordabis
1981,12,29,37.85,20.98,29.22,0,6.1,Dordabis
1981,12,30,36.54,18.65,27.84,0,5.25,Dordabis
1981,12,31,37.83,18.1,27.46,0,3.78,Dordabis
1982,1,1,35.54,16.47,25.51,0,4.09,Dordabis
1982,1,2,36.89,15.28,25.36,0,4.27,Dordabis
1982,1,3,34.76,15.69,25.57,0,6.35,Dordabis
1982,1,4,36.1,16.11,26.41,0,5.49,Dordabis
1982,1,5,36.18,19.44,28.02,0,6.65,Dordabis
1982,1,6,36.55,17.73,27.34,0,4.46,Dordabis
1982,1,7,37.06,16.72,27.25,0.19,4.82,Dordabis
1982,1,8,37.17,17.5,27.89,0.01,4.7,Dordabis
1982,1,9,36.15,19.19,26.48,0.18,8.06,Dordabis
1982,1,10,35.67,17.97,26.99,0.3,7.26,Dordabis
1982,1,11,35.62,18.78,27.13,0.11,4.27,Dordabis
1982,1,12,36.06,17.59,26.23,0,3.85,Dordabis
1982,1,13,36.56,15.41,25.83,0,3.17,Dordabis
1982,1,14,37.84,16.43,26.21,0,3.48,Dordabis
1982,1,15,35.27,14.26,23.6,0,2.75,Dordabis
1982,1,16,34.8,11.04,22.51,0,3.6,Dordabis
1982,1,17,35.83,13.21,24.26,0,4.03,Dordabis
1982,1,18,36.87,14.66,25.94,0,4.94,Dordabis
1982,1,19,37.4,16.88,27.26,0.01,5.25,Dordabis
1982,1,20,35.85,17.39,26.68,0.3,6.53,Dordabis
1982,1,21,34.5,17.79,26.31,0.06,6.96,Dordabis
1982,1,22,36.03,20.02,28.1,0.56,7.93,Dordabis
1982,1,23,35.51,18.12,26.37,2.48,9.03,Dordabis
1982,1,24,32.27,19.94,26.01,0.16,10.44,Dordabis
1982,1,25,34.12,19.67,27.37,0.91,10.13,Dordabis
1982,1,26,36.33,20.38,28.84,0.16,9.16,Dordabis
1982,1,27,37.86,21.29,29.84,0.1,6.47,Dordabis
1982,1,28,37.66,19.42,28.21,8.19,7.39,Dordabis
1982,1,29,34.37,17.23,25.26,0.22,6.23,Dordabis
1982,1,30,34.55,15.73,25.29,0,5.62,Dordabis
1982,1,31,34.87,18.13,26.89,0,7.14,Dordabis
1982,2,1,29.56,20.51,24.46,21.68,11.9,Dordabis
1982,2,2,26.58,18.34,21.67,9.99,12.88,Dordabis
1982,2,3,31.77,16.76,24.67,0.71,10.86,Dordabis
1982,2,4,31.73,17.83,24.61,2.04,10.8,Dordabis
1982,2,5,32.58,17.85,24.76,20.03,11.47,Dordabis
1982,2,6,33.38,18.3,26.16,1.03,10.56,Dordabis
1982,2,7,32.62,19.58,25.26,103.09,12.7,Dordabis
1982,2,8,29.49,18.21,23.5,35.95,14.47,Dordabis
1982,2,9,26.78,16.9,21.74,1.13,12.76,Dordabis
1982,2,10,30.19,13.73,21.58,0,9.83,Dordabis
1982,2,11,32.13,14.98,23.62,0.01,9.83,Dordabis
1982,2,12,31.62,14.86,23.07,4.31,11.35,Dordabis
1982,2,13,27.46,18.05,22.53,13.58,13.73,Dordabis
1982,2,14,30.53,17.55,23.99,0.07,12.45,Dordabis
1982,2,15,30.89,18.56,24.62,0.01,11.41,Dordabis
1982,2,16,31.73,18.25,24.48,2.09,11.29,Dordabis
1982,2,17,30.18,16.35,23.27,0.31,11.84,Dordabis
1982,2,18,31.58,15.05,23.69,0.01,9.34,Dordabis
1982,2,19,30.99,16.79,24.41,1.05,11.35,Dordabis
1982,2,20,30.14,17.37,23.2,11.8,12.08,Dordabis
1982,2,21,29.92,16.3,22.63,4.51,12.02,Dordabis
1982,2,22,30.24,16.38,24.02,19.88,12.76,Dordabis
1982,2,23,31.65,19.53,25.48,1.82,12.88,Dordabis
1982,2,24,31.78,18.89,24.74,0.27,12.33,Dordabis
1982,2,25,31.55,16.9,23.72,0.04,10.62,Dordabis
1982,2,26,32.02,12.42,21.17,0,6.71,Dordabis
1982,2,27,32.38,11.37,22.12,0,6.71,Dordabis
1982,2,28,31.57,13.62,22.58,28.37,11.29,Dordabis
1982,3,1,28.09,17.73,22.11,4.15,12.7,Dordabis
1982,3,2,29.13,16.77,23.08,0.05,11.66,Dordabis
1982,3,3,29.62,16.58,22.9,2.97,11.23,Dordabis
1982,3,4,27.02,15.83,20.87,19.73,11.47,Dordabis
1982,3,5,23.76,15.61,19.4,10.74,13,Dordabis
1982,3,6,27.05,15.11,20.8,2.8,12.94,Dordabis
1982,3,7,27.65,15.72,21,1.02,13.49,Dordabis
1982,3,8,27.38,16.54,21.33,0.64,13.06,Dordabis
1982,3,9,27.94,14.05,20.4,0.01,9.52,Dordabis
1982,3,10,27.74,12.23,19.96,0,8.3,Dordabis
1982,3,11,26.16,13,19.51,0.28,10.99,Dordabis
1982,3,12,27.74,15.8,21.37,2.97,11.6,Dordabis
1982,3,13,25.21,16.55,20.15,0.22,12.27,Dordabis
1982,3,14,26.48,15.01,20.23,0.01,11.41,Dordabis
1982,3,15,30.37,15.34,22.7,2,10.62,Dordabis
1982,3,16,31.24,16.41,23.54,1.9,10.38,Dordabis
1982,3,17,31.3,15.77,23.33,0.07,9.83,Dordabis
1982,3,18,31.47,15.3,23.63,0.88,10.07,Dordabis
1982,3,19,29.66,17.55,23.15,1.97,10.99,Dordabis
1982,3,20,29.52,14.33,22.05,0.08,9.52,Dordabis
1982,3,21,29.78,14.35,21.96,0.54,8.61,Dordabis
1982,3,22,29.46,13.15,20.34,0.01,7.57,Dordabis
1982,3,23,29.1,13.23,20.22,0,6.77,Dordabis
1982,3,24,29.98,11.47,19.9,0.01,6.47,Dordabis
1982,3,25,30.8,12.97,21.86,0.01,7.75,Dordabis
1982,3,26,30.54,13.26,21.07,0,8.85,Dordabis
1982,3,27,28.89,9.78,17.77,0,5.07,Dordabis
1982,3,28,29.45,6.97,18.67,0,5.31,Dordabis
1982,3,29,31.58,13.07,21.68,0,6.65,Dordabis
1982,3,30,31.29,12.23,22.47,0,6.35,Dordabis
1982,3,31,31.23,17.62,23.62,2.49,9.16,Dordabis
1982,4,1,31.55,19.26,24.83,0.05,9.58,Dordabis
1982,4,2,30.98,17.81,23.66,1.09,9.52,Dordabis
1982,4,3,27.44,16.57,21.68,0.38,10.44,Dordabis
1982,4,4,28.65,15.04,21.6,0.03,9.09,Dordabis
1982,4,5,25.55,13.93,18.33,2.63,9.46,Dordabis
1982,4,6,23.83,13.62,18.08,3.94,10.5,Dordabis
1982,4,7,25.76,12.36,18.94,0.47,9.64,Dordabis
1982,4,8,25.9,13.7,19.68,0.45,9.28,Dordabis
1982,4,9,27.1,12.69,19.7,0.18,8.85,Dordabis
1982,4,10,26.76,9.25,17.71,0,6.41,Dordabis
1982,4,11,26.44,8.89,16.28,0,4.33,Dordabis
1982,4,12,27.81,7.63,17.66,0,6.23,Dordabis
1982,4,13,28.4,11.63,19.36,0,6.53,Dordabis
1982,4,14,28.16,11.62,18.69,0,6.35,Dordabis
1982,4,15,28.33,9.52,17.88,0,4.52,Dordabis
1982,4,16,27.71,9.56,16.95,0,4.03,Dordabis
1982,4,17,23.19,5.13,13.58,0,4.52,Dordabis
1982,4,18,24.27,3.72,13.04,0,3.85,Dordabis
1982,4,19,25.91,4.52,14.43,0,3.48,Dordabis
1982,4,20,26.36,9.16,16.94,0,3.97,Dordabis
1982,4,21,26.93,8.97,17.21,0.86,5.07,Dordabis
1982,4,22,26.37,9.84,17.06,0,5.37,Dordabis
1982,4,23,26.2,9.78,16.69,0,5.25,Dordabis
1982,4,24,24.85,8.09,14.87,0,4.15,Dordabis
1982,4,25,25.67,6.07,15.35,0,4.09,Dordabis
1982,4,26,25.88,9.05,16.39,0,4.94,Dordabis
1982,4,27,25.3,6.05,14.62,0,3.3,Dordabis
1982,4,28,24.27,5.96,13.14,0,3.11,Dordabis
1982,4,29,21.96,2.37,11.76,0,3.6,Dordabis
1982,4,30,22.87,5.85,12.69,0,3.11,Dordabis
1982,5,1,22.88,3.43,12.53,0,3.97,Dordabis
1982,5,2,26.15,5.86,15.83,0,4.03,Dordabis
1982,5,3,25.8,9.33,16.3,0,4.46,Dordabis
1982,5,4,24.37,7.8,15.44,0,4.88,Dordabis
1982,5,5,26.06,9.47,17.57,0,4.88,Dordabis
1982,5,6,26.26,9.97,17.46,0.09,5.55,Dordabis
1982,5,7,24.85,9.35,16.16,0,5.55,Dordabis
1982,5,8,24.05,7.85,14.87,0,4.76,Dordabis
1982,5,9,24.26,7.57,15.12,0,4.64,Dordabis
1982,5,10,24.76,7.58,15.71,0,4.46,Dordabis
1982,5,11,26.28,8.08,16.33,0,4.15,Dordabis
1982,5,12,26.4,7.71,15.76,0,4.21,Dordabis
1982,5,13,26.29,9.53,16.74,0,3.91,Dordabis
1982,5,14,26.94,8.15,16.62,0,3.97,Dordabis
1982,5,15,27.06,9.83,17.22,0,4.58,Dordabis
1982,5,16,26.67,10.49,17.15,0,4.09,Dordabis
1982,5,17,25.99,9.01,16.08,0,5.19,Dordabis
1982,5,18,26.4,9.77,16.98,0,3.85,Dordabis
1982,5,19,26.94,8.69,17.05,0,4.15,Dordabis
1982,5,20,27.19,9.4,17.56,0,4.09,Dordabis
1982,5,21,27.12,9.15,17.51,0,4.09,Dordabis
1982,5,22,26.61,9.11,16.31,0,3.85,Dordabis
1982,5,23,25.87,8.47,16.01,0,3.66,Dordabis
1982,5,24,26.48,8.51,17.23,0,3.36,Dordabis
1982,5,25,25.94,9.19,16.86,0,3.48,Dordabis
1982,5,26,25.65,10.04,16.36,0,3.42,Dordabis
1982,5,27,23.73,3.94,13.46,0,3.54,Dordabis
1982,5,28,24.43,7.42,14.75,0,3.6,Dordabis
1982,5,29,24.87,8.09,15.5,0,4.76,Dordabis
1982,5,30,24.37,8.15,14.91,0,4.33,Dordabis
1982,5,31,22.05,8.15,14.14,0.28,5.68,Dordabis
1982,6,1,23.09,8.13,14.55,0,4.82,Dordabis
1982,6,2,22.33,8.6,15.16,0.13,5,Dordabis
1982,6,3,22.85,8.55,15.17,0.01,5.31,Dordabis
1982,6,4,23.34,8.52,15.19,0.21,4.88,Dordabis
1982,6,5,23.48,9.19,14.99,0,5.13,Dordabis
1982,6,6,20.83,5.96,12.14,0,4.64,Dordabis
1982,6,7,22.9,3.24,12.83,0,3.3,Dordabis
1982,6,8,23.43,5.73,13.58,0,3.42,Dordabis
1982,6,9,22.4,7.9,13.48,0,3.11,Dordabis
1982,6,10,22.74,7.37,13.65,0,2.87,Dordabis
1982,6,11,22.12,6.19,12.83,0,3.97,Dordabis
1982,6,12,21.04,3.51,11.14,0,4.76,Dordabis
1982,6,13,21.73,1.21,10.66,0,3.54,Dordabis
1982,6,14,13.18,-2.89,4.25,0,2.99,Dordabis
1982,6,15,14.92,-2.63,5.18,0,2.44,Dordabis
1982,6,16,20.36,-1.18,8.86,0,2.01,Dordabis
1982,6,17,22.72,2.45,10.63,0,2.01,Dordabis
1982,6,18,21.49,-0.49,8.99,0,2.32,Dordabis
1982,6,19,22.11,2.72,11.39,0,2.2,Dordabis
1982,6,20,23.14,4.83,13.48,0,3.48,Dordabis
1982,6,21,24.33,6.73,14.19,0,4.03,Dordabis
1982,6,22,24.2,8.3,15.62,0,4.21,Dordabis
1982,6,23,23.26,6.4,14.21,0,3.78,Dordabis
1982,6,24,23.03,6.76,13.84,0,3.17,Dordabis
1982,6,25,23.34,7.11,13.65,0,2.87,Dordabis
1982,6,26,23.74,6.37,13.55,0,3.3,Dordabis
1982,6,27,22.2,4.58,12.7,0,4.15,Dordabis
1982,6,28,23.4,6.83,14.25,0,4.64,Dordabis
1982,6,29,23.19,9.05,14.88,0,4.58,Dordabis
1982,6,30,21.71,8.44,14.01,0,4.46,Dordabis
1982,7,1,10.15,0.6,6.5,0.46,4.76,Dordabis
1982,7,2,10.84,-0.24,3.83,0.57,3.3,Dordabis
1982,7,3,12.45,-2.87,3.89,0,3.23,Dordabis
1982,7,4,15.18,-2.6,5.44,0,2.69,Dordabis
1982,7,5,17.33,-0.2,7.64,0,3.48,Dordabis
1982,7,6,19.01,3.63,10.05,0,5.13,Dordabis
1982,7,7,19.73,2.8,10.65,0,4.09,Dordabis
1982,7,8,20.73,6.64,12.8,0.39,5.19,Dordabis
1982,7,9,20.49,6.51,12.43,0,4.64,Dordabis
1982,7,10,20.8,5.87,12.33,0,4.09,Dordabis
1982,7,11,21.18,5.76,12.24,0,2.87,Dordabis
1982,7,12,20.61,4.31,11.23,0,2.69,Dordabis
1982,7,13,20.58,3.44,10.99,0,2.5,Dordabis
1982,7,14,22.01,5.69,12.37,0,2.38,Dordabis
1982,7,15,21.39,3.97,11.49,0,2.5,Dordabis
1982,7,16,19.57,3.65,10.5,0,3.36,Dordabis
1982,7,17,19.51,2.36,9.87,0,2.81,Dordabis
1982,7,18,20.5,2.74,10.54,0,2.75,Dordabis
1982,7,19,20.8,4.32,11.32,0,2.81,Dordabis
1982,7,20,21.99,4.97,12.62,0,2.99,Dordabis
1982,7,21,22.05,5.86,12.51,0,3.3,Dordabis
1982,7,22,17.84,3.12,8.62,0,4.21,Dordabis
1982,7,23,21.69,1.88,8.86,0,2.69,Dordabis
1982,7,24,20.18,-0.38,7.87,0,1.89,Dordabis
1982,7,25,15.26,-0.53,7,0,2.56,Dordabis
1982,7,26,22.96,-0.33,10.55,0,1.59,Dordabis
1982,7,27,23.92,5.65,13.4,0,1.83,Dordabis
1982,7,28,21.94,4.23,11.59,0,1.28,Dordabis
1982,7,29,24.24,1.43,12.26,0,1.53,Dordabis
1982,7,30,26.05,5.82,15,0,2.56,Dordabis
1982,7,31,25.64,8.98,15.77,0,3.11,Dordabis
1982,8,1,23.33,4.27,12.58,0,2.5,Dordabis
1982,8,2,24.9,3.85,14.15,0,2.56,Dordabis
1982,8,3,25.27,5.92,14.77,0,2.56,Dordabis
1982,8,4,25.17,5.35,14.51,0,2.38,Dordabis
1982,8,5,25.44,7.8,15.53,0,2.32,Dordabis
1982,8,6,25.32,5.87,14.73,0,1.95,Dordabis
1982,8,7,25.13,8.31,15.19,0,2.69,Dordabis
1982,8,8,25.24,7.96,15.1,0,3.11,Dordabis
1982,8,9,25.83,6.91,15.19,0,1.89,Dordabis
1982,8,10,27.03,6.21,15.57,0,1.71,Dordabis
1982,8,11,26.33,9.01,15.74,0,1.34,Dordabis
1982,8,12,26.54,7.42,15.8,0,2.2,Dordabis
1982,8,13,25.62,6.4,15.41,0,2.01,Dordabis
1982,8,14,25.6,8.05,15.83,0,3.3,Dordabis
1982,8,15,25.76,8.65,16.27,0,3.17,Dordabis
1982,8,16,25.49,7.79,16.05,0,3.17,Dordabis
1982,8,17,25.32,8.06,16.47,0,3.42,Dordabis
1982,8,18,25.62,10.05,17.39,0,3.36,Dordabis
1982,8,19,26.54,10.01,17.58,0,3.36,Dordabis
1982,8,20,27.41,9.26,17.26,0,3.48,Dordabis
1982,8,21,24.83,4.76,13.49,0,3.3,Dordabis
1982,8,22,25.24,4.45,13.76,0,2.32,Dordabis
1982,8,23,28.2,7.98,17.33,0,1.59,Dordabis
1982,8,24,27.59,10.55,18.51,0,2.01,Dordabis
1982,8,25,27.29,11.05,17.93,0,2.01,Dordabis
1982,8,26,27.95,10.82,17.97,0,2.62,Dordabis
1982,8,27,28.08,9.83,18.12,0,2.56,Dordabis
1982,8,28,27.89,9.66,18.37,0,2.62,Dordabis
1982,8,29,28.78,9.8,18.38,0,2.14,Dordabis
1982,8,30,27.83,11.19,18.64,0,2.56,Dordabis
1982,8,31,25.52,5.9,15.68,0,2.75,Dordabis
1982,9,1,18.36,3.04,9.25,0,3.11,Dordabis
1982,9,2,20.97,1.59,10.81,0,3.36,Dordabis
1982,9,3,23.16,3.38,12.84,0,3.91,Dordabis
1982,9,4,25.33,5.29,14.82,0,2.93,Dordabis
1982,9,5,26.66,7.23,16.69,0,2.26,Dordabis
1982,9,6,28.06,8.12,18.34,0,2.75,Dordabis
1982,9,7,26.96,10.11,18.08,0,4.09,Dordabis
1982,9,8,27.17,10.23,18.8,0.02,4.94,Dordabis
1982,9,9,26.62,13.34,19.55,2.04,7.63,Dordabis
1982,9,10,28.56,11.95,19.34,0.47,7.57,Dordabis
1982,9,11,28.53,12.3,19.4,0,3.85,Dordabis
1982,9,12,30.55,10.51,19.65,0,2.87,Dordabis
1982,9,13,31.51,13.73,21.77,0.01,3.42,Dordabis
1982,9,14,29.61,11.99,20.13,0.01,4.58,Dordabis
1982,9,15,30.27,13.18,21.15,0,4.88,Dordabis
