YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,PRECIPTATION_mmday,HUMIDITY_2m,SITE
1990,9,18,20.76,4.65,11.73,0,3.17,Dordabis
1990,9,19,24,2.75,12.8,0,1.65,Dordabis
1990,9,20,29.13,7.14,17.73,0,2.08,Dordabis
1990,9,21,29.11,10.25,19.14,0,4.09,Dordabis
1990,9,22,30.75,11.5,20.54,0,3.11,Dordabis
1990,9,23,30.1,13.3,20.98,0,2.99,Dordabis
1990,9,24,29.8,12.16,20.62,0,2.44,Dordabis
1990,9,25,28.55,10.65,19.46,0,2.01,Dordabis
1990,9,26,28.62,11.28,19.44,0,2.26,Dordabis
1990,9,27,29.45,10.26,19.83,0,2.08,Dordabis
1990,9,28,29.93,13.9,20.95,0,1.83,Dordabis
1990,9,29,31.05,11.82,21.47,0,2.56,Dordabis
1990,9,30,31.98,14.44,22.88,0,2.87,Dordabis
1990,10,1,32.92,14.7,24.01,0,3.3,Dordabis
1990,10,2,32.03,16.27,24.19,0,5.49,Dordabis
1990,10,3,32.39,16.39,24.2,0,4.52,Dordabis
1990,10,4,32.79,13.6,24.15,0,3.54,Dordabis
1990,10,5,33.42,15.93,23.94,0,3.66,Dordabis
1990,10,6,31.55,14.67,21.59,0,3.3,Dordabis
1990,10,7,29.42,10.1,18.93,0.02,2.62,Dordabis
1990,10,8,30.37,12.2,20.98,0,3.6,Dordabis
1990,10,9,31.8,14.33,22.88,0.11,7.02,Dordabis
1990,10,10,31.44,13.94,22.73,0.31,6.16,Dordabis
1990,10,11,32.15,14.83,23,0,4.21,Dordabis
1990,10,12,27.91,15.43,21.8,0.01,6.77,Dordabis
1990,10,13,28.97,16.63,21.95,0,6.35,Dordabis
1990,10,14,29.44,16.14,21.48,0,7.08,Dordabis
1990,10,15,28.44,15.03,20.58,0,3.42,Dordabis
1990,10,16,29.56,13.94,20.46,0,4.64,Dordabis
1990,10,17,31.27,16.09,23.36,0,5.68,Dordabis
1990,10,18,31.41,14.13,21.9,0,3.54,Dordabis
1990,10,19,31.67,9.62,19.99,0,1.89,Dordabis
1990,10,20,32.38,8.12,20.18,0,1.65,Dordabis
1990,10,21,33.3,12.45,22.21,0,1.65,Dordabis
1990,10,22,35.52,12.44,23.46,0,2.38,Dordabis
1990,10,23,35.37,13.4,24.05,0.11,2.5,Dordabis
1990,10,24,32.69,14.52,24.4,1.63,4.94,Dordabis
1990,10,25,32.37,16.08,24.34,1.14,7.81,Dordabis
1990,10,26,33.27,16.55,24.83,0,5.74,Dordabis
1990,10,27,34.45,16.21,25.89,0,4.58,Dordabis
1990,10,28,34.44,20.48,27.1,0.01,6.16,Dordabis
1990,10,29,31.64,18.5,24.67,0.21,6.77,Dordabis
1990,10,30,32.18,17,24.18,0.15,6.84,Dordabis
1990,10,31,33.7,18.77,26.15,0.16,6.53,Dordabis
1990,11,1,30.27,17.08,24.01,0.03,5.92,Dordabis
1990,11,2,33.66,16.87,25.45,0,4.76,Dordabis
1990,11,3,35.7,19.23,27.73,0,4.94,Dordabis
1990,11,4,36.16,18.91,28.12,0,5.8,Dordabis
1990,11,5,35.44,19.19,27.32,0,5.37,Dordabis
1990,11,6,35.87,17.23,26.51,0,3.66,Dordabis
1990,11,7,35.27,20.05,26.91,0.55,5.74,Dordabis
1990,11,8,30.75,18.76,23.49,2.91,9.52,Dordabis
1990,11,9,32.11,17.37,25.38,0.03,9.22,Dordabis
1990,11,10,34.86,21.09,27.76,0.41,8.54,Dordabis
1990,11,11,32.17,19.88,25.98,0.36,8.79,Dordabis
1990,11,12,33.41,17.86,25.88,0.06,5.13,Dordabis
1990,11,13,35.48,17.89,26.26,0,5.13,Dordabis
1990,11,14,33.89,14.06,23.44,0,2.75,Dordabis
1990,11,15,32.95,12.42,22.46,0,2.75,Dordabis
1990,11,16,34.68,16.02,25.3,0.15,5.68,Dordabis
1990,11,17,32.67,16.54,25.26,0.33,6.29,Dordabis
1990,11,18,31.7,20.25,25.57,0.05,7.87,Dordabis
1990,11,19,33.01,19.98,25.49,0.02,7.69,Dordabis
1990,11,20,32.79,18.03,25.76,0,7.63,Dordabis
1990,11,21,33.95,19.8,26.98,0,5.68,Dordabis
1990,11,22,34.74,17.32,26.07,0,3.36,Dordabis
1990,11,23,34.33,17.22,24.77,0,3.05,Dordabis
1990,11,24,31.6,11.66,21.36,0,3.05,Dordabis
1990,11,25,34.01,13.41,23.98,0.11,3.48,Dordabis
1990,11,26,35.62,14.16,25.9,0.37,5,Dordabis
1990,11,27,35.84,19.13,27.39,6.6,8.85,Dordabis
1990,11,28,33.58,18.68,26.49,2.22,9.89,Dordabis
1990,11,29,27.37,19.51,23.48,5.94,10.07,Dordabis
1990,11,30,26.65,17.37,21.28,10.23,9.64,Dordabis
1990,12,1,29.34,14.98,21.3,0.91,7.08,Dordabis
1990,12,2,29.94,13.64,22.55,0.38,7.32,Dordabis
1990,12,3,29.25,16.42,23.08,3.03,10.01,Dordabis
1990,12,4,26.07,16.76,20.86,3,10.44,Dordabis
1990,12,5,30.65,15.91,23.34,3.29,10.31,Dordabis
1990,12,6,31.72,18.48,25.35,1.42,10.01,Dordabis
1990,12,7,30.62,19.7,24.69,2.58,9.22,Dordabis
1990,12,8,32.21,15.75,24.33,6.52,8.91,Dordabis
1990,12,9,33.35,18.46,26.34,5,11.35,Dordabis
1990,12,10,33.49,17.8,25.7,0.75,10.25,Dordabis
1990,12,11,32.78,18.5,26.82,0.28,9.52,Dordabis
1990,12,12,33.55,19.6,26.65,11.05,9.28,Dordabis
1990,12,13,29.33,15.63,22.8,7.19,10.07,Dordabis
1990,12,14,32.55,15.79,24.58,1.43,6.84,Dordabis
1990,12,15,33.19,15.37,24.36,0.13,5.98,Dordabis
1990,12,16,34.19,14.94,24.12,0,4.7,Dordabis
1990,12,17,32.55,13.63,23.33,0,5.68,Dordabis
1990,12,18,33.77,15.35,24.33,0,6.65,Dordabis
1990,12,19,34.71,14.66,25.12,0,5.92,Dordabis
1990,12,20,35.24,16.14,26.39,0,5.8,Dordabis
1990,12,21,36.42,19.18,28.19,0,7.02,Dordabis
1990,12,22,35.3,20.18,27.41,1.31,7.69,Dordabis
1990,12,23,36.08,18.73,26.58,0,4.64,Dordabis
1990,12,24,36.14,14.2,24.62,0,3.72,Dordabis
1990,12,25,33.7,13.92,23.82,0,5.07,Dordabis
1990,12,26,34.91,15.31,26.13,0.09,7.08,Dordabis
1990,12,27,33.87,19.9,26.76,3.58,10.25,Dordabis
1990,12,28,32.59,19.18,26.32,0.27,10.25,Dordabis
1990,12,29,34.5,20.65,27.11,1.41,8.79,Dordabis
1990,12,30,33.53,17.35,25.67,0.13,6.23,Dordabis
1990,12,31,34.35,15.95,25.4,0,5.13,Dordabis
1991,1,1,34.45,15.09,24.98,0,4.33,Dordabis
1991,1,2,35.47,16.23,26.26,0.11,6.47,Dordabis
1991,1,3,34.98,19.48,27.38,0.68,8.73,Dordabis
1991,1,4,30.8,19.12,24.15,1.73,10.68,Dordabis
1991,1,5,33.63,19.08,26.77,0.55,9.58,Dordabis
1991,1,6,28.15,19.63,23.24,5.09,11.11,Dordabis
1991,1,7,26.96,16.96,22.19,3.95,10.86,Dordabis
1991,1,8,29.15,13.35,20.75,0,5.55,Dordabis
1991,1,9,29.8,11.12,20.6,0,4.21,Dordabis
1991,1,10,31.21,11.29,21.54,0,3.42,Dordabis
1991,1,11,32.87,14.15,24.12,0,6.04,Dordabis
1991,1,12,33.9,16.82,25.9,0,6.84,Dordabis
1991,1,13,34.86,18.08,27.05,0,6.1,Dordabis
1991,1,14,34.91,20.25,27.31,0.14,6.47,Dordabis
1991,1,15,36.2,18.62,27.84,0.11,7.08,Dordabis
1991,1,16,35.08,18.61,26.91,0.9,9.52,Dordabis
1991,1,17,29.69,21.51,25.08,2,12.21,Dordabis
1991,1,18,30.47,20.08,24.5,6.41,12.08,Dordabis
1991,1,19,27.92,19.24,22.79,6.35,13.18,Dordabis
1991,1,20,30.83,18.08,23.78,1.74,12.82,Dordabis
1991,1,21,29.22,18.98,23.07,4.21,13.06,Dordabis
1991,1,22,25.58,18.23,21.01,8.49,12.76,Dordabis
1991,1,23,27.18,17.59,21.65,5.33,12.45,Dordabis
1991,1,24,26.08,17.08,21.39,11.35,13.31,Dordabis
1991,1,25,27.01,17.44,21.17,15.2,13.67,Dordabis
1991,1,26,27.34,16.73,21.26,10.15,12.7,Dordabis
1991,1,27,28.02,14.58,21.33,1.52,11.05,Dordabis
1991,1,28,31.59,14.93,23.9,0,9.4,Dordabis
1991,1,29,32.62,15.42,24.04,0,8.12,Dordabis
1991,1,30,32.24,17.12,24.23,8.99,11.6,Dordabis
1991,1,31,31.81,18.58,24.8,1.78,12.57,Dordabis
1991,2,1,32.15,18.76,24.85,7.24,12.76,Dordabis
1991,2,2,26.94,18.45,22.63,7.91,13.61,Dordabis
1991,2,3,28.83,19.34,23.22,6.68,12.45,Dordabis
1991,2,4,29.26,17.84,23.73,7.24,13.24,Dordabis
1991,2,5,29.91,18.61,23.9,6.34,12.88,Dordabis
1991,2,6,29.3,18.36,23.37,7.52,12.39,Dordabis
1991,2,7,30.03,17.57,23.83,7.35,12.88,Dordabis
1991,2,8,31.05,16.22,23.83,2.42,11.54,Dordabis
1991,2,9,30.67,18.02,23.83,4.85,12.88,Dordabis
1991,2,10,28.28,16.68,21.85,4.68,13.06,Dordabis
1991,2,11,27.4,16.3,21.27,8.88,13.49,Dordabis
1991,2,12,24.39,16.51,20.24,8.51,13.85,Dordabis
1991,2,13,25.15,17.65,20.61,1.62,13.73,Dordabis
1991,2,14,24.64,16.44,19.8,5.8,12.57,Dordabis
1991,2,15,28.15,15.51,21.66,6.6,12.76,Dordabis
1991,2,16,28.98,14.43,21.77,7.01,11.9,Dordabis
1991,2,17,28.78,10.58,19.21,0,6.96,Dordabis
1991,2,18,28.09,11.22,19.89,0,8.12,Dordabis
1991,2,19,29.63,13.19,21.8,0.05,8.18,Dordabis
1991,2,20,30.63,15.21,23.19,0,7.63,Dordabis
1991,2,21,32,14.6,23.49,0,7.93,Dordabis
1991,2,22,32.74,15.34,23.82,0,7.87,Dordabis
1991,2,23,32.12,13.92,23.55,0,7.08,Dordabis
1991,2,24,32.92,18.09,25.12,0,7.69,Dordabis
1991,2,25,32.9,17.08,24.9,0.26,8.73,Dordabis
1991,2,26,32.27,20.47,26.06,0.75,9.89,Dordabis
1991,2,27,33.82,18.51,25.89,0,8.67,Dordabis
1991,2,28,33.76,18.49,25.89,3.47,8.06,Dordabis
1991,3,1,31.16,18.82,24.85,0.41,10.01,Dordabis
1991,3,2,30.14,18.37,24.12,1.89,10.5,Dordabis
1991,3,3,31.47,17.01,24.3,0.76,9.46,Dordabis
1991,3,4,31.65,14.7,23.28,3.2,8.18,Dordabis
1991,3,5,31.55,17.99,25.2,4.15,11.72,Dordabis
1991,3,6,31.64,16.19,24.13,1.53,10.93,Dordabis
1991,3,7,29.65,17,23.3,6.08,12.27,Dordabis
1991,3,8,30.37,16.73,23.62,6.69,12.33,Dordabis
1991,3,9,32.46,16.61,24.82,3.24,11.05,Dordabis
1991,3,10,31.69,19.08,25.29,1.44,10.38,Dordabis
1991,3,11,31.3,17.42,24.08,0.02,9.46,Dordabis
1991,3,12,32.02,16.56,24.51,0.37,9.7,Dordabis
1991,3,13,31.21,17.73,25.09,1.47,10.5,Dordabis
1991,3,14,30.99,19.17,24.19,2.46,12.08,Dordabis
1991,3,15,30.44,16.41,23.3,1.82,11.23,Dordabis
1991,3,16,31.02,13.1,21.32,0.04,6.84,Dordabis
1991,3,17,30.84,13.48,20.84,0.02,5.13,Dordabis
1991,3,18,30.69,12.33,21.15,0.02,6.41,Dordabis
1991,3,19,31,13.72,21.54,0.03,6.53,Dordabis
1991,3,20,31.53,14.08,21.48,0.11,6.1,Dordabis
1991,3,21,31.14,13.04,21.28,0.37,6.29,Dordabis
1991,3,22,31.28,12.48,22.06,1.84,7.87,Dordabis
1991,3,23,29.85,15.81,22.9,4.36,11.78,Dordabis
1991,3,24,27.31,16.3,21.23,1.81,11.47,Dordabis
1991,3,25,29.11,14.13,20.88,0.03,9.58,Dordabis
1991,3,26,29.12,14.37,21.57,0.05,10.13,Dordabis
1991,3,27,28.34,14.66,21.48,0.03,9.52,Dordabis
1991,3,28,27.4,14.65,21.08,0.62,9.28,Dordabis
1991,3,29,27.73,15.22,21.93,0.62,8.79,Dordabis
1991,3,30,26.55,16.34,21.34,0.74,9.16,Dordabis
1991,3,31,29.28,13.8,21.77,0.08,6.84,Dordabis
1991,4,1,30.08,15.96,22.23,0,6.77,Dordabis
1991,4,2,29.27,14.75,21.4,0,6.84,Dordabis
1991,4,3,28.9,14.53,21.25,0,7.2,Dordabis
1991,4,4,29.22,13.33,20.96,0,6.16,Dordabis
1991,4,5,30.4,13.13,21.87,0,6.16,Dordabis
1991,4,6,29.35,12.45,19.96,0,4.88,Dordabis
1991,4,7,25.69,7.2,15.47,0,3.78,Dordabis
1991,4,8,27.44,6.64,16.19,0,3.05,Dordabis
1991,4,9,28.56,8.84,17.62,0,3.66,Dordabis
1991,4,10,28.81,9.61,18.27,0,4.27,Dordabis
1991,4,11,28.63,10.05,18.56,0,3.91,Dordabis
1991,4,12,28.63,10.78,18.8,0,4.21,Dordabis
1991,4,13,28.42,10.73,18.87,0,4.64,Dordabis
1991,4,14,28.64,11.06,19.4,0,5.07,Dordabis
1991,4,15,29.01,10.81,19.66,0,5.25,Dordabis
1991,4,16,28.7,11.5,19.5,0,5,Dordabis
1991,4,17,28.69,11.62,19.5,0,5.13,Dordabis
1991,4,18,28.16,12.01,19.32,0,5.07,Dordabis
1991,4,19,27.18,11.79,18.54,0,5.13,Dordabis
1991,4,20,27.69,10.26,18.39,0,4.46,Dordabis
1991,4,21,27.84,11.42,19.37,0.86,6.16,Dordabis
1991,4,22,28.37,12.22,20.1,0.03,6.47,Dordabis
1991,4,23,28.45,13.13,20.08,0.02,6.77,Dordabis
1991,4,24,29.08,11.05,20.18,0,6.35,Dordabis
1991,4,25,29.01,13.58,20.51,0.07,5.98,Dordabis
1991,4,26,28.05,12.84,19.82,0,5.62,Dordabis
1991,4,27,28.25,12.98,20.02,0,6.47,Dordabis
1991,4,28,28.61,13.2,20.55,0,6.16,Dordabis
1991,4,29,28.12,13.44,19.82,0,4.94,Dordabis
1991,4,30,28.04,12.32,19.43,0,5.13,Dordabis
1991,5,1,28.15,12.58,19.76,0,5.25,Dordabis
1991,5,2,28.31,12.55,19.87,0,5.62,Dordabis
1991,5,3,27.87,11.6,18.97,0,4.27,Dordabis
1991,5,4,27.27,10.92,18.23,0,4.09,Dordabis
1991,5,5,26.7,10.64,17.85,0,4.15,Dordabis
1991,5,6,26.28,10.4,17.41,0,3.97,Dordabis
1991,5,7,26.7,10.79,17.77,0,4.33,Dordabis
1991,5,8,25.54,10.47,16.69,0,3.78,Dordabis
1991,5,9,26.01,10.21,17.44,0,4.76,Dordabis
1991,5,10,26.17,11.01,18.59,0,4.58,Dordabis
1991,5,11,25.04,8.28,15.61,0,3.85,Dordabis
1991,5,12,23.65,6.05,13.64,0,3.23,Dordabis
1991,5,13,22.28,4.12,12.37,0,3.23,Dordabis
1991,5,14,22.92,5.61,13.34,0,4.21,Dordabis
1991,5,15,24.04,6.77,14.45,0,4.15,Dordabis
1991,5,16,24.57,7.34,15.14,0,3.85,Dordabis
1991,5,17,25.46,9.25,16.26,0,4.39,Dordabis
1991,5,18,24.99,10.2,16.46,0,4.46,Dordabis
1991,5,19,25.74,10.69,16.76,0,4.76,Dordabis
1991,5,20,26.11,8.53,16.19,0,4.94,Dordabis
1991,5,21,26.92,9.31,17.16,0,5.8,Dordabis
1991,5,22,27.57,9.25,17.95,0,5.13,Dordabis
1991,5,23,26.49,11.42,18.28,0,4.39,Dordabis
1991,5,24,26.83,9.9,17.15,0,4.09,Dordabis
1991,5,25,24.52,8.7,14.9,0,3.42,Dordabis
1991,5,26,26.04,6.98,15.32,0,3.48,Dordabis
1991,5,27,26.28,8.31,16.08,0,2.56,Dordabis
1991,5,28,26.23,7.98,16.11,0,2.2,Dordabis
1991,5,29,25.8,9.44,16.27,0,2.99,Dordabis
1991,5,30,25.3,9.38,15.7,0,3.54,Dordabis
1991,5,31,24.65,7.6,14.65,0,2.93,Dordabis
1991,6,1,24.86,7.21,15.91,0,3.54,Dordabis
1991,6,2,24.53,8.88,15.6,0,3.54,Dordabis
1991,6,3,22.5,7.79,14.13,0,3.36,Dordabis
1991,6,4,20.8,5.94,12.68,0,3.36,Dordabis
1991,6,5,21.49,5.61,12.51,0,2.87,Dordabis
1991,6,6,21.51,5.2,11.96,0,3.05,Dordabis
1991,6,7,20.86,2.96,9.41,0,3.91,Dordabis
1991,6,8,13.04,0.56,5.47,0,3.78,Dordabis
1991,6,9,12.43,-1.91,4.4,0,3.6,Dordabis
1991,6,10,17.48,-0.65,7.81,0,4.52,Dordabis
1991,6,11,19.48,3.42,11.18,0,5.92,Dordabis
1991,6,12,21.17,5.51,12.43,0,5.55,Dordabis
1991,6,13,22.44,6.67,13.71,0,4.39,Dordabis
1991,6,14,22.65,7.13,14.51,0,2.5,Dordabis
1991,6,15,22.32,6.65,13.21,0,3.11,Dordabis
1991,6,16,22.12,6.33,12.94,0,3.36,Dordabis
1991,6,17,17.77,2.75,9.15,0,3.66,Dordabis
1991,6,18,15.69,0.69,6.77,0,2.99,Dordabis
1991,6,19,18.71,-0.51,7.83,0,2.56,Dordabis
1991,6,20,21.71,0.38,10.12,0,2.26,Dordabis
1991,6,21,23.83,5.93,13.26,0,2.32,Dordabis
1991,6,22,23.28,5.35,12.76,0,2.44,Dordabis
1991,6,23,22.37,1.03,11.05,0,2.81,Dordabis
1991,6,24,24.5,5.86,13.31,0,1.65,Dordabis
1991,6,25,24.46,6.05,13.67,0,1.53,Dordabis
1991,6,26,25.05,6.76,14.4,0,2.2,Dordabis
1991,6,27,25.83,8.48,15.17,0,2.44,Dordabis
1991,6,28,26.53,7.19,15.68,0,2.38,Dordabis
1991,6,29,26.24,7.76,15.64,0,2.44,Dordabis
1991,6,30,25.49,8.67,15.72,0,2.93,Dordabis
1991,7,1,25.53,10.64,16.49,0,2.69,Dordabis
1991,7,2,25.87,9.83,16.2,0,2.62,Dordabis
1991,7,3,25.21,9.44,15.86,0,2.99,Dordabis
1991,7,4,21.28,3.15,11.86,0,4.15,Dordabis
1991,7,5,21.01,0.04,8.16,0,2.01,Dordabis
1991,7,6,16.05,-1.42,5.88,0,1.89,Dordabis
1991,7,7,16.54,-1.74,6.15,0,1.83,Dordabis
1991,7,8,21.31,-0.42,8.82,0,1.28,Dordabis
1991,7,9,22.11,3.77,11.63,0,1.83,Dordabis
1991,7,10,23.09,5.72,12.98,0,2.26,Dordabis
1991,7,11,22.99,5.16,12.65,0,2.99,Dordabis
1991,7,12,20.51,4.08,10.36,0,3.6,Dordabis
1991,7,13,19.73,3.66,10.69,0,3.54,Dordabis
1991,7,14,20.51,4.61,11.64,0,3.17,Dordabis
1991,7,15,19.59,3.34,10.84,0,3.54,Dordabis
1991,7,16,20.56,3.16,11.09,0,2.81,Dordabis
1991,7,17,20.06,1.31,10.36,0,2.62,Dordabis
1991,7,18,19.51,3.72,10.68,0,3.48,Dordabis
1991,7,19,20.25,4.21,11.08,0,3.11,Dordabis
1991,7,20,22.05,5.47,12.48,0,3.05,Dordabis
1991,7,21,23.12,6.57,13.33,0,3.11,Dordabis
1991,7,22,23.02,5.95,13.29,0,2.44,Dordabis
1991,7,23,22.9,5.78,13.2,0,2.62,Dordabis
1991,7,24,24.34,8.21,14.56,0,2.62,Dordabis
1991,7,25,23.46,6.1,14.41,0,3.3,Dordabis
1991,7,26,20.19,2.33,9.44,0,3.3,Dordabis
1991,7,27,18.5,0.08,8.02,0,2.32,Dordabis
1991,7,28,21.52,0.38,9.62,0,1.59,Dordabis
1991,7,29,23.7,4.83,13.28,0,2.08,Dordabis
1991,7,30,24.14,7.9,14.83,0,2.81,Dordabis
1991,7,31,25.37,7.09,15.33,0,3.05,Dordabis
1991,8,1,24.42,7.82,14.21,0,2.08,Dordabis
1991,8,2,26.08,6.94,14.33,0,0.92,Dordabis
1991,8,3,24.76,6.25,13.48,0,1.59,Dordabis
1991,8,4,24.55,2.82,12.58,0,2.38,Dordabis
1991,8,5,24.92,5.34,14.13,0,2.08,Dordabis
1991,8,6,25.19,6.28,15.76,0,1.71,Dordabis
1991,8,7,25.03,9.45,15.8,0,1.83,Dordabis
1991,8,8,25.37,7.09,15.14,0,1.95,Dordabis
1991,8,9,25.9,7.24,15.66,0,2.01,Dordabis
1991,8,10,26.23,7.75,16.27,0,2.5,Dordabis
1991,8,11,25.94,9.01,16.56,0,2.81,Dordabis
1991,8,12,24.97,10.37,16.46,0,2.62,Dordabis
1991,8,13,24.12,8.31,15.07,0,3.42,Dordabis
1991,8,14,24.15,7.61,14.83,0,2.93,Dordabis
1991,8,15,24.56,5.3,14.04,0,2.08,Dordabis
1991,8,16,24.88,8.06,15.11,0,1.77,Dordabis
1991,8,17,26.3,6.77,16.27,0,1.95,Dordabis
1991,8,18,25.4,6.22,14.66,0,2.2,Dordabis
1991,8,19,24.94,2.26,11.69,0,1.95,Dordabis
1991,8,20,25.96,4.26,13.99,0,1.53,Dordabis
1991,8,21,28.21,8.82,16.94,0,2.87,Dordabis
1991,8,22,28.82,10.22,18.28,0,3.91,Dordabis
1991,8,23,30.56,11.09,19.61,0,3.36,Dordabis
1991,8,24,30.78,12.12,19.97,0,3.3,Dordabis
1991,8,25,26.05,7.98,15.86,0,2.38,Dordabis
1991,8,26,29.94,11.42,20.09,0,3.36,Dordabis
1991,8,27,30.41,11.79,20.41,0,2.75,Dordabis
1991,8,28,30.22,12.14,20.04,0,3.23,Dordabis
1991,8,29,28.08,9.11,16.59,0,3.54,Dordabis
1991,8,30,28.77,6.93,16.33,0,2.93,Dordabis
1991,8,31,28.98,8.55,16.94,0,2.14,Dordabis
1991,9,1,30.54,7.12,18.14,0,2.38,Dordabis
1991,9,2,31.33,11.58,20.58,0,2.32,Dordabis
1991,9,3,30.43,11.63,20.31,0,2.32,Dordabis
1991,9,4,29.84,11.98,19.7,0,2.69,Dordabis
1991,9,5,29.63,9.97,19.01,0,1.77,Dordabis
1991,9,6,30.81,9.89,19.48,0,2.44,Dordabis
1991,9,7,29.3,10.8,18.75,0,2.56,Dordabis
1991,9,8,28.66,6.9,15.89,0,1.71,Dordabis
1991,9,9,26.73,3.68,14.53,0,2.32,Dordabis
1991,9,10,31.01,6.07,17.7,0,2.32,Dordabis
1991,9,11,32.53,11.55,21.2,0,2.44,Dordabis
1991,9,12,33.02,13.93,22.05,0,2.26,Dordabis
1991,9,13,28.16,9.39,17.68,0,2.26,Dordabis
1991,9,14,30.48,7.73,18.55,0,1.89,Dordabis
1991,9,15,31.9,11.37,20.36,0,1.4,Dordabis
1991,9,16,27.98,7.38,17.08,0,2.08,Dordabis
1991,9,17,33.35,9.64,20.71,0,2.08,Dordabis
1991,9,18,33.4,15.39,23.32,0.01,2.26,Dordabis
1991,9,19,27.42,12.78,19.84,0.02,3.05,Dordabis
1991,9,20,28.87,13.92,21.68,0.04,4.46,Dordabis
1991,9,21,32.19,13.6,22.28,0,4.52,Dordabis
1991,9,22,28.83,16.17,21.71,0.02,6.1,Dordabis
1991,9,23,31.55,15.94,22.77,0.31,7.81,Dordabis
1991,9,24,24.48,14.93,19.5,3.31,9.52,Dordabis
1991,9,25,29.15,12.09,20.02,1.57,7.2,Dordabis
1991,9,26,29.26,14.57,19.95,3.61,7.57,Dordabis
1991,9,27,28.83,11.56,19.42,0.93,6.9,Dordabis
1991,9,28,26.4,6.23,15.93,0,2.99,Dordabis
1991,9,29,27.96,7.52,17.61,0,3.48,Dordabis
1991,9,30,31.02,11.16,21.14,0,4.58,Dordabis
1991,10,1,28.68,14.03,20.75,1.28,4.94,Dordabis
1991,10,2,29.69,15.15,21.47,0.06,4.82,Dordabis
1991,10,3,31.78,13.33,22.76,0,3.78,Dordabis
1991,10,4,32.57,13.62,23.2,0,3.97,Dordabis
1991,10,5,31.37,14.78,23.37,0,4.46,Dordabis
1991,10,6,34.15,15.64,25.12,0,3.72,Dordabis
1991,10,7,35.29,14.26,25.04,0,3.3,Dordabis
1991,10,8,28.41,9.86,19.68,0,3.48,Dordabis
1991,10,9,29.22,5.9,17.33,0,2.99,Dordabis
1991,10,10,32.73,12.05,21.8,0,2.38,Dordabis
1991,10,11,32.08,14.35,22.69,0,2.69,Dordabis
1991,10,12,32.58,15.57,23.56,0,4.03,Dordabis
1991,10,13,30.82,13.59,21.83,0.15,7.32,Dordabis
1991,10,14,28.97,9.39,19.25,0,2.81,Dordabis
1991,10,15,25.77,7.73,16.67,0,4.33,Dordabis
1991,10,16,31.34,9.32,20.28,0.03,3.54,Dordabis
1991,10,17,32.55,14.18,23.55,0,5.68,Dordabis
1991,10,18,31.98,14.9,23.02,0,4.82,Dordabis
1991,10,19,22.4,12.33,17.53,0.03,3.72,Dordabis
1991,10,20,26.43,7.88,17.5,0.02,4.15,Dordabis
1991,10,21,27.52,3.41,14.66,0,2.69,Dordabis
1991,10,22,31.55,9.19,20.89,0.03,4.09,Dordabis
1991,10,23,32.27,13.66,23,0.08,5.49,Dordabis
1991,10,24,31.73,11.97,22.31,0.43,3.3,Dordabis
1991,10,25,32.4,13.19,23.77,0.22,4.7,Dordabis
1991,10,26,29.65,17.49,23.72,0.59,8.36,Dordabis
1991,10,27,28.69,18.55,23.64,0.66,7.57,Dordabis
1991,10,28,26.51,17.05,21.11,7.25,9.7,Dordabis
1991,10,29,27.79,15.98,21.64,8.24,9.77,Dordabis
1991,10,30,30,15.15,22.1,0.27,7.93,Dordabis
1991,10,31,29.75,13.9,22.39,0.11,6.59,Dordabis
1991,11,1,27.05,16.98,21.65,1.34,8.97,Dordabis
1991,11,2,30.1,16.43,23.04,0.74,8.54,Dordabis
1991,11,3,30.82,16.34,24,0.71,9.58,Dordabis
1991,11,4,30.01,17.88,24.76,6.63,9.83,Dordabis
1991,11,5,29.53,19.33,24.34,0.33,9.52,Dordabis
1991,11,6,27.22,17,20.75,5.81,9.58,Dordabis
1991,11,7,23.44,16.26,19.53,20.53,11.47,Dordabis
1991,11,8,27.56,14.94,21.19,0.03,9.7,Dordabis
1991,11,9,31.85,18.36,24.84,0.41,7.32,Dordabis
1991,11,10,33.05,16.55,24.79,2.3,7.39,Dordabis
1991,11,11,31.74,15.25,24.04,1.45,7.81,Dordabis
1991,11,12,30.35,15.62,22.03,1.98,8.67,Dordabis
1991,11,13,32.48,15.87,23.68,0.14,6.47,Dordabis
1991,11,14,31.73,15.76,22.63,0,5.19,Dordabis
1991,11,15,31.65,11.93,22.07,0,5,Dordabis
1991,11,16,32.87,13.99,24.04,0.4,6.16,Dordabis
1991,11,17,32.77,17.8,25.39,0.63,8.36,Dordabis
1991,11,18,33.4,16.18,24.33,0,5.8,Dordabis
1991,11,19,33.08,12.12,21.91,0,3.66,Dordabis
1991,11,20,28.7,10.49,19.74,0,3.85,Dordabis
1991,11,21,27.32,9.78,18.36,0,2.93,Dordabis
1991,11,22,29.5,8.9,19.21,0,2.44,Dordabis
1991,11,23,29.88,13.62,21.41,0,6.16,Dordabis
1991,11,24,31.43,14.31,23.01,0,5.8,Dordabis
1991,11,25,32.44,14.61,24.24,0,5.55,Dordabis
1991,11,26,33.33,16.71,25.27,0,5.25,Dordabis
1991,11,27,32.85,18.1,26.05,1.36,7.75,Dordabis
1991,11,28,32.84,17.9,25.75,1,7.69,Dordabis
1991,11,29,33.65,18.14,25.88,2.25,8.85,Dordabis
1991,11,30,34.86,20.06,27.47,0.16,8.06,Dordabis
