"AnimalID","GroupID","Location","TrappingPeriod","DateofCapture","CaptureStart","CaptureEnd","GroupSize","Sex","weight","Rainfall","firstcapturedate","censor","Time.days","Time.years","statecode","state","id"
"KR26M014",NA,"KRR",NA,"05/03/2020",2020-03-05,NA,NA,"Male",NA,NA,2018-11-06,NA,485,1.327857632,"Disappeared","2","201"
"KR26M015","Kuruman 26","KRR",10,"07/11/2018",2018-11-06,"09/11/2018",9,"Male",74,17.16380656,2018-11-06,NA,0,0,"ingroupnonbreeder","1","202"
"KR26M015","Kuruman 26","KRR",12,"17/10/2019",2019-10-17,"20/10/2019",13,"Male",137,5.217065306,2018-11-06,NA,345,0.944558522,"ingroupnonbreeder","1","202"
"KR26M015",NA,"KRR",NA,"05/03/2020",2020-03-05,NA,NA,"Male",NA,NA,2018-11-06,NA,485,1.327857632,"Disappeared","2","202"
"KR26M016","Kuruman 26","KRR",10,"07/11/2018",2018-11-06,"09/11/2018",9,"Male",60,17.16380656,2018-11-06,NA,0,0,"ingroupnonbreeder","1","203"
"KR26M016",NA,"KRR",NA,"09/03/2019",2019-03-09,NA,NA,"Male",NA,NA,2018-11-06,NA,123,0.336755647,"Disappeared","2","203"
"KR19M010","Kuruman 19","KRR",10,"18/11/2018",2018-11-13,"18/11/2018",6,"Male",16,17.16380656,2018-11-13,NA,5,0.013689254,"ingroupnonbreeder","1","204"
"KR19M010",NA,"KRR",NA,"09/03/2019",2019-03-09,NA,NA,"Male",NA,NA,2018-11-13,NA,116,0.317590691,"Disappeared","2","204"
"KR19M011","Kuruman 19","KRR",10,"18/11/2018",2018-11-13,"18/11/2018",6,"Male",67,17.16380656,2018-11-13,NA,5,0.013689254,"ingroupnonbreeder","1","205"
"KR19M011","Kuruman 19","KRR",12,"17/11/2019",2019-11-15,"20/11/2019",12,"Male",101,9.848668221,2018-11-13,NA,369,1.01026694,"ingroupnonbreeder","1","205"
"KR19M011","Kuruman 19","KRR",13,"28/04/2020",2020-04-28,"30/04/2020",10,"Male",90,135.605622,2018-11-13,NA,532,1.456536619,"ingroupnonbreeder","1","205"
"KR19M011","Kuruman 19","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2018-11-13,99,561,1.535934292,"ingroupnonbreeder","99","205"
"KR7M018","Kuruman 7","KRR",10,"14/11/2018",2018-11-13,"14/11/2018",4,"Male",35,17.16380656,2018-11-13,NA,0,0,"ingroupnonbreeder","1","206"
"KR7M018","Kuruman 7","KRR",11,"09/03/2019",2019-03-09,"10/03/2019",6,"Male",67,69.35182863,2018-11-13,NA,116,0.317590691,"ingroupnonbreeder","1","206"
"KR7M018","Kuruman 7","KRR",12,"30/09/2019",2019-09-30,"03/10/2019",11,"Male",110,0.274765418,2018-11-13,NA,321,0.878850103,"ingroupnonbreeder","1","206"
"KR7M018",NA,"KRR",NA,"05/03/2020",2020-03-05,NA,NA,"Male",NA,NA,2018-11-13,NA,478,1.308692676,"Disappeared","2","206"
"KR43M001","Kuruman 43","KRR",10,"24/11/2018",2018-11-22,"27/11/2018",5,"Male",37,17.16380656,2018-11-22,NA,0,0,"ingroupnonbreeder","1","207"
"KR43M001","Kuruman 43","KRR",11,"20/03/2019",2019-03-19,"21/03/2019",5,"Male",63,69.35182863,2018-11-22,NA,118,0.323066393,"ingroupnonbreeder","1","207"
"KR43M001",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Male",NA,NA,2018-11-22,NA,291,0.796714579,"Disappeared","2","207"
"KR39M001","Kuruman 39","KRR",10,"28/11/2018",2018-11-27,"28/11/2018",5,"Male",48,17.16380656,2018-11-27,NA,0,0,"ingroupnonbreeder","1","208"
"KR39M001","Kuruman 39","KRR",11,"19/03/2019",2019-03-19,"20/03/2019",5,"Male",63,69.35182863,2018-11-27,NA,112,0.306639288,"ingroupnonbreeder","1","208"
"KR39M001","Kuruman 39","KRR",12,"17/09/2019",2019-09-16,"17/09/2019",6,"Male",90,0.397720048,2018-11-27,NA,294,0.804928131,"ingroupnonbreeder","1","208"
"KR39M001","Kuruman 39","KRR",13,"16/03/2020",2020-03-16,"19/03/2020",6,"Male",113,165.6746387,2018-11-27,NA,475,1.300479124,"ingroupnonbreeder","1","208"
"KR39M001","Kuruman 39","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2018-11-27,99,547,1.497604381,"ingroupnonbreeder","99","208"
"KR39M002","Kuruman 39","KRR",10,"27/11/2018",2018-11-27,"28/11/2018",5,"Male",51,17.16380656,2018-11-27,NA,0,0,"ingroupnonbreeder","1","209"
"KR39M002","Kuruman 39","KRR",11,"20/03/2019",2019-03-19,"20/03/2019",5,"Male",75,69.35182863,2018-11-27,NA,113,0.309377139,"ingroupnonbreeder","1","209"
"KR39M002","Kuruman 39","KRR",12,"17/09/2019",2019-09-16,"17/09/2019",6,"Male",102,0.397720048,2018-11-27,NA,294,0.804928131,"ingroupnonbreeder","1","209"
"KR39M002",NA,"KRR",NA,"05/03/2020",2020-03-05,NA,NA,"Male",NA,NA,2018-11-27,NA,464,1.270362765,"Disappeared","2","209"
"KR7M021","Kuruman 7","KRR",11,"10/03/2019",2019-03-09,"10/03/2019",6,"Male",51,69.35182863,2019-03-09,NA,0,0,"ingroupnonbreeder","1","210"
"KR7M021","Kuruman 7","KRR",12,"01/10/2019",2019-09-30,"03/10/2019",11,"Male",97,0.274765418,2019-03-09,NA,206,0.563997262,"ingroupnonbreeder","1","210"
"KR7M021",NA,"KRR",NA,"05/03/2020",2020-03-05,NA,NA,"Male",NA,NA,2019-03-09,NA,362,0.991101985,"Disappeared","2","210"
"KR8M032","Kuruman 8","KRR",11,"10/03/2019",2019-03-09,"10/03/2019",15,"Male",47,69.35182863,2019-03-09,NA,0,0,"ingroupnonbreeder","1","211"
"KR8M032","Kuruman 8","KRR",12,"15/10/2019",2019-10-15,"17/10/2019",15,"Male",106,5.217065306,2019-03-09,NA,220,0.602327173,"ingroupnonbreeder","1","211"
"KR8M032","Kuruman 8","KRR",13,"21/04/2020",2020-04-20,"21/04/2020",22,"Male",125,135.605622,2019-03-09,NA,409,1.119780972,"ingroupnonbreeder","1","211"
"KR8M032","Kuruman 8","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-03-09,99,445,1.2183436,"ingroupnonbreeder","99","211"
"KR10M034","Kuruman 10","KRR",11,"16/03/2019",2019-03-12,"17/03/2019",20,"Male",30,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder","1","212"
"KR10M034","Kuruman 10","KRR",12,"09/09/2019",2019-09-09,"10/09/2019",19,"Male",53,0.397720048,2019-03-12,NA,181,0.495550992,"ingroupnonbreeder","1","212"
"KR10M034","Kuruman 10","KRR",13,"11/03/2020",2020-03-08,"12/03/2020",16,"Male",83,165.6746387,2019-03-12,NA,365,0.999315537,"ingroupnonbreeder","1","212"
"KR10M034","Kuruman 10","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-03-12,99,442,1.210130048,"ingroupnonbreeder","99","212"
"KR10M035","Kuruman 10","KRR",11,"17/03/2019",2019-03-12,"17/03/2019",20,"Male",30,69.35182863,2019-03-12,NA,5,0.013689254,"ingroupnonbreeder","1","213"
"KR10M035","Kuruman 10","KRR",12,"10/09/2019",2019-09-09,"10/09/2019",19,"Male",63,0.397720048,2019-03-12,NA,182,0.498288843,"ingroupnonbreeder","1","213"
"KR10M035","Kuruman 10","KRR",13,"09/03/2020",2020-03-08,"12/03/2020",16,"Male",92,165.6746387,2019-03-12,NA,363,0.993839836,"ingroupnonbreeder","1","213"
"KR10M035","Kuruman 10","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-03-12,99,442,1.210130048,"ingroupnonbreeder","99","213"
"KR10M037","Kuruman 10","KRR",11,"14/03/2019",2019-03-12,"17/03/2019",20,"Male",66,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder","1","214"
"KR10M037","Kuruman 10","KRR",12,"10/09/2019",2019-09-09,"10/09/2019",19,"Male",83,0.397720048,2019-03-12,NA,182,0.498288843,"ingroupnonbreeder","1","214"
"KR10M037",NA,"KRR",NA,"05/03/2020",2020-03-05,NA,NA,"Male",NA,NA,2019-03-12,NA,359,0.982888433,"Disappeared","2","214"
"KR11M020","Kuruman 11","KRR",11,"13/03/2019",2019-03-12,"14/03/2019",22,"Male",79,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder","1","215"
"KR11M020","Kuruman 11","KRR",12,"25/09/2019",2019-09-23,"27/09/2019",20,"Male",82,0.397720048,2019-03-12,NA,197,0.539356605,"ingroupnonbreeder","1","215"
"KR11M020",NA,"KRR",NA,"05/03/2020",2020-03-05,NA,NA,"Male",NA,NA,2019-03-12,NA,359,0.982888433,"Disappeared","2","215"
"KR11M023","Kuruman 11","KRR",11,"14/03/2019",2019-03-12,"14/03/2019",22,"Male",50,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder","1","216"
"KR11M023","Kuruman 11","KRR",12,"23/09/2019",2019-09-23,"27/09/2019",20,"Male",66,0.397720048,2019-03-12,NA,195,0.533880903,"ingroupnonbreeder","1","216"
"KR11M023","Kuruman 11","KRR",13,"31/03/2020",2020-03-30,"01/04/2020",17,"Male",65,165.6746387,2019-03-12,NA,385,1.054072553,"ingroupnonbreeder","1","216"
"KR11M023","Kuruman 11","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-03-12,99,442,1.210130048,"ingroupnonbreeder","99","216"
"KR11M024","Kuruman 11","KRR",11,"14/03/2019",2019-03-12,"14/03/2019",22,"Male",46,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder","1","217"
"KR11M024","Kuruman 11","KRR",12,"27/09/2019",2019-09-23,"27/09/2019",20,"Male",64,0.397720048,2019-03-12,NA,199,0.544832307,"ingroupnonbreeder","1","217"
"KR11M024",NA,"KRR",NA,"05/03/2020",2020-03-05,NA,NA,"Male",NA,NA,2019-03-12,NA,359,0.982888433,"Disappeared","2","217"
"KR42M003","Kuruman 42","KRR",11,"13/03/2019",2019-03-12,"13/03/2019",6,"Male",15,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder","1","218"
"KR42M003","Kuruman 42","KRR",12,"07/10/2019",2019-10-06,"09/10/2019",7,"Male",72,5.217065306,2019-03-12,NA,209,0.572210815,"ingroupnonbreeder","1","218"
"KR42M003","Kuruman 42","KRR",13,"11/03/2020",2020-03-08,"14/03/2020",7,"Male",93,165.6746387,2019-03-12,NA,365,0.999315537,"ingroupnonbreeder","1","218"
"KR42M003","Kuruman 42","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-03-12,99,442,1.210130048,"ingroupnonbreeder","99","218"
"KR42M004","Kuruman 42","KRR",11,"13/03/2019",2019-03-12,"13/03/2019",6,"Male",12,69.35182863,2019-03-12,NA,0,0,"ingroupnonbreeder","1","219"
"KR42M004","Kuruman 42","KRR",12,"06/10/2019",2019-10-06,"09/10/2019",7,"Male",69,5.217065306,2019-03-12,NA,208,0.569472964,"ingroupnonbreeder","1","219"
"KR42M004","Kuruman 42","KRR",13,"10/03/2020",2020-03-08,"14/03/2020",7,"Male",94,165.6746387,2019-03-12,NA,364,0.996577687,"ingroupnonbreeder","1","219"
"KR42M004","Kuruman 42","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-03-12,99,442,1.210130048,"ingroupnonbreeder","99","219"
"KR28M011","Kuruman 28","KRR",11,"20/03/2019",2019-03-19,"20/03/2019",11,"Male",25,69.35182863,2019-03-19,NA,0,0,"ingroupnonbreeder","1","220"
"KR28M011",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Male",NA,NA,2019-03-19,NA,174,0.476386037,"Disappeared","2","220"
"KR28M012","Kuruman 28","KRR",11,"20/03/2019",2019-03-19,"20/03/2019",11,"Male",33,69.35182863,2019-03-19,NA,0,0,"ingroupnonbreeder","1","221"
"KR28M012","Kuruman 28","KRR",12,"16/09/2019",2019-09-16,"19/09/2019",8,"Male",86,0.397720048,2019-03-19,NA,181,0.495550992,"ingroupnonbreeder","1","221"
"KR28M012","Kuruman 28","KRR",13,"19/03/2020",2020-03-16,"20/03/2020",13,"Male",122,165.6746387,2019-03-19,NA,366,1.002053388,"ingroupnonbreeder","1","221"
"KR28M012","Kuruman 28","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-03-19,99,435,1.190965092,"ingroupnonbreeder","99","221"
"KR20M016","Kuruman 20","KRR",11,"27/03/2019",2019-03-25,"28/03/2019",17,"Male",65,69.35182863,2019-03-25,NA,0,0,"ingroupnonbreeder","1","222"
"KR20M016",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Male",NA,NA,2019-03-25,NA,168,0.459958932,"Disappeared","2","222"
"KR20M017","Kuruman 20","KRR",11,"28/03/2019",2019-03-25,"28/03/2019",17,"Male",63,69.35182863,2019-03-25,NA,0,0,"ingroupnonbreeder","1","223"
"KR20M017",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Male",NA,NA,2019-03-25,NA,168,0.459958932,"Disappeared","2","223"
"KR20M019","Kuruman 20","KRR",11,"28/03/2019",2019-03-25,"28/03/2019",17,"Male",25,69.35182863,2019-03-25,NA,0,0,"ingroupnonbreeder","1","224"
"KR20M019","Kuruman 20","KRR",13,"06/04/2020",2020-04-06,"11/04/2020",19,"Male",102,135.605622,2019-03-25,NA,378,1.034907598,"ingroupnonbreeder","1","224"
"KR20M019","Kuruman 20","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-03-25,99,429,1.174537988,"ingroupnonbreeder","99","224"
"KR35M002","Kuruman 35","KRR",11,"05/04/2019",2019-04-04,"05/04/2019",5,"Male",65,89.01727301,2019-04-04,NA,0,0,"ingroupnonbreeder","1","225"
"KR35M002","Kuruman 35","KRR",12,"06/10/2019",2019-10-06,"07/10/2019",7,"Male",94,5.217065306,2019-04-04,NA,185,0.506502396,"ingroupnonbreeder","1","225"
"KR35M002","Kuruman 35","KRR",13,"14/04/2020",2020-04-13,"14/04/2020",9,"Male",107,135.605622,2019-04-04,NA,376,1.029431896,"ingroupnonbreeder","1","225"
"KR35M002","Kuruman 35","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-04-04,99,419,1.14715948,"ingroupnonbreeder","99","225"
"KR34M003","Kuruman 34","KRR",11,"06/04/2019",2019-04-06,"08/04/2019",7,"Male",60,89.01727301,2019-04-06,NA,0,0,"ingroupnonbreeder","1","226"
"KR34M003","Kuruman 34","KRR",12,"09/09/2019",2019-09-09,"12/09/2019",8,"Male",118,0.397720048,2019-04-06,NA,156,0.427104723,"ingroupnonbreeder","1","226"
"KR34M003","Kuruman 34","KRR",13,"01/04/2020",2020-03-31,"02/04/2020",8,"Male",81,165.6746387,2019-04-06,NA,361,0.988364134,"ingroupnonbreeder","1","226"
"KR34M003","Kuruman 34","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-04-06,99,417,1.141683778,"ingroupnonbreeder","99","226"
"KR36M021","Kuruman 36","KRR",11,"15/04/2019",2019-04-15,"17/04/2019",15,"Male",63,89.01727301,2019-04-15,NA,0,0,"ingroupnonbreeder","1","227"
"KR36M021",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Male",NA,NA,2019-04-15,NA,147,0.402464066,"Disappeared","2","227"
"KR36M022","Kuruman 36","KRR",11,"16/04/2019",2019-04-15,"17/04/2019",15,"Male",73,89.01727301,2019-04-15,NA,0,0,"ingroupnonbreeder","1","228"
"KR36M022","Kuruman 36","KRR",13,"11/05/2020",2020-05-11,"12/05/2020",8,"Male",107,64.81177172,2019-04-15,NA,392,1.073237509,"ingroupnonbreeder","1","228"
"KR36M022","Kuruman 36","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-04-15,99,408,1.117043121,"ingroupnonbreeder","99","228"
"KR38M004","Kuruman 38","KRR",11,"17/04/2019",2019-04-17,"20/04/2019",3,"Male",50,89.01727301,2019-04-17,NA,0,0,"ingroupnonbreeder","1","229"
"KR38M004",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Male",NA,NA,2019-04-17,NA,145,0.396988364,"Disappeared","2","229"
"KR39M003","Kuruman 39","KRR",12,"17/09/2019",2019-09-16,"17/09/2019",6,"Male",26,0.397720048,2019-09-16,NA,0,0,"ingroupnonbreeder","1","230"
"KR39M003","Kuruman 39","KRR",13,"17/03/2020",2020-03-16,"19/03/2020",6,"Male",56,165.6746387,2019-09-16,NA,183,0.501026694,"ingroupnonbreeder","1","230"
"KR39M003","Kuruman 39","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-09-16,99,254,0.6954141,"ingroupnonbreeder","99","230"
"KR39M004","Kuruman 39","KRR",12,"17/09/2019",2019-09-16,"17/09/2019",6,"Male",29,0.397720048,2019-09-16,NA,0,0,"ingroupnonbreeder","1","231"
"KR39M004","Kuruman 39","KRR",13,"17/03/2020",2020-03-16,"19/03/2020",6,"Male",72,165.6746387,2019-09-16,NA,183,0.501026694,"ingroupnonbreeder","1","231"
"KR39M004","Kuruman 39","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-09-16,99,254,0.6954141,"ingroupnonbreeder","99","231"
"KR43M005","Kuruman 43","KRR",12,"19/09/2019",2019-09-16,"19/09/2019",7,"Male",35,0.397720048,2019-09-16,NA,0,0,"ingroupnonbreeder","1","232"
"KR43M005","Kuruman 43","KRR",13,"17/03/2020",2020-03-16,"17/03/2020",10,"Male",82,165.6746387,2019-09-16,NA,183,0.501026694,"ingroupnonbreeder","1","232"
"KR43M005","Kuruman 43","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-09-16,99,254,0.6954141,"ingroupnonbreeder","99","232"
"KR7M022","Kuruman 7","KRR",12,"30/09/2019",2019-09-30,"03/10/2019",11,"Male",47,0.274765418,2019-09-30,NA,0,0,"ingroupnonbreeder","1","233"
"KR7M022","Kuruman 7","KRR",13,"20/05/2020",2020-05-20,"20/05/2020",6,"Male",95,64.81177172,2019-09-30,NA,233,0.637919233,"ingroupnonbreeder","1","233"
"KR7M022","Kuruman 7","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-09-30,99,240,0.657084189,"ingroupnonbreeder","99","233"
"KR7M025","Kuruman 7","KRR",12,"02/10/2019",2019-09-30,"03/10/2019",11,"Male",27,0.274765418,2019-09-30,NA,0,0,"ingroupnonbreeder","1","234"
"KR7M025",NA,"KRR",NA,"05/03/2020",2020-03-05,NA,NA,"Male",NA,NA,2019-09-30,NA,157,0.429842574,"Disappeared","2","234"
"KR35M005","Kuruman 35","KRR",12,"07/10/2019",2019-10-06,"07/10/2019",7,"Male",27,5.217065306,2019-10-06,NA,0,0,"ingroupnonbreeder","1","235"
"KR35M005","Kuruman 35","KRR",13,"13/04/2020",2020-04-13,"14/04/2020",9,"Male",81,135.605622,2019-10-06,NA,190,0.52019165,"ingroupnonbreeder","1","235"
"KR35M005","Kuruman 35","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-10-06,99,234,0.640657084,"ingroupnonbreeder","99","235"
"KR8M034","Kuruman 8","KRR",12,"16/10/2019",2019-10-15,"17/10/2019",15,"Male",67,5.217065306,2019-10-15,NA,0,0,"ingroupnonbreeder","1","236"
"KR8M034","Kuruman 8","KRR",13,"20/04/2020",2020-04-20,"21/04/2020",22,"Male",107,135.605622,2019-10-15,NA,188,0.514715948,"ingroupnonbreeder","1","236"
"KR8M034","Kuruman 8","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-10-15,99,225,0.616016427,"ingroupnonbreeder","99","236"
"KR8M035","Kuruman 8","KRR",12,"16/10/2019",2019-10-15,"17/10/2019",15,"Male",80,5.217065306,2019-10-15,NA,0,0,"ingroupnonbreeder","1","237"
"KR8M035","Kuruman 8","KRR",13,"20/04/2020",2020-04-20,"21/04/2020",22,"Male",120,135.605622,2019-10-15,NA,188,0.514715948,"ingroupnonbreeder","1","237"
"KR8M035","Kuruman 8","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-10-15,99,225,0.616016427,"ingroupnonbreeder","99","237"
"KR8M037","Kuruman 8","KRR",12,"16/10/2019",2019-10-15,"17/10/2019",15,"Male",54,5.217065306,2019-10-15,NA,0,0,"ingroupnonbreeder","1","238"
"KR8M037","Kuruman 8","KRR",13,"20/04/2020",2020-04-20,"21/04/2020",22,"Male",100,135.605622,2019-10-15,NA,188,0.514715948,"ingroupnonbreeder","1","238"
"KR8M037","Kuruman 8","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-10-15,99,225,0.616016427,"ingroupnonbreeder","99","238"
"KR26M017","Kuruman 26","KRR",12,"17/10/2019",2019-10-17,"20/10/2019",13,"Male",93,5.217065306,2019-10-17,NA,0,0,"ingroupnonbreeder","1","239"
"KR26M017","Kuruman 26","KRR",13,"04/05/2020",2020-05-04,"04/05/2020",11,"Male",124,64.81177172,2019-10-17,NA,200,0.547570157,"ingroupnonbreeder","1","239"
"KR26M017","Kuruman 26","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-10-17,99,223,0.610540726,"ingroupnonbreeder","99","239"
"KR26M018","Kuruman 26","KRR",12,"18/10/2019",2019-10-17,"20/10/2019",13,"Male",82,5.217065306,2019-10-17,NA,0,0,"ingroupnonbreeder","1","240"
"KR26M018","Kuruman 26","KRR",13,"04/05/2020",2020-05-04,"04/05/2020",11,"Male",106,64.81177172,2019-10-17,NA,200,0.547570157,"ingroupnonbreeder","1","240"
"KR26M018","Kuruman 26","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-10-17,99,223,0.610540726,"ingroupnonbreeder","99","240"
"KR26M019","Kuruman 26","KRR",12,"18/10/2019",2019-10-17,"20/10/2019",13,"Male",78,5.217065306,2019-10-17,NA,0,0,"ingroupnonbreeder","1","241"
"KR26M019","Kuruman 26","KRR",13,"04/05/2020",2020-05-04,"04/05/2020",11,"Male",86,64.81177172,2019-10-17,NA,200,0.547570157,"ingroupnonbreeder","1","241"
"KR26M019","Kuruman 26","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-10-17,99,223,0.610540726,"ingroupnonbreeder","99","241"
"KR26M020","Kuruman 26","KRR",12,"19/10/2019",2019-10-17,"20/10/2019",13,"Male",27,5.217065306,2019-10-17,NA,0,0,"ingroupnonbreeder","1","242"
"KR26M020","Kuruman 26","KRR",13,"04/05/2020",2020-05-04,"04/05/2020",11,"Male",66,64.81177172,2019-10-17,NA,200,0.547570157,"ingroupnonbreeder","1","242"
"KR26M020","Kuruman 26","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-10-17,99,223,0.610540726,"ingroupnonbreeder","99","242"
"KR49M004","Kuruman 49","KRR",12,"28/10/2019",2019-10-28,"30/10/2019",17,"Male",63,5.217065306,2019-10-28,NA,0,0,"ingroupnonbreeder","1","243"
"KR49M004","Kuruman 49","KRR",13,"20/05/2020",2020-05-19,"20/05/2020",13,"Male",90,64.81177172,2019-10-28,NA,205,0.561259411,"ingroupnonbreeder","1","243"
"KR49M004","Kuruman 49","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-10-28,99,212,0.580424367,"ingroupnonbreeder","99","243"
"KR49M015","Kuruman 49","KRR",12,"29/10/2019",2019-10-28,"30/10/2019",17,"Male",28,5.217065306,2019-10-28,NA,0,0,"ingroupnonbreeder","1","244"
"KR49M015",NA,"KRR",NA,"05/03/2020",2020-03-05,NA,NA,"Male",NA,NA,2019-10-28,NA,129,0.353182752,"Disappeared","2","244"
"KR19M014","Kuruman 19","KRR",12,"16/11/2019",2019-11-15,"20/11/2019",12,"Male",64,9.848668221,2019-11-15,NA,0,0,"ingroupnonbreeder","1","245"
"KR19M014","Kuruman 19","KRR",13,"28/04/2020",2020-04-28,"30/04/2020",10,"Male",74,135.605622,2019-11-15,NA,165,0.45174538,"ingroupnonbreeder","1","245"
"KR19M014","Kuruman 19","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-11-15,99,194,0.531143053,"ingroupnonbreeder","99","245"
"KR19M016","Kuruman 19","KRR",12,"17/11/2019",2019-11-15,"20/11/2019",12,"Male",54,9.848668221,2019-11-15,NA,0,0,"ingroupnonbreeder","1","246"
"KR19M016","Kuruman 19","KRR",13,"29/04/2020",2020-04-28,"30/04/2020",10,"Male",66,135.605622,2019-11-15,NA,166,0.454483231,"ingroupnonbreeder","1","246"
"KR19M016","Kuruman 19","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-11-15,99,194,0.531143053,"ingroupnonbreeder","99","246"
"KR31M010","Kuruman 31","KRR",12,"24/11/2019",2019-11-23,"26/11/2019",13,"Male",62,9.848668221,2019-11-23,NA,0,0,"ingroupnonbreeder","1","247"
"KR31M010","Kuruman 31","KRR",13,"22/04/2020",2020-04-20,"23/04/2020",17,"Male",104,135.605622,2019-11-23,NA,151,0.413415469,"ingroupnonbreeder","1","247"
"KR31M010","Kuruman 31","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-11-23,99,186,0.509240246,"ingroupnonbreeder","99","247"
"KR31M013","Kuruman 31","KRR",12,"25/11/2019",2019-11-23,"26/11/2019",13,"Male",32,9.848668221,2019-11-23,NA,0,0,"ingroupnonbreeder","1","248"
"KR31M013","Kuruman 31","KRR",13,"21/04/2020",2020-04-20,"23/04/2020",17,"Male",80,135.605622,2019-11-23,NA,150,0.410677618,"ingroupnonbreeder","1","248"
"KR31M013","Kuruman 31","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-11-23,99,186,0.509240246,"ingroupnonbreeder","99","248"
"KR31M015","Kuruman 31","KRR",12,"25/11/2019",2019-11-23,"26/11/2019",13,"Male",56,9.848668221,2019-11-23,NA,0,0,"ingroupnonbreeder","1","249"
"KR31M015","Kuruman 31","KRR",13,"20/04/2020",2020-04-20,"23/04/2020",17,"Male",89,135.605622,2019-11-23,NA,149,0.407939767,"ingroupnonbreeder","1","249"
"KR31M015","Kuruman 31","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2019-11-23,99,186,0.509240246,"ingroupnonbreeder","99","249"
"KR28M016","Kuruman 28","KRR",13,"18/03/2020",2020-03-16,"20/03/2020",13,"Male",79,165.6746387,2020-03-16,NA,0,0,"ingroupnonbreeder","1","250"
"KR28M016","Kuruman 28","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2020-03-16,99,72,0.197125257,"ingroupnonbreeder","99","250"
"KR39M005","Kuruman 39","KRR",13,"19/03/2020",2020-03-16,"19/03/2020",6,"Male",20,165.6746387,2020-03-16,NA,0,0,"ingroupnonbreeder","1","251"
"KR39M005","Kuruman 39","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2020-03-16,99,72,0.197125257,"ingroupnonbreeder","99","251"
"KR45M002","Kuruman 45","KRR",13,"24/03/2020",2020-03-23,"24/03/2020",3,"Male",98,165.6746387,2020-03-23,NA,0,0,"ingroupnonbreeder","1","252"
