"AnimalID","GroupID","Location","TrappingPeriod","DateofCapture","CaptureStart","CaptureEnd","GroupSize","Sex","weight","Rainfall","firstcapturedate","censor","Time.days","Time.years","statecode","state","id"
"KR11M010","Kuruman 11","KRR",13,"01/04/2020",2020-03-30,"01/04/2020",17,"Male",132,165.6746387,2017-08-19,NA,956,2.617385352,"ingroupnonbreeder","1","161"
"KR11M010","Kuruman 11","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2017-08-19,99,1012,2.770704997,"ingroupnonbreeder","99","161"
"KR11M011","Kuruman 11","KRR",8,"20/08/2017",2017-08-19,"21/08/2017",11,"Male",28,1.34743409,2017-08-19,NA,0,0,"ingroupnonbreeder","1","162"
"KR11M011","Kuruman 11","KRR",9,"18/03/2018",2018-03-17,"20/03/2018",15,"Male",92,121.7158381,2017-08-19,NA,211,0.577686516,"ingroupnonbreeder","1","162"
"KR11M011","Kuruman 11","KRR",10,"03/10/2018",2018-10-02,"10/10/2018",16,"Male",117,11.76823613,2017-08-19,NA,410,1.122518823,"ingroupnonbreeder","1","162"
"KR11M011","Kuruman 11","KRR",11,"13/03/2019",2019-03-12,"14/03/2019",22,"Male",139,69.35182863,2017-08-19,NA,571,1.563312799,"ingroupnonbreeder","1","162"
"KR11M011","Kuruman 11","KRR",12,"24/09/2019",2019-09-23,"27/09/2019",20,"Male",117,0.397720048,2017-08-19,NA,766,2.097193703,"ingroupnonbreeder","1","162"
"KR11M011","Kuruman 11","KRR",13,"01/04/2020",2020-03-30,"01/04/2020",17,"Male",112,165.6746387,2017-08-19,NA,956,2.617385352,"ingroupnonbreeder","1","162"
"KR11M011","Kuruman 11","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2017-08-19,99,1012,2.770704997,"ingroupnonbreeder","99","162"
"KR34M001","Kuruman 34","KRR",8,"09/10/2017",2017-10-09,"09/10/2017",4,"Male",26,16.33745678,2017-10-09,NA,0,0,"ingroupnonbreeder","1","163"
"KR34M001","Kuruman 34","KRR",11,"06/04/2019",2019-04-06,"08/04/2019",7,"Male",85,89.01727301,2017-10-09,NA,544,1.489390828,"ingroupnonbreeder","1","163"
"KR34M001","Kuruman 34","KRR",12,"11/09/2019",2019-09-09,"12/09/2019",8,"Male",83,0.397720048,2017-10-09,NA,702,1.921971253,"ingroupnonbreeder","1","163"
"KR34M001","Kuruman 34","KRR",13,"01/04/2020",2020-03-31,"02/04/2020",8,"Male",98,165.6746387,2017-10-09,NA,905,2.477754962,"ingroupnonbreeder","1","163"
"KR34M001","Kuruman 34","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2017-10-09,99,961,2.631074606,"ingroupnonbreeder","99","163"
"KR34M002","Kuruman 34","KRR",8,"09/10/2017",2017-10-09,"09/10/2017",4,"Male",27,16.33745678,2017-10-09,NA,0,0,"ingroupnonbreeder","1","164"
"KR34M002","Kuruman 34","KRR",11,"07/04/2019",2019-04-06,"08/04/2019",7,"Male",96,89.01727301,2017-10-09,NA,545,1.492128679,"ingroupnonbreeder","1","164"
"KR34M002","Kuruman 34","KRR",12,"09/09/2019",2019-09-09,"12/09/2019",8,"Male",86,0.397720048,2017-10-09,NA,700,1.916495551,"ingroupnonbreeder","1","164"
"KR34M002","Kuruman 34","KRR",13,"02/04/2020",2020-03-31,"02/04/2020",8,"Male",100,165.6746387,2017-10-09,NA,906,2.480492813,"ingroupnonbreeder","1","164"
"KR34M002","Kuruman 34","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2017-10-09,99,961,2.631074606,"ingroupnonbreeder","99","164"
"KR28M002","Kuruman 28","KRR",8,"19/10/2017",2017-10-19,"23/10/2017",6,"Male",64,16.33745678,2017-10-19,NA,0,0,"ingroupnonbreeder","1","165"
"KR28M002",NA,"KRR",NA,"17/03/2018",2018-03-17,NA,NA,"Male",NA,NA,2017-10-19,NA,149,0.407939767,"Disappeared","2","165"
"KR28M004","Kuruman 28","KRR",8,"23/10/2017",2017-10-19,"23/10/2017",6,"Male",20,16.33745678,2017-10-19,NA,0,0,"ingroupnonbreeder","1","166"
"KR28M004",NA,"KRR",NA,"17/03/2018",2018-03-17,NA,NA,"Male",NA,NA,2017-10-19,NA,149,0.407939767,"Disappeared","2","166"
"KR30M001","Kuruman 30","KRR",8,"20/10/2017",2017-10-19,"21/10/2017",3,"Male",30,16.33745678,2017-10-19,NA,0,0,"ingroupnonbreeder","1","167"
"KR30M001","Kuruman 30","KRR",9,"14/04/2018",2018-04-13,"15/04/2018",3,"Male",75,171.3225646,2017-10-19,NA,177,0.484599589,"ingroupnonbreeder","1","167"
"KR30M001","Kuruman 30","KRR",10,"14/09/2018",2018-09-14,"14/09/2018",3,"Male",96,3.838321871,2017-10-19,NA,330,0.90349076,"ingroupnonbreeder","1","167"
"KR30M001","Kuruman 30","KRR",13,"27/04/2020",2020-04-27,"28/04/2020",10,"Male",111,135.605622,2017-10-19,NA,921,2.521560575,"ingroupnonbreeder","1","167"
"KR30M001","Kuruman 30","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2017-10-19,99,951,2.603696099,"ingroupnonbreeder","99","167"
"KR31M003","Kuruman 31","KRR",8,"19/10/2017",2017-10-19,"21/10/2017",6,"Male",66,16.33745678,2017-10-19,NA,0,0,"ingroupnonbreeder","1","168"
"KR31M003","Kuruman 31","KRR",9,"29/03/2018",2018-03-29,"01/04/2018",7,"Male",103,121.7158381,2017-10-19,NA,161,0.440793977,"ingroupnonbreeder","1","168"
"KR31M003","Kuruman 45","KRR",12,"30/09/2019",2019-09-30,"30/09/2019",2,"Male",170,0.274765418,2017-10-19,NA,711,1.94661191,"Disappeared","2","168"
"KR38M001","Kuruman 38","KRR",8,"21/10/2017",2017-10-19,"22/10/2017",4,"Male",13,16.33745678,2017-10-19,NA,0,0,"ingroupnonbreeder","1","169"
"KR38M001",NA,"KRR",NA,"17/03/2018",2018-03-17,NA,NA,"Male",NA,NA,2017-10-19,NA,149,0.407939767,"Disappeared","2","169"
"KR38M002","Kuruman 38","KRR",8,"21/10/2017",2017-10-19,"22/10/2017",4,"Male",13,16.33745678,2017-10-19,NA,0,0,"ingroupnonbreeder","1","170"
"KR38M002",NA,"KRR",NA,"17/03/2018",2018-03-17,NA,NA,"Male",NA,NA,2017-10-19,NA,149,0.407939767,"Disappeared","2","170"
"KR38M003","Kuruman 38","KRR",8,"21/10/2017",2017-10-19,"22/10/2017",4,"Male",14,16.33745678,2017-10-19,NA,0,0,"ingroupnonbreeder","1","171"
"KR38M003",NA,"KRR",NA,"17/03/2018",2018-03-17,NA,NA,"Male",NA,NA,2017-10-19,NA,149,0.407939767,"Disappeared","2","171"
"KR10M026","Kuruman 10","KRR",9,"19/03/2018",2018-03-17,"20/03/2018",17,"Male",60,121.7158381,2018-03-17,NA,0,0,"ingroupnonbreeder","1","172"
"KR10M026","Kuruman 10","KRR",10,"07/10/2018",2018-10-02,"10/10/2018",16,"Male",109,11.76823613,2018-03-17,NA,204,0.558521561,"ingroupnonbreeder","1","172"
"KR10M026","Kuruman 10","KRR",11,"13/03/2019",2019-03-12,"17/03/2019",20,"Male",111,69.35182863,2018-03-17,NA,361,0.988364134,"ingroupnonbreeder","1","172"
"KR10M026","Kuruman 10","KRR",12,"09/09/2019",2019-09-09,"10/09/2019",19,"Male",101,0.397720048,2018-03-17,NA,541,1.481177276,"ingroupnonbreeder","1","172"
"KR10M026","Kuruman 10","KRR",13,"12/03/2020",2020-03-08,"12/03/2020",16,"Male",113,165.6746387,2018-03-17,NA,726,1.987679671,"ingroupnonbreeder","1","172"
"KR10M026","Kuruman 10","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2018-03-17,99,802,2.195756331,"ingroupnonbreeder","99","172"
"KR10M027","Kuruman 10","KRR",9,"19/03/2018",2018-03-17,"20/03/2018",17,"Male",59,121.7158381,2018-03-17,NA,0,0,"ingroupnonbreeder","1","173"
"KR10M027","Kuruman 10","KRR",10,"04/10/2018",2018-10-02,"10/10/2018",16,"Male",105,11.76823613,2018-03-17,NA,201,0.550308008,"ingroupnonbreeder","1","173"
"KR10M027","Kuruman 10","KRR",11,"13/03/2019",2019-03-12,"17/03/2019",20,"Male",116,69.35182863,2018-03-17,NA,361,0.988364134,"ingroupnonbreeder","1","173"
"KR10M027","Kuruman 10","KRR",12,"10/09/2019",2019-09-09,"10/09/2019",19,"Male",113,0.397720048,2018-03-17,NA,542,1.483915127,"ingroupnonbreeder","1","173"
"KR10M027","Kuruman 10","KRR",13,"09/03/2020",2020-03-08,"12/03/2020",16,"Male",126,165.6746387,2018-03-17,NA,723,1.979466119,"ingroupnonbreeder","1","173"
"KR10M027","Kuruman 10","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2018-03-17,99,802,2.195756331,"ingroupnonbreeder","99","173"
"KR10M029","Kuruman 10","KRR",9,"20/03/2018",2018-03-17,"20/03/2018",17,"Male",50,121.7158381,2018-03-17,NA,0,0,"ingroupnonbreeder","1","174"
"KR10M029","Kuruman 10","KRR",10,"06/10/2018",2018-10-02,"10/10/2018",16,"Male",91,11.76823613,2018-03-17,NA,203,0.55578371,"ingroupnonbreeder","1","174"
"KR10M029","Kuruman 10","KRR",11,"12/03/2019",2019-03-12,"17/03/2019",20,"Male",102,69.35182863,2018-03-17,NA,360,0.985626283,"ingroupnonbreeder","1","174"
"KR10M029","Kuruman 10","KRR",12,"10/09/2019",2019-09-09,"10/09/2019",19,"Male",97,0.397720048,2018-03-17,NA,542,1.483915127,"ingroupnonbreeder","1","174"
"KR10M029","Kuruman 10","KRR",13,"10/03/2020",2020-03-08,"12/03/2020",16,"Male",107,165.6746387,2018-03-17,NA,724,1.98220397,"ingroupnonbreeder","1","174"
"KR10M029","Kuruman 10","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2018-03-17,99,802,2.195756331,"ingroupnonbreeder","99","174"
"KR11M014","Kuruman 11","KRR",9,"20/03/2018",2018-03-17,"20/03/2018",15,"Male",48,121.7158381,2018-03-17,NA,0,0,"ingroupnonbreeder","1","175"
"KR11M014","Kuruman 11","KRR",11,"14/03/2019",2019-03-12,"14/03/2019",22,"Male",111,69.35182863,2018-03-17,NA,362,0.991101985,"ingroupnonbreeder","1","175"
"KR11M014","Kuruman 11","KRR",12,"25/09/2019",2019-09-23,"27/09/2019",20,"Male",101,0.397720048,2018-03-17,NA,557,1.524982888,"ingroupnonbreeder","1","175"
"KR11M014","Kuruman 11","KRR",13,"30/03/2020",2020-03-30,"01/04/2020",17,"Male",93,165.6746387,2018-03-17,NA,744,2.036960986,"ingroupnonbreeder","1","175"
"KR11M014","Kuruman 11","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2018-03-17,99,802,2.195756331,"ingroupnonbreeder","99","175"
"KR26M008","Kuruman 26","KRR",9,"30/03/2018",2018-03-29,"01/04/2018",15,"Male",79,121.7158381,2018-03-29,NA,0,0,"ingroupnonbreeder","1","176"
"KR26M008","Kuruman 26","KRR",10,"07/11/2018",2018-11-06,"09/11/2018",9,"Male",99,17.16380656,2018-03-29,NA,223,0.610540726,"ingroupnonbreeder","1","176"
"KR26M008",NA,"KRR",NA,"09/03/2019",2019-03-09,NA,NA,"Male",NA,NA,2018-03-29,NA,345,0.944558522,"Disappeared","2","176"
"KR26M009","Kuruman 26","KRR",9,"30/03/2018",2018-03-29,"01/04/2018",15,"Male",81,121.7158381,2018-03-29,NA,0,0,"ingroupnonbreeder","1","177"
"KR26M009",NA,"KRR",NA,"14/09/2018",2018-09-14,NA,NA,"Male",NA,NA,2018-03-29,NA,169,0.462696783,"Disappeared","2","177"
"KR26M010","Kuruman 26","KRR",9,"30/03/2018",2018-03-29,"01/04/2018",15,"Male",90,121.7158381,2018-03-29,NA,0,0,"ingroupnonbreeder","1","178"
"KR26M010",NA,"KRR",NA,"14/09/2018",2018-09-14,NA,NA,"Male",NA,NA,2018-03-29,NA,169,0.462696783,"Disappeared","2","178"
"KR27M014","Kuruman 27","KRR",9,"07/04/2018",2018-04-05,"11/04/2018",16,"Male",49,171.3225646,2018-04-05,NA,0,0,"ingroupnonbreeder","1","179"
"KR27M014","Kuruman 27","KRR",10,"25/11/2018",2018-11-25,"29/11/2018",8,"Male",131,17.16380656,2018-04-05,NA,234,0.640657084,"ingroupnonbreeder","1","179"
"KR27M014",NA,"KRR",NA,"09/03/2019",2019-03-09,NA,NA,"Male",NA,NA,2018-04-05,NA,338,0.925393566,"Disappeared","2","179"
"KR27M015","Kuruman 27","KRR",9,"09/04/2018",2018-04-05,"11/04/2018",16,"Male",71,171.3225646,2018-04-05,NA,0,0,"ingroupnonbreeder","1","180"
"KR27M015","Kuruman 27","KRR",10,"28/11/2018",2018-11-25,"29/11/2018",8,"Male",126,17.16380656,2018-04-05,NA,237,0.648870637,"ingroupnonbreeder","1","180"
"KR27M015",NA,"KRR",NA,"09/03/2019",2019-03-09,NA,NA,"Male",NA,NA,2018-04-05,NA,338,0.925393566,"Disappeared","2","180"
"KR27M016","Kuruman 27","KRR",9,"05/04/2018",2018-04-05,"11/04/2018",16,"Male",77,171.3225646,2018-04-05,NA,0,0,"ingroupnonbreeder","1","181"
"KR27M016",NA,"KRR",NA,"14/09/2018",2018-09-14,NA,NA,"Male",NA,NA,2018-04-05,NA,162,0.443531828,"Disappeared","2","181"
"KR27M017","Kuruman 27","KRR",9,"10/04/2018",2018-04-05,"11/04/2018",16,"Male",29,171.3225646,2018-04-05,NA,5,0.013689254,"ingroupnonbreeder","1","182"
"KR27M017","Kuruman 27","KRR",10,"28/11/2018",2018-11-25,"29/11/2018",8,"Male",114,17.16380656,2018-04-05,NA,237,0.648870637,"ingroupnonbreeder","1","182"
"KR27M017",NA,"KRR",NA,"09/03/2019",2019-03-09,NA,NA,"Male",NA,NA,2018-04-05,NA,338,0.925393566,"Disappeared","2","182"
"KR36M014","Kuruman 36","KRR",9,"19/04/2018",2018-04-17,"24/04/2018",9,"Male",53,171.3225646,2018-04-17,NA,0,0,"ingroupnonbreeder","1","183"
"KR36M014","Kuruman 36","KRR",10,"14/10/2018",2018-10-13,"15/10/2018",12,"Male",107,11.76823613,2018-04-17,NA,180,0.492813142,"ingroupnonbreeder","1","183"
"KR36M014","Kuruman 36","KRR",11,"15/04/2019",2019-04-15,"17/04/2019",15,"Male",175,89.01727301,2018-04-17,NA,363,0.993839836,"ingroupnonbreeder","1","183"
"KR36M014",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Male",NA,NA,2018-04-17,NA,510,1.396303901,"Disappeared","2","183"
"KR28M005","Kuruman 28","KRR",9,"21/04/2018",2018-04-20,"24/04/2018",8,"Male",66,171.3225646,2018-04-20,NA,0,0,"ingroupnonbreeder","1","184"
"KR28M005","Kuruman 28","KRR",10,"15/09/2018",2018-09-15,"18/09/2018",9,"Male",105,3.838321871,2018-04-20,NA,148,0.405201916,"ingroupnonbreeder","1","184"
"KR28M005","Kuruman 28","KRR",11,"19/03/2019",2019-03-19,"20/03/2019",11,"Male",141,69.35182863,2018-04-20,NA,333,0.911704312,"ingroupnonbreeder","1","184"
"KR28M005",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Male",NA,NA,2018-04-20,NA,507,1.388090349,"Disappeared","2","184"
"KR28M007","Kuruman 28","KRR",9,"21/04/2018",2018-04-20,"24/04/2018",8,"Male",35,171.3225646,2018-04-20,NA,0,0,"ingroupnonbreeder","1","185"
"KR28M007","Kuruman 28","KRR",10,"15/09/2018",2018-09-15,"18/09/2018",9,"Male",89,3.838321871,2018-04-20,NA,148,0.405201916,"ingroupnonbreeder","1","185"
"KR28M007","Kuruman 28","KRR",11,"19/03/2019",2019-03-19,"20/03/2019",11,"Male",127,69.35182863,2018-04-20,NA,333,0.911704312,"ingroupnonbreeder","1","185"
"KR28M007",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Male",NA,NA,2018-04-20,NA,507,1.388090349,"Disappeared","2","185"
"KR28M008","Kuruman 28","KRR",9,"23/04/2018",2018-04-20,"24/04/2018",8,"Male",37,171.3225646,2018-04-20,NA,0,0,"ingroupnonbreeder","1","186"
"KR28M008","Kuruman 28","KRR",10,"15/09/2018",2018-09-15,"18/09/2018",9,"Male",81,3.838321871,2018-04-20,NA,148,0.405201916,"ingroupnonbreeder","1","186"
"KR28M008","Kuruman 28","KRR",11,"19/03/2019",2019-03-19,"20/03/2019",11,"Male",126,69.35182863,2018-04-20,NA,333,0.911704312,"ingroupnonbreeder","1","186"
"KR28M008",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Male",NA,NA,2018-04-20,NA,507,1.388090349,"Disappeared","2","186"
"KR8M020","Kuruman 8","KRR",9,"30/04/2018",2018-04-30,"06/05/2018",16,"Male",45,171.3225646,2018-04-30,NA,0,0,"ingroupnonbreeder","1","187"
"KR8M020","Kuruman 8","KRR",10,"07/11/2018",2018-11-05,"09/11/2018",16,"Male",96,17.16380656,2018-04-30,NA,191,0.5229295,"ingroupnonbreeder","1","187"
"KR8M020","Kuruman 8","KRR",11,"10/03/2019",2019-03-09,"10/03/2019",15,"Male",119,69.35182863,2018-04-30,NA,314,0.859685147,"ingroupnonbreeder","1","187"
"KR8M020",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Male",NA,NA,2018-04-30,NA,497,1.360711841,"Disappeared","2","187"
"KR8M022","Kuruman 8","KRR",9,"02/05/2018",2018-04-30,"06/05/2018",16,"Male",75,171.3225646,2018-04-30,NA,0,0,"ingroupnonbreeder","1","188"
"KR8M022","Kuruman 8","KRR",10,"05/11/2018",2018-11-05,"09/11/2018",16,"Male",108,17.16380656,2018-04-30,NA,189,0.517453799,"ingroupnonbreeder","1","188"
"KR8M022","Kuruman 8","KRR",11,"10/03/2019",2019-03-09,"10/03/2019",15,"Male",137,69.35182863,2018-04-30,NA,314,0.859685147,"ingroupnonbreeder","1","188"
"KR8M022",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Male",NA,NA,2018-04-30,NA,497,1.360711841,"Disappeared","2","188"
"KR8M026","Kuruman 8","KRR",9,"02/05/2018",2018-04-30,"06/05/2018",16,"Male",64,171.3225646,2018-04-30,NA,0,0,"ingroupnonbreeder","1","189"
"KR8M026","Kuruman 8","KRR",10,"07/11/2018",2018-11-05,"09/11/2018",16,"Male",124,17.16380656,2018-04-30,NA,191,0.5229295,"ingroupnonbreeder","1","189"
"KR8M026","Kuruman 8","KRR",11,"10/03/2019",2019-03-09,"10/03/2019",15,"Male",143,69.35182863,2018-04-30,NA,314,0.859685147,"ingroupnonbreeder","1","189"
"KR8M026",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Male",NA,NA,2018-04-30,NA,497,1.360711841,"Disappeared","2","189"
"KR20M010","Kuruman 20","KRR",9,"13/05/2018",2018-05-09,"14/05/2018",13,"Male",69,124.3583704,2018-05-09,NA,0,0,"ingroupnonbreeder","1","190"
"KR20M010","Kuruman 20","KRR",10,"23/09/2018",2018-09-21,"27/09/2018",14,"Male",100,3.838321871,2018-05-09,NA,137,0.375085558,"ingroupnonbreeder","1","190"
"KR20M010","Kuruman 20","KRR",11,"25/03/2019",2019-03-25,"28/03/2019",17,"Male",128,69.35182863,2018-05-09,NA,320,0.876112252,"ingroupnonbreeder","1","190"
"KR20M010",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Male",NA,NA,2018-05-09,NA,488,1.336071184,"Disappeared","2","190"
"KR19M008","Kuruman 19","KRR",9,"23/05/2018",2018-05-23,"24/05/2018",8,"Male",60,124.3583704,2018-05-23,NA,0,0,"ingroupnonbreeder","1","191"
"KR19M008","Kuruman 19","KRR",11,"27/03/2019",2019-03-25,"28/03/2019",9,"Male",100,69.35182863,2018-05-23,NA,308,0.843258042,"ingroupnonbreeder","1","191"
"KR19M008",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Male",NA,NA,2018-05-23,NA,474,1.297741273,"Disappeared","2","191"
"KR28M010","Kuruman 28","KRR",10,"16/09/2018",2018-09-15,"18/09/2018",9,"Male",50,3.838321871,2018-09-15,NA,0,0,"ingroupnonbreeder","1","192"
"KR28M010","Kuruman 28","KRR",11,"19/03/2019",2019-03-19,"20/03/2019",11,"Male",116,69.35182863,2018-09-15,NA,185,0.506502396,"ingroupnonbreeder","1","192"
"KR28M010","Kuruman 28","KRR",12,"16/09/2019",2019-09-16,"19/09/2019",8,"Male",131,0.397720048,2018-09-15,NA,366,1.002053388,"ingroupnonbreeder","1","192"
"KR28M010","Kuruman 28","KRR",13,"17/03/2020",2020-03-16,"20/03/2020",13,"Male",174,165.6746387,2018-09-15,NA,549,1.503080082,"ingroupnonbreeder","1","192"
"KR28M010","Kuruman 28","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2018-09-15,99,620,1.697467488,"ingroupnonbreeder","99","192"
"KR20M014","Kuruman 20","KRR",10,"22/09/2018",2018-09-21,"27/09/2018",14,"Male",55,3.838321871,2018-09-21,NA,0,0,"ingroupnonbreeder","1","193"
"KR20M014","Kuruman 20","KRR",11,"26/03/2019",2019-03-25,"28/03/2019",17,"Male",96,69.35182863,2018-09-21,NA,186,0.509240246,"ingroupnonbreeder","1","193"
"KR20M014","Kuruman 20","KRR",13,"07/04/2020",2020-04-06,"11/04/2020",19,"Male",143,135.605622,2018-09-21,NA,564,1.544147844,"ingroupnonbreeder","1","193"
"KR20M014","Kuruman 20","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2018-09-21,99,614,1.681040383,"ingroupnonbreeder","99","193"
"KR10M030","Kuruman 10","KRR",10,"04/10/2018",2018-10-02,"10/10/2018",16,"Male",58,11.76823613,2018-10-02,NA,0,0,"ingroupnonbreeder","1","194"
"KR10M030","Kuruman 10","KRR",11,"13/03/2019",2019-03-12,"17/03/2019",20,"Male",87,69.35182863,2018-10-02,NA,162,0.443531828,"ingroupnonbreeder","1","194"
"KR10M030","Kuruman 10","KRR",12,"10/09/2019",2019-09-09,"10/09/2019",19,"Male",77,0.397720048,2018-10-02,NA,343,0.93908282,"ingroupnonbreeder","1","194"
"KR10M030",NA,"KRR",NA,"05/03/2020",2020-03-05,NA,NA,"Male",NA,NA,2018-10-02,NA,520,1.423682409,"Disappeared","2","194"
"KR10M031","Kuruman 10","KRR",10,"05/10/2018",2018-10-02,"10/10/2018",16,"Male",35,11.76823613,2018-10-02,NA,0,0,"ingroupnonbreeder","1","195"
"KR10M031","Kuruman 10","KRR",11,"12/03/2019",2019-03-12,"17/03/2019",20,"Male",67,69.35182863,2018-10-02,NA,161,0.440793977,"ingroupnonbreeder","1","195"
"KR10M031","Kuruman 10","KRR",12,"10/09/2019",2019-09-09,"10/09/2019",19,"Male",86,0.397720048,2018-10-02,NA,343,0.93908282,"ingroupnonbreeder","1","195"
"KR10M031","Kuruman 10","KRR",13,"09/03/2020",2020-03-08,"12/03/2020",16,"Male",109,165.6746387,2018-10-02,NA,524,1.434633812,"ingroupnonbreeder","1","195"
"KR10M031","Kuruman 10","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2018-10-02,99,603,1.650924025,"ingroupnonbreeder","99","195"
"KR10M032","Kuruman 10","KRR",10,"06/10/2018",2018-10-02,"10/10/2018",16,"Male",41,11.76823613,2018-10-02,NA,0,0,"ingroupnonbreeder","1","196"
"KR10M032","Kuruman 10","KRR",11,"13/03/2019",2019-03-12,"17/03/2019",20,"Male",65,69.35182863,2018-10-02,NA,162,0.443531828,"ingroupnonbreeder","1","196"
"KR10M032","Kuruman 10","KRR",12,"10/09/2019",2019-09-09,"10/09/2019",19,"Male",70,0.397720048,2018-10-02,NA,343,0.93908282,"ingroupnonbreeder","1","196"
"KR10M032","Kuruman 10","KRR",13,"11/03/2020",2020-03-08,"12/03/2020",16,"Male",87,165.6746387,2018-10-02,NA,526,1.440109514,"ingroupnonbreeder","1","196"
"KR10M032","Kuruman 10","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2018-10-02,99,603,1.650924025,"ingroupnonbreeder","99","196"
"KR10M033","Kuruman 10","KRR",10,"06/10/2018",2018-10-02,"10/10/2018",16,"Male",33,11.76823613,2018-10-02,NA,0,0,"ingroupnonbreeder","1","197"
"KR10M033","Kuruman 10","KRR",11,"13/03/2019",2019-03-12,"17/03/2019",20,"Male",77,69.35182863,2018-10-02,NA,162,0.443531828,"ingroupnonbreeder","1","197"
"KR10M033","Kuruman 10","KRR",12,"10/09/2019",2019-09-09,"10/09/2019",19,"Male",75,0.397720048,2018-10-02,NA,343,0.93908282,"ingroupnonbreeder","1","197"
"KR10M033","Kuruman 10","KRR",13,"11/03/2020",2020-03-08,"12/03/2020",16,"Male",101,165.6746387,2018-10-02,NA,526,1.440109514,"ingroupnonbreeder","1","197"
"KR10M033","Kuruman 10","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2018-10-02,99,603,1.650924025,"ingroupnonbreeder","99","197"
"KR11M017","Kuruman 11","KRR",10,"04/10/2018",2018-10-02,"10/10/2018",16,"Male",54,11.76823613,2018-10-02,NA,0,0,"ingroupnonbreeder","1","198"
"KR11M017","Kuruman 11","KRR",11,"14/03/2019",2019-03-12,"14/03/2019",22,"Male",92,69.35182863,2018-10-02,NA,163,0.446269678,"ingroupnonbreeder","1","198"
"KR11M017","Kuruman 11","KRR",12,"23/09/2019",2019-09-23,"27/09/2019",20,"Male",87,0.397720048,2018-10-02,NA,356,0.97467488,"ingroupnonbreeder","1","198"
"KR11M017","Kuruman 11","KRR",13,"31/03/2020",2020-03-30,"01/04/2020",17,"Male",82,165.6746387,2018-10-02,NA,546,1.49486653,"ingroupnonbreeder","1","198"
"KR11M017","Kuruman 11","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2018-10-02,99,603,1.650924025,"ingroupnonbreeder","99","198"
"KR36M016","Kuruman 36","KRR",10,"13/10/2018",2018-10-13,"15/10/2018",12,"Male",85,11.76823613,2018-10-13,NA,0,0,"ingroupnonbreeder","1","199"
"KR36M016","Kuruman 36","KRR",11,"17/04/2019",2019-04-15,"17/04/2019",15,"Male",156,89.01727301,2018-10-13,NA,186,0.509240246,"ingroupnonbreeder","1","199"
"KR36M016","Kuruman 36","KRR",13,"11/05/2020",2020-05-11,"12/05/2020",8,"Male",154,64.81177172,2018-10-13,NA,576,1.577002053,"ingroupnonbreeder","1","199"
"KR36M016","Kuruman 36","KRR",NA,"27/05/2020",2020-05-27,NA,NA,"Male",NA,64.81177172,2018-10-13,99,592,1.620807666,"ingroupnonbreeder","99","199"
"KR36M017","Kuruman 36","KRR",10,"13/10/2018",2018-10-13,"15/10/2018",12,"Male",71,11.76823613,2018-10-13,NA,0,0,"ingroupnonbreeder","1","200"
"KR36M017","Kuruman 36","KRR",11,"15/04/2019",2019-04-15,"17/04/2019",15,"Male",152,89.01727301,2018-10-13,NA,184,0.503764545,"ingroupnonbreeder","1","200"
"KR36M017",NA,"KRR",NA,"09/09/2019",2019-09-09,NA,NA,"Male",NA,NA,2018-10-13,NA,331,0.906228611,"Disappeared","2","200"
"KR26M014","Kuruman 26","KRR",10,"06/11/2018",2018-11-06,"09/11/2018",9,"Male",58,17.16380656,2018-11-06,NA,0,0,"ingroupnonbreeder","1","201"
"KR26M014","Kuruman 26","KRR",12,"18/10/2019",2019-10-17,"20/10/2019",13,"Male",126,5.217065306,2018-11-06,NA,346,0.947296372,"ingroupnonbreeder","1","201"
